ano;date;hour;round;home_team;score;away_team;placar_casa;placar_visitante;resultado;arena;state
2013;06/06/2013;01:00;4;Ponte Preta;;Atletico-PR;3.0;4.0;3;;
2013;06/06/2013;01:00;4;Vasco;;Atletico-MG;2.0;0.0;1;;
2013;07/06/2013;01:00;4;Coritiba;;Fluminense;2.0;1.0;1;;
2013;06/06/2013;02:00;4;Bahia;;Botafogo RJ;2.0;1.0;1;;
2013;06/06/2013;02:00;4;Cruzeiro;;Corinthians;1.0;0.0;1;;
2013;06/06/2013;02:00;4;Flamengo RJ;;Nautico;0.0;1.0;3;;
2013;08/06/2013;20:20;4;Criciuma;;Flamengo RJ;0.0;3.0;3;;
2013;08/06/2013;20:20;4;Cruzeiro;;Internacional;2.0;2.0;2;;
2013;05/06/2013;23:30;4;Sao Paulo;;Goias;0.0;1.0;3;;
2013;09/06/2013;01:00;5;Ponte Preta;;Botafogo RJ;0.0;2.0;3;;
2013;13/06/2013;02:00;5;Gremio;;Sao Paulo;1.0;1.0;2;;
2013;13/06/2013;02:00;5;Portuguesa;;Fluminense;2.0;1.0;1;;
2013;08/06/2013;22:30;5;Corinthians;;Portuguesa;0.0;0.0;2;;
2013;08/06/2013;22:30;5;Vasco;;Bahia;1.0;1.0;2;;
2013;09/06/2013;22:30;5;Atletico-MG;;Gremio;2.0;0.0;1;;
2013;09/06/2013;22:30;5;Coritiba;;Nautico;1.0;0.0;1;;
2013;09/06/2013;22:30;5;Fluminense;;Goias;2.0;1.0;1;;
2013;09/06/2013;22:30;5;Vitoria;;Atletico-PR;3.0;2.0;1;;
2013;12/06/2013;23:30;5;Santos;;Atletico-MG;1.0;0.0;1;;
2013;07/07/2013;01:00;6;Portuguesa;;Cruzeiro;1.0;1.0;2;;
2013;07/07/2013;20:00;6;Bahia;;Corinthians;0.0;2.0;3;;
2013;07/07/2013;20:00;6;Goias;;Vitoria;1.0;0.0;1;;
2013;07/07/2013;20:00;6;Internacional;;Vasco;5.0;3.0;1;;
2013;07/07/2013;20:00;6;Sao Paulo;;Santos;0.0;2.0;3;;
2013;06/07/2013;22:30;6;Atletico-PR;;Gremio;1.0;1.0;2;;
2013;06/07/2013;22:30;6;Flamengo RJ;;Coritiba;2.0;2.0;2;;
2013;06/07/2013;22:30;6;Nautico;;Ponte Preta;1.0;3.0;3;;
2013;07/07/2013;22:30;6;Atletico-MG;;Criciuma;3.0;2.0;1;;
2013;07/07/2013;22:30;6;Botafogo RJ;;Fluminense;1.0;0.0;1;;
2013;11/07/2013;01:00;7;Sao Paulo;;Bahia;1.0;2.0;3;;
2013;14/07/2013;01:00;7;Ponte Preta;;Bahia;0.0;0.0;2;;
2013;14/07/2013;20:00;7;Corinthians;;Atletico-MG;0.0;1.0;3;;
2013;14/07/2013;20:00;7;Coritiba;;Atletico-PR;1.0;0.0;1;;
2013;14/07/2013;20:00;7;Gremio;;Botafogo RJ;2.0;1.0;1;;
2013;14/07/2013;20:00;7;Vitoria;;Sao Paulo;3.0;2.0;1;;
2013;13/07/2013;22:30;7;Fluminense;;Internacional;2.0;3.0;3;;
2013;13/07/2013;22:30;7;Santos;;Portuguesa;4.0;1.0;1;;
2013;14/07/2013;22:30;7;Criciuma;;Goias;0.0;0.0;2;;
2013;14/07/2013;22:30;7;Cruzeiro;;Nautico;3.0;0.0;1;;
2013;21/07/2013;20:00;8;Atletico-PR;;Corinthians;1.0;1.0;2;;
2013;21/07/2013;20:00;8;Internacional;;Flamengo RJ;1.0;0.0;1;;
2013;21/07/2013;20:00;8;Santos;;Coritiba;2.0;2.0;2;;
2013;21/07/2013;20:00;8;Vitoria;;Bahia;0.0;0.0;2;;
2013;14/07/2013;22:30;8;Vasco;;Flamengo RJ;0.0;1.0;3;;
2013;20/07/2013;22:30;8;Botafogo RJ;;Nautico;2.0;0.0;1;;
2013;20/07/2013;22:30;8;Criciuma;;Gremio;2.0;1.0;1;;
2013;20/07/2013;22:30;8;Sao Paulo;;Cruzeiro;0.0;3.0;3;;
2013;21/07/2013;22:30;8;Fluminense;;Vasco;1.0;3.0;3;;
2013;21/07/2013;22:30;8;Goias;;Portuguesa;2.0;1.0;1;;
2013;25/07/2013;01:00;9;Sao Paulo;;Internacional;0.0;1.0;3;;
2013;28/07/2013;01:00;9;Ponte Preta;;Santos;1.0;0.0;1;;
2013;28/07/2013;20:00;9;Corinthians;;Sao Paulo;0.0;0.0;2;;
2013;28/07/2013;20:00;9;Cruzeiro;;Atletico-MG;4.0;1.0;1;;
2013;28/07/2013;20:00;9;Gremio;;Fluminense;2.0;0.0;1;;
2013;28/07/2013;20:00;9;Nautico;;Internacional;3.0;0.0;1;;
2013;27/07/2013;22:30;9;Portuguesa;;Atletico-PR;2.0;3.0;3;;
2013;27/07/2013;22:30;9;Vasco;;Criciuma;3.0;2.0;1;;
2013;28/07/2013;22:30;9;Bahia;;Goias;2.0;1.0;1;;
2013;28/07/2013;22:30;9;Coritiba;;Vitoria;1.0;1.0;2;;
2013;01/08/2013;01:00;10;Coritiba;;Ponte Preta;5.0;3.0;1;;
2013;02/08/2013;01:00;10;Goias;;Vasco;1.0;1.0;2;;
2013;01/08/2013;01:50;10;Bahia;;Flamengo RJ;3.0;0.0;1;;
2013;01/08/2013;01:50;10;Corinthians;;Gremio;2.0;0.0;1;;
2013;28/07/2013;22:30;10;Flamengo RJ;;Botafogo RJ;1.0;1.0;2;;
2013;03/08/2013;22:30;10;Cruzeiro;;Coritiba;1.0;0.0;1;;
2013;31/07/2013;23:30;10;Atletico-MG;;Atletico-PR;1.0;2.0;3;;
2013;31/07/2013;23:30;10;Fluminense;;Cruzeiro;1.0;0.0;1;;
2013;31/07/2013;23:30;10;Portuguesa;;Criciuma;1.0;1.0;2;;
2013;01/08/2013;23:30;10;Botafogo RJ;;Vitoria;2.0;0.0;1;;
2013;08/08/2013;01:00;11;Atletico-PR;;Bahia;1.0;0.0;1;;
2013;04/08/2013;20:00;11;Atletico-PR;;Goias;2.0;0.0;1;;
2013;04/08/2013;20:00;11;Criciuma;;Corinthians;0.0;2.0;3;;
2013;04/08/2013;20:00;11;Flamengo RJ;;Atletico-MG;3.0;0.0;1;;
2013;04/08/2013;20:00;11;Gremio;;Internacional;1.0;1.0;2;;
2013;04/08/2013;20:00;11;Ponte Preta;;Fluminense;1.0;1.0;2;;
2013;04/08/2013;22:30;11;Vasco;;Botafogo RJ;2.0;3.0;3;;
2013;04/08/2013;22:30;11;Vitoria;;Portuguesa;2.0;1.0;1;;
2013;07/08/2013;23:30;11;Criciuma;;Cruzeiro;1.0;2.0;3;;
2013;07/08/2013;23:30;11;Vitoria;;Fluminense;1.0;1.0;2;;
2013;08/08/2013;01:00;12;Flamengo RJ;;Portuguesa;1.0;1.0;2;;
2013;09/08/2013;01:00;12;Gremio;;Coritiba;0.0;1.0;3;;
2013;09/08/2013;01:00;12;Vasco;;Ponte Preta;1.0;1.0;2;;
2013;08/08/2013;01:50;12;Atletico-MG;;Botafogo RJ;2.0;2.0;2;;
2013;08/08/2013;01:50;12;Goias;;Nautico;2.0;1.0;1;;
2013;08/08/2013;01:50;12;Santos;;Corinthians;1.0;1.0;2;;
2013;11/08/2013;20:00;12;Corinthians;;Vitoria;2.0;0.0;1;;
2013;11/08/2013;20:00;12;Coritiba;;Vasco;0.0;1.0;3;;
2013;10/08/2013;22:30;12;Botafogo RJ;;Goias;1.0;1.0;2;;
2013;10/08/2013;22:30;12;Nautico;;Atletico-MG;0.0;0.0;2;;
2013;15/08/2013;01:00;13;Coritiba;;Portuguesa;1.0;1.0;2;;
2013;11/08/2013;20:00;13;Cruzeiro;;Santos;0.0;0.0;2;;
2013;11/08/2013;20:00;13;Fluminense;;Flamengo RJ;2.0;3.0;3;;
2013;11/08/2013;22:30;13;Bahia;;Gremio;0.0;3.0;3;;
2013;11/08/2013;22:30;13;Internacional;;Atletico-PR;2.0;2.0;2;;
2013;11/08/2013;22:30;13;Ponte Preta;;Criciuma;3.0;1.0;1;;
2013;11/08/2013;22:30;13;Portuguesa;;Sao Paulo;2.0;1.0;1;;
2013;14/08/2013;23:30;13;Atletico-MG;;Bahia;2.0;0.0;1;;
2013;14/08/2013;23:30;13;Criciuma;;Nautico;3.0;0.0;1;;
2013;14/08/2013;23:30;13;Santos;;Vasco;1.0;1.0;2;;
2013;15/08/2013;01:00;14;Vitoria;;Ponte Preta;3.0;1.0;1;;
2013;16/08/2013;01:00;14;Botafogo RJ;;Internacional;3.0;3.0;2;;
2013;18/08/2013;01:00;14;Vasco;;Gremio;2.0;3.0;3;;
2013;15/08/2013;01:50;14;Fluminense;;Corinthians;0.0;0.0;2;;
2013;15/08/2013;01:50;14;Goias;;Flamengo RJ;1.0;1.0;2;;
2013;15/08/2013;01:50;14;Gremio;;Cruzeiro;3.0;1.0;1;;
2013;18/08/2013;20:00;14;Corinthians;;Coritiba;1.0;0.0;1;;
2013;17/08/2013;22:30;14;Cruzeiro;;Vitoria;5.0;1.0;1;;
2013;17/08/2013;22:30;14;Nautico;;Fluminense;0.0;1.0;3;;
2013;15/08/2013;23:30;14;Sao Paulo;;Atletico-PR;1.0;1.0;2;;
2013;25/08/2013;01:00;15;Criciuma;;Coritiba;2.0;1.0;1;;
2013;18/08/2013;20:00;15;Flamengo RJ;;Sao Paulo;0.0;0.0;2;;
2013;18/08/2013;20:00;15;Ponte Preta;;Goias;0.0;1.0;3;;
2013;18/08/2013;20:00;15;Portuguesa;;Botafogo RJ;1.0;3.0;3;;
2013;18/08/2013;22:30;15;Atletico-PR;;Criciuma;2.0;1.0;1;;
2013;18/08/2013;22:30;15;Bahia;;Santos;0.0;0.0;2;;
2013;18/08/2013;22:30;15;Internacional;;Atletico-MG;0.0;0.0;2;;
2013;24/08/2013;22:30;15;Flamengo RJ;;Gremio;0.0;1.0;3;;
2013;24/08/2013;22:30;15;Ponte Preta;;Cruzeiro;0.0;2.0;3;;
2013;24/08/2013;22:30;15;Santos;;Vitoria;2.0;0.0;1;;
2013;25/08/2013;20:00;16;Atletico-MG;;Portuguesa;2.0;1.0;1;;
2013;25/08/2013;20:00;16;Bahia;;Nautico;2.0;0.0;1;;
2013;25/08/2013;20:00;16;Sao Paulo;;Fluminense;2.0;1.0;1;;
2013;25/08/2013;20:00;16;Vasco;;Corinthians;1.0;1.0;2;;
2013;25/08/2013;22:30;16;Atletico-PR;;Botafogo RJ;2.0;0.0;1;;
2013;25/08/2013;22:30;16;Internacional;;Goias;3.0;3.0;2;;
2013;31/08/2013;22:30;16;Goias;;Atletico-MG;0.0;0.0;2;;
2013;31/08/2013;22:30;16;Gremio;;Ponte Preta;1.0;0.0;1;;
2013;31/08/2013;22:30;16;Nautico;;Atletico-PR;1.0;4.0;3;;
2013;31/08/2013;22:30;16;Portuguesa;;Bahia;4.0;2.0;1;;
2013;01/09/2013;01:00;17;Fluminense;;Santos;0.0;2.0;3;;
2013;04/09/2013;01:00;17;Nautico;;Sao Paulo;0.0;1.0;3;;
2013;01/09/2013;20:00;17;Botafogo RJ;;Sao Paulo;0.0;0.0;2;;
2013;01/09/2013;20:00;17;Corinthians;;Flamengo RJ;4.0;0.0;1;;
2013;01/09/2013;20:00;17;Coritiba;;Internacional;0.0;0.0;2;;
2013;01/09/2013;20:00;17;Vitoria;;Criciuma;0.0;1.0;3;;
2013;01/09/2013;22:30;17;Cruzeiro;;Vasco;5.0;3.0;1;;
2013;03/09/2013;23:30;17;Goias;;Gremio;2.0;0.0;1;;
2013;04/09/2013;23:30;17;Atletico-PR;;Santos;2.0;1.0;1;;
2013;04/09/2013;23:30;17;Flamengo RJ;;Vitoria;2.0;1.0;1;;
2013;05/09/2013;01:00;18;Portuguesa;;Ponte Preta;2.0;1.0;1;;
2013;06/09/2013;01:00;18;Nautico;;Vasco;0.0;3.0;3;;
2013;06/09/2013;01:00;18;Sao Paulo;;Criciuma;1.0;2.0;3;;
2013;05/09/2013;01:50;18;Atletico-MG;;Fluminense;2.0;2.0;2;;
2013;05/09/2013;01:50;18;Bahia;;Cruzeiro;1.0;3.0;3;;
2013;05/09/2013;01:50;18;Internacional;;Corinthians;1.0;0.0;1;;
2013;07/09/2013;22:30;18;Fluminense;;Bahia;1.0;0.0;1;;
2013;07/09/2013;22:30;18;Ponte Preta;;Internacional;1.0;3.0;3;;
2013;07/09/2013;22:30;18;Santos;;Goias;1.0;0.0;1;;
2013;05/09/2013;23:30;18;Botafogo RJ;;Coritiba;3.0;1.0;1;;
2013;08/09/2013;01:00;19;Gremio;;Portuguesa;3.0;2.0;1;;
2013;12/09/2013;01:00;19;Bahia;;Criciuma;2.0;2.0;2;;
2013;08/09/2013;20:00;19;Corinthians;;Nautico;0.0;0.0;2;;
2013;08/09/2013;20:00;19;Coritiba;;Sao Paulo;2.0;0.0;1;;
2013;08/09/2013;20:00;19;Cruzeiro;;Flamengo RJ;1.0;0.0;1;;
2013;07/09/2013;22:30;19;Vitoria;;Atletico-MG;1.0;1.0;2;;
2013;08/09/2013;22:30;19;Criciuma;;Botafogo RJ;1.0;2.0;3;;
2013;08/09/2013;22:30;19;Vasco;;Atletico-PR;0.0;0.0;2;;
2013;10/09/2013;23:30;19;Internacional;;Santos;1.0;2.0;3;;
2013;11/09/2013;23:30;19;Atletico-PR;;Fluminense;1.0;1.0;2;;
2013;12/09/2013;01:00;20;Goias;;Cruzeiro;1.0;2.0;3;;
2013;13/09/2013;01:00;20;Atletico-MG;;Coritiba;3.0;0.0;1;;
2013;13/09/2013;01:00;20;Flamengo RJ;;Santos;2.0;1.0;1;;
2013;13/09/2013;01:00;20;Sao Paulo;;Ponte Preta;1.0;0.0;1;;
2013;15/09/2013;01:00;20;Fluminense;;Portuguesa;2.0;1.0;1;;
2013;12/09/2013;01:50;20;Botafogo RJ;;Corinthians;1.0;0.0;1;;
2013;12/09/2013;01:50;20;Nautico;;Gremio;0.0;2.0;3;;
2013;12/09/2013;01:50;20;Portuguesa;;Vasco;2.0;0.0;1;;
2013;14/09/2013;22:30;20;Cruzeiro;;Atletico-PR;1.0;0.0;1;;
2013;12/09/2013;23:30;20;Internacional;;Vitoria;2.0;2.0;2;;
2013;15/09/2013;20:00;21;Corinthians;;Goias;1.0;2.0;3;;
2013;15/09/2013;20:00;21;Coritiba;;Bahia;2.0;2.0;2;;
2013;15/09/2013;20:00;21;Criciuma;;Internacional;0.0;1.0;3;;
2013;15/09/2013;20:00;21;Ponte Preta;;Flamengo RJ;1.0;1.0;2;;
2013;15/09/2013;20:00;21;Vasco;;Sao Paulo;0.0;2.0;3;;
2013;15/09/2013;22:30;21;Gremio;;Atletico-MG;0.0;1.0;3;;
2013;15/09/2013;22:30;21;Santos;;Botafogo RJ;1.0;2.0;3;;
2013;15/09/2013;22:30;21;Vitoria;;Nautico;2.0;1.0;1;;
2013;18/09/2013;23:30;21;Gremio;;Santos;1.0;1.0;2;;
2013;18/09/2013;23:30;21;Vasco;;Vitoria;1.0;2.0;3;;
2013;19/09/2013;01:00;22;Coritiba;;Goias;2.0;2.0;2;;
2013;19/09/2013;01:00;22;Criciuma;;Fluminense;1.0;2.0;3;;
2013;20/09/2013;01:00;22;Bahia;;Internacional;2.0;0.0;1;;
2013;20/09/2013;01:00;22;Portuguesa;;Nautico;3.0;0.0;1;;
2013;22/09/2013;01:00;22;Vitoria;;Gremio;0.0;0.0;2;;
2013;19/09/2013;01:50;22;Cruzeiro;;Botafogo RJ;3.0;0.0;1;;
2013;19/09/2013;01:50;22;Ponte Preta;;Corinthians;2.0;0.0;1;;
2013;19/09/2013;01:50;22;Sao Paulo;;Atletico-MG;1.0;0.0;1;;
2013;21/09/2013;22:30;22;Fluminense;;Coritiba;1.0;1.0;2;;
2013;19/09/2013;23:30;22;Flamengo RJ;;Atletico-PR;2.0;4.0;3;;
2013;26/09/2013;01:00;23;Santos;;Nautico;1.0;1.0;2;;
2013;22/09/2013;20:00;23;Botafogo RJ;;Bahia;1.0;2.0;3;;
2013;22/09/2013;20:00;23;Corinthians;;Cruzeiro;0.0;0.0;2;;
2013;22/09/2013;20:00;23;Goias;;Sao Paulo;1.0;0.0;1;;
2013;22/09/2013;20:00;23;Internacional;;Portuguesa;0.0;1.0;3;;
2013;22/09/2013;20:00;23;Nautico;;Flamengo RJ;0.0;0.0;2;;
2013;22/09/2013;22:30;23;Atletico-MG;;Vasco;2.0;1.0;1;;
2013;22/09/2013;22:30;23;Atletico-PR;;Ponte Preta;1.0;0.0;1;;
2013;22/09/2013;22:30;23;Santos;;Criciuma;2.0;1.0;1;;
2013;25/09/2013;23:30;23;Criciuma;;Atletico-MG;1.0;1.0;2;;
2013;29/09/2013;01:00;24;Botafogo RJ;;Ponte Preta;0.0;1.0;3;;
2013;29/09/2013;20:00;24;Bahia;;Vasco;0.0;0.0;2;;
2013;29/09/2013;20:00;24;Flamengo RJ;;Criciuma;4.0;1.0;1;;
2013;29/09/2013;20:00;24;Portuguesa;;Corinthians;4.0;0.0;1;;
2013;29/09/2013;20:00;24;Sao Paulo;;Gremio;0.0;1.0;3;;
2013;28/09/2013;22:30;24;Goias;;Fluminense;1.0;2.0;3;;
2013;28/09/2013;22:30;24;Nautico;;Coritiba;3.0;0.0;1;;
2013;29/09/2013;22:30;24;Atletico-MG;;Santos;3.0;1.0;1;;
2013;29/09/2013;22:30;24;Atletico-PR;;Vitoria;3.0;5.0;3;;
2013;29/09/2013;22:30;24;Internacional;;Cruzeiro;1.0;2.0;3;;
2013;03/10/2013;01:00;25;Fluminense;;Botafogo RJ;1.0;1.0;2;;
2013;03/10/2013;01:00;25;Vitoria;;Goias;2.0;1.0;1;;
2013;04/10/2013;01:00;25;Vasco;;Internacional;3.0;1.0;1;;
2013;03/10/2013;01:50;25;Corinthians;;Bahia;2.0;0.0;1;;
2013;03/10/2013;01:50;25;Coritiba;;Flamengo RJ;0.0;2.0;3;;
2013;03/10/2013;01:50;25;Santos;;Sao Paulo;3.0;0.0;1;;
2013;01/10/2013;23:30;25;Ponte Preta;;Nautico;1.0;2.0;3;;
2013;02/10/2013;23:30;25;Cruzeiro;;Portuguesa;4.0;0.0;1;;
2013;02/10/2013;23:30;25;Gremio;;Atletico-PR;1.0;0.0;1;;
2013;03/10/2013;23:30;25;Atletico-MG;;Ponte Preta;4.0;0.0;1;;
2013;06/10/2013;01:00;26;Sao Paulo;;Vitoria;3.0;2.0;1;;
2013;06/10/2013;20:00;26;Atletico-MG;;Corinthians;0.0;0.0;2;;
2013;06/10/2013;20:00;26;Atletico-PR;;Coritiba;2.0;1.0;1;;
2013;06/10/2013;20:00;26;Flamengo RJ;;Vasco;1.0;1.0;2;;
2013;06/10/2013;20:00;26;Internacional;;Fluminense;1.0;0.0;1;;
2013;06/10/2013;20:00;26;Nautico;;Cruzeiro;1.0;4.0;3;;
2013;05/10/2013;22:30;26;Botafogo RJ;;Gremio;0.0;1.0;3;;
2013;06/10/2013;22:30;26;Bahia;;Ponte Preta;1.0;1.0;2;;
2013;06/10/2013;22:30;26;Goias;;Criciuma;1.0;1.0;2;;
2013;06/10/2013;22:30;26;Portuguesa;;Santos;3.0;0.0;1;;
2013;10/10/2013;01:00;27;Bahia;;Vitoria;2.0;0.0;1;;
2013;10/10/2013;01:00;27;Ponte Preta;;Atletico-MG;2.0;0.0;1;;
2013;11/10/2013;01:00;27;Flamengo RJ;;Internacional;2.0;1.0;1;;
2013;10/10/2013;01:50;27;Corinthians;;Atletico-PR;0.0;0.0;2;;
2013;10/10/2013;01:50;27;Cruzeiro;;Sao Paulo;0.0;2.0;3;;
2013;10/10/2013;01:50;27;Nautico;;Botafogo RJ;1.0;3.0;3;;
2013;10/10/2013;01:50;27;Vasco;;Fluminense;1.0;0.0;1;;
2013;09/10/2013;23:30;27;Coritiba;;Santos;1.0;0.0;1;;
2013;09/10/2013;23:30;27;Gremio;;Criciuma;1.0;2.0;3;;
2013;10/10/2013;23:30;27;Portuguesa;;Goias;1.0;2.0;3;;
2013;13/10/2013;01:00;28;Santos;;Ponte Preta;2.0;1.0;1;;
2013;13/10/2013;20:00;28;Atletico-MG;;Cruzeiro;1.0;0.0;1;;
2013;13/10/2013;20:00;28;Criciuma;;Vasco;3.0;2.0;1;;
2013;13/10/2013;20:00;28;Internacional;;Nautico;4.0;1.0;1;;
2013;13/10/2013;20:00;28;Sao Paulo;;Corinthians;0.0;0.0;2;;
2013;12/10/2013;22:30;28;Fluminense;;Gremio;1.0;1.0;2;;
2013;12/10/2013;22:30;28;Vitoria;;Coritiba;2.0;1.0;1;;
2013;13/10/2013;22:30;28;Atletico-PR;;Portuguesa;1.0;0.0;1;;
2013;13/10/2013;22:30;28;Botafogo RJ;;Flamengo RJ;2.0;1.0;1;;
2013;13/10/2013;22:30;28;Goias;;Bahia;3.0;1.0;1;;
2013;17/10/2013;01:00;29;Criciuma;;Portuguesa;1.0;3.0;3;;
2013;17/10/2013;01:00;29;Ponte Preta;;Coritiba;1.0;0.0;1;;
2013;17/10/2013;01:00;29;Sao Paulo;;Nautico;3.0;0.0;1;;
2013;18/10/2013;01:00;29;Vitoria;;Botafogo RJ;1.0;0.0;1;;
2013;17/10/2013;01:50;29;Atletico-PR;;Atletico-MG;1.0;0.0;1;;
2013;17/10/2013;01:50;29;Flamengo RJ;;Bahia;2.0;1.0;1;;
2013;17/10/2013;01:50;29;Gremio;;Corinthians;1.0;0.0;1;;
2013;16/10/2013;23:30;29;Cruzeiro;;Fluminense;1.0;0.0;1;;
2013;16/10/2013;23:30;29;Santos;;Internacional;0.0;0.0;2;;
2013;17/10/2013;23:30;29;Vasco;;Goias;0.0;2.0;3;;
2013;20/10/2013;01:00;30;Corinthians;;Criciuma;1.0;0.0;1;;
2013;20/10/2013;19:00;30;Atletico-MG;;Flamengo RJ;1.0;0.0;1;;
2013;20/10/2013;19:00;30;Bahia;;Sao Paulo;0.0;1.0;3;;
2013;20/10/2013;19:00;30;Goias;;Atletico-PR;3.0;0.0;1;;
2013;20/10/2013;19:00;30;Internacional;;Gremio;2.0;2.0;2;;
2013;19/10/2013;20:00;30;Fluminense;;Ponte Preta;1.0;1.0;2;;
2013;20/10/2013;21:30;30;Botafogo RJ;;Vasco;2.0;2.0;2;;
2013;20/10/2013;21:30;30;Coritiba;;Cruzeiro;2.0;1.0;1;;
2013;20/10/2013;21:30;30;Portuguesa;;Vitoria;1.0;1.0;2;;
2013;19/10/2013;22:30;30;Nautico;;Santos;1.0;5.0;3;;
2013;27/10/2013;18:00;31;Bahia;;Atletico-PR;1.0;1.0;2;;
2013;27/10/2013;18:00;31;Corinthians;;Santos;1.0;1.0;2;;
2013;27/10/2013;18:00;31;Internacional;;Sao Paulo;2.0;3.0;3;;
2013;27/10/2013;18:00;31;Ponte Preta;;Vasco;2.0;1.0;1;;
2013;27/10/2013;18:00;31;Portuguesa;;Flamengo RJ;0.0;0.0;2;;
2013;27/10/2013;20:30;31;Coritiba;;Gremio;4.0;0.0;1;;
2013;27/10/2013;20:30;31;Fluminense;;Vitoria;2.0;3.0;3;;
2013;27/10/2013;20:30;31;Nautico;;Goias;0.0;2.0;3;;
2013;26/10/2013;21:30;31;Botafogo RJ;;Atletico-MG;1.0;0.0;1;;
2013;26/10/2013;21:30;31;Cruzeiro;;Criciuma;5.0;3.0;1;;
2013;03/11/2013;19:00;32;Goias;;Botafogo RJ;1.0;0.0;1;;
2013;03/11/2013;19:00;32;Gremio;;Bahia;0.0;0.0;2;;
2013;03/11/2013;19:00;32;Santos;;Cruzeiro;0.0;1.0;3;;
2013;03/11/2013;19:00;32;Vitoria;;Corinthians;1.0;1.0;2;;
2013;02/11/2013;21:30;32;Sao Paulo;;Portuguesa;2.0;1.0;1;;
2013;02/11/2013;21:30;32;Vasco;;Coritiba;2.0;1.0;1;;
2013;03/11/2013;21:30;32;Atletico-PR;;Internacional;1.0;0.0;1;;
2013;03/11/2013;21:30;32;Criciuma;;Ponte Preta;1.0;1.0;2;;
2013;03/11/2013;21:30;32;Flamengo RJ;;Fluminense;1.0;0.0;1;;
2013;02/11/2013;23:00;32;Atletico-MG;;Nautico;5.0;0.0;1;;
2013;10/11/2013;19:00;33;Atletico-PR;;Sao Paulo;3.0;0.0;1;;
2013;10/11/2013;19:00;33;Cruzeiro;;Gremio;3.0;0.0;1;;
2013;10/11/2013;19:00;33;Internacional;;Botafogo RJ;2.0;1.0;1;;
2013;10/11/2013;19:00;33;Ponte Preta;;Vitoria;0.0;3.0;3;;
2013;09/11/2013;21:30;33;Bahia;;Atletico-MG;0.0;0.0;2;;
2013;09/11/2013;21:30;33;Portuguesa;;Coritiba;0.0;0.0;2;;
2013;10/11/2013;21:30;33;Corinthians;;Fluminense;1.0;0.0;1;;
2013;10/11/2013;21:30;33;Nautico;;Criciuma;0.0;1.0;3;;
2013;10/11/2013;21:30;33;Vasco;;Santos;2.0;2.0;2;;
2013;09/11/2013;23:00;33;Flamengo RJ;;Goias;1.0;1.0;2;;
2013;13/11/2013;21:30;34;Goias;;Ponte Preta;2.0;0.0;1;;
2013;13/11/2013;21:30;34;Gremio;;Vasco;1.0;0.0;1;;
2013;14/11/2013;21:30;34;Santos;;Bahia;3.0;0.0;1;;
