Home,Away,Rodada,prob_PD_gol,prob_PD_gol_Fina_RB,prob_PD_gol_FinC_RB,prob_PD_gol_Fina,prob_PD_gol_FinC,prob_binpo_log,prob_DC,prob_PB,prob_PD_gol_placar,prob_PD_gol_Fina_RB_placar,prob_PD_gol_FinC_RB_placar,prob_PD_gol_Fina_placar,prob_PD_gol_FinC_placar,prob_binpo_log_placar,prob_DC_placar,prob_PB_placar,prob_binpo_p,prob_binpo_p_placar,Defi_PB,RPS_PB,Acertos_PB,Defi_PD_gol,RPS_PD_gol,Acertos_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Acertos_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Acertos_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Acertos_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Acertos_PD_gol_Fina,Defi_DC,RPS_DC,Acertos_DC,Defi_binpo_log,RPS_binpo_log,Acertos_binpo_log,Defi_binpo_p,RPS_binpo_p,Acertos_binpo_p,Defi_palp_br,RPS_palp_br,Acertos_palp_br_binpo_p
Fluminense,Palmeiras,26,[0.3907 0.2657 0.3435],[0.3906 0.2627 0.3466],[0.3943 0.264  0.3416],[0.3936 0.2669 0.3393],[0.3969 0.267  0.336 ],[0.3737 0.2506 0.3755],[0.2942 0.2123 0.4928],[0.3765 0.2596 0.3638],0.009838289397929662,0.010423730341317496,0.009949141327741062,0.00944212963637001,0.009248896982062278,0.014151297753582051,0.025296213148813543,0.0119,[0.2352 0.252  0.5125],0.019699009198207343,0.61389485,0.27318773500000004,0,0.65423523,0.29175373,0,0.65865905,0.29441569500000003,0,0.64851121,0.28968463000000005,0,0.6697146099999999,0.299146415,0,0.6626810600000002,0.29559062500000005,0,0.38887677,0.17154819,1,0.5924523,0.26470110999999996,1,0.35647929000000006,0.146341485,1,0.91675802,0.424708885,0
Joinville,Sport,26,[0.2989 0.3342 0.3669],[0.3209 0.3328 0.3462],[0.2962 0.3345 0.3693],[0.3132 0.3345 0.3523],[0.2912 0.3353 0.3735],[0.2768 0.2883 0.4349],[0.3071 0.2822 0.4107],[0.3484 0.3452 0.3064],0.1322841952905446,0.13321150542204965,0.1321083164023783,0.1327819467036941,0.13170448385665873,0.13153593291617074,0.12225598760270301,0.1307,[0.2422 0.2909 0.4669],0.12906375880982948,0.64402656,0.10763175999999999,0,0.6672464599999999,0.11197841,0,0.66700718,0.112058465,0,0.66798709,0.11145025500000003,0,0.6661257800000002,0.11214984499999998,0,0.6650997799999999,0.11110476500000002,0,0.77822174,0.13149245000000004,0,0.7722731399999999,0.132878125,0,0.7794792600000001,0.138328225,0,0.8609580199999999,0.156308885,0
São Paulo,Chapecoense,26,[0.6263 0.2447 0.1287],[0.6511 0.2332 0.1153],[0.6303 0.2426 0.1268],[0.64   0.2385 0.1213],[0.6239 0.2454 0.1304],[0.6956 0.2174 0.0866],[0.5679 0.2301 0.2018],[0.6548 0.2294 0.1154],0.11487788328520321,0.10989927844263682,0.11352211918344089,0.11220197114172525,0.11472048366673042,0.11351286043744875,0.07943656521736366,0.1052,[0.54   0.2754 0.1844],0.12372124169797115,1.0359045599999999,0.22108642000000003,0,0.9792934699999999,0.20444639,0,0.9870110899999999,0.206716295,0,1.0252075400000003,0.21865893000000003,0,0.97567653,0.20316689500000001,0,1.0041959400000002,0.212181145,0,0.95597966,0.18165722499999998,0,1.10382168,0.24571426000000002,0,0.85064852,0.1628386,0,0.8609580199999999,0.156308885,0
Goiás,Ponte Preta,26,[0.4891 0.3169 0.1939],[0.5263 0.3013 0.1723],[0.4659 0.3275 0.2065],[0.5204 0.3046 0.1749],[0.4623 0.3297 0.2081],[0.4638 0.2819 0.2542],[0.4629 0.2831 0.254 ],[0.5229 0.3118 0.1653],0.036188065732025286,0.03340071696158459,0.03720541720220653,0.033520017390854244,0.03716088388622975,0.05783076583111137,0.04989151273582834,0.0299,[0.5165 0.2655 0.2178],0.052219839955334635,1.06736774,0.48507425000000004,0,0.98944163,0.4444274100000001,0,0.95396131,0.42327319,0,1.05286067,0.48095673000000005,0,0.9495289900000001,0.42049265,0,1.04438733,0.475720585,0,0.85093802,0.385396205,0,0.85079569,0.38558947000000005,0,0.94909934,0.439148145,0,0.91675802,0.424708885,0
Figueirense,Avaí,26,[0.5491 0.2379 0.2126],[0.5409 0.2419 0.2169],[0.5454 0.2383 0.2159],[0.5507 0.2382 0.2107],[0.5512 0.2361 0.2123],[0.5412 0.2233 0.2347],[0.4697 0.2135 0.3163],[0.5642 0.2276 0.2076],0.06568381868223942,0.06835949794424064,0.06594878982267349,0.06590384140758332,0.0644911691206485,0.05416858214254319,0.06834386613862979,0.0588,[0.3231 0.3304 0.3465],0.15330415751948487,0.99802116,0.4726346200000001,0,0.97810598,0.46043998500000005,0,0.96906086,0.4558235050000001,0,0.9643340300000001,0.45267437000000005,0,0.98003594,0.461831445,0,0.9830042199999999,0.46281692999999996,0,0.7336460300000001,0.34369029000000006,0,0.9284444199999999,0.438679165,0,0.6406200200000001,0.26572793,1,0.91675802,0.424708885,0
Atlético-PR,Grêmio,26,[0.3633 0.3039 0.3327],[0.3826 0.3024 0.3149],[0.3539 0.304  0.3421],[0.3812 0.3028 0.3159],[0.353  0.3043 0.3427],[0.4979 0.254  0.2478],[0.2551 0.2567 0.4881],[0.3013 0.329  0.3696],0.0672095551915808,0.06485083271023755,0.06851566478682128,0.06491569813032773,0.06851636320766849,0.06145948078771502,0.08603200138270566,0.0637,[0.379  0.2687 0.3522],0.0786253579119688,0.5964268500000001,0.24402989500000005,1,0.6696313899999999,0.28857137000000005,0,0.6504936199999999,0.27903880999999997,0,0.7071905300000001,0.30780388500000005,0,0.64925078,0.27832614499999997,0,0.7049940899999999,0.306584725,0,0.39301251000000004,0.16350763000000001,1,0.8782252500000001,0.4066290550000001,0,0.63548553,0.28157814999999997,0,0.91675802,0.424708885,0
Flamengo,Coritiba,26,[0.6156 0.2487 0.1355],[0.6272 0.2466 0.1259],[0.5998 0.2539 0.1461],[0.6331 0.243  0.1236],[0.6032 0.2518 0.1448],[0.6227 0.2142 0.1622],[0.559  0.2382 0.2026],[0.6281 0.2492 0.1225],0.01966372135355012,0.017835691197612056,0.021716929809644903,0.017418788924859922,0.0214532601691967,0.022883911781688842,0.030517801325925374,0.0171,[0.6642 0.2355 0.1   ],0.01300124125764579,1.2266165,0.58208247,0,1.1881753000000002,0.5629889450000001,0,1.15337046,0.544281885,0,1.2182422099999999,0.578453185,0,1.15862052,0.54743764,0,1.22794157,0.5841834549999999,0,1.005067,0.4740044400000001,0,1.13554577,0.544078855,0,1.3066218900000002,0.6253109099999998,0,0.91675802,0.424708885,0
Santos,Atlético-MG,26,[0.4538 0.2392 0.3066],[0.463  0.2407 0.2959],[0.4454 0.2415 0.3126],[0.4618 0.2385 0.2993],[0.4437 0.2402 0.3158],[0.5811 0.193  0.2228],[0.4001 0.2128 0.3864],[0.4911 0.2395 0.269 ],0.016081966252208146,0.016735689950958938,0.015300666106966699,0.016771725839055056,0.015236320319304608,0.029484058596543905,0.011829592278246212,0.0192,[0.4407 0.2361 0.3227],0.015201951111789489,0.38870046,0.16577786500000005,1,0.44955464,0.19629180000000004,1,0.46362216999999994,0.20280650999999997,1,0.4338622999999999,0.18808142499999997,1,0.46689537000000003,0.20469449500000003,1,0.43612198,0.18973974500000007,1,0.55446881,0.254863455,1,0.2623660500000001,0.11325881500000001,1,0.47269499,0.20863749,1,0.36215801999999997,0.147408885,1
Internacional,Corinthians,26,[0.2549 0.3033 0.4417],[0.2584 0.308  0.4335],[0.2405 0.3069 0.4526],[0.2657 0.3045 0.4298],[0.2439 0.3051 0.4509],[0.3249 0.246  0.4287],[0.2192 0.2189 0.5615],[0.269  0.2854 0.4455],0.05315414213197171,0.05280625165373641,0.04916782662497495,0.055141382864234756,0.050339953017577814,0.0766163758919717,0.05420958432226347,0.0603,[0.2923 0.2416 0.4657],0.07133165630855828,0.81428441,0.366460185,0,0.8422637900000001,0.37518063,0,0.87587462,0.39084350500000004,0,0.83275681,0.3689897650000001,0,0.8680840299999999,0.38754411000000005,0,0.8166447799999998,0.36196226499999995,0,0.9728480999999999,0.4626902049999999,0,0.7000597000000001,0.31994349000000005,0,0.77608634,0.35904433,0,0.36215801999999997,0.147408885,1
Cruzeiro,Vasco,26,[0.727  0.2106 0.062 ],[0.7538 0.1926 0.0529],[0.7191 0.2149 0.0656],[0.7503 0.1955 0.0536],[0.7175 0.2161 0.066 ],[0.6383 0.2571 0.1044],[0.6874 0.1947 0.1172],[0.7418 0.1946 0.0629],0.00970322599172821,0.008884265998512926,0.010289560058704815,0.008817762338767974,0.010240635919289176,0.014909162776744396,0.025240860377433696,0.0119,[0.5102 0.3697 0.1201],0.006530262488152691,1.20289281,0.277156345,0,1.15552536,0.26621145999999996,0,1.1377901799999999,0.260730485,0,1.22290761,0.285543945,0,1.1336614600000001,0.25960768500000003,0,1.2130432999999998,0.282944045,0,1.13476269,0.24320983000000002,0,0.97022666,0.20918404499999999,0,0.6720061400000001,0.13736402500000003,0,0.8609580199999999,0.156308885,0
