Home,Away,Rodada,prob_PB,prob_PD_gol,prob_PD_gol_FinC_RB,prob_PD_gol_Fina_RB,prob_PD_gol_FinC,prob_PD_gol_Fina,prob_DC,prob_binpo_log,prob_binpo_p,prob_PB_placar,prob_PD_gol_placar,prob_PD_gol_FinC_placar,prob_PD_gol_Fina_placar,prob_DC_placar,prob_binpo_log_placar,prob_binpo_p_placar,Defi_PB,RPS_PB,Defi_PD_gol,RPS_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Defi_DC,RPS_DC,Defi_binpo_log,RPS_binpo_log,Defi_binpo_p,RPS_binpo_p,Defi_palp_br,RPS_palp_br
Ponte Preta,Grêmio,20,[0.242  0.3123 0.4457],[0.3456 0.2834 0.3709],[0.3445 0.2834 0.372 ],[0.3504 0.2804 0.3691],[0.345  0.2846 0.3703],[0.3509 0.2823 0.3667],[0.2155 0.2331 0.5513],[0.484  0.2229 0.2922],[0.2626 0.2366 0.5003],0.1493,0.10008097614893087,0.10168579594984732,0.09842030248344132,0.08199928857723009,0.03569324014386761,0.053459533801376406,0.7301437799999999,0.12860624499999998,0.77052173,0.128540185,0.7705798100000001,0.12856933500000003,0.7768391299999999,0.129544405,0.76794425,0.128110585,0.7726929900000001,0.12883653,0.93850755,0.17524111,0.9235212500000001,0.16008221,0.90203841,0.159879825,0.8609580199999999,0.156308885
Coritiba,Chapecoense,20,[0.2839 0.3938 0.3223],[0.2995 0.3802 0.3203],[0.294  0.3764 0.3296],[0.3208 0.3779 0.3013],[0.2925 0.3778 0.3297],[0.3172 0.3805 0.3023],[0.263  0.3068 0.4302],[0.3816 0.3357 0.2827],[0.3226 0.3595 0.3179],0.1632,0.16756750325363012,0.16362919441750542,0.1748814280606085,0.1407932864565632,0.16969647937214868,0.165048734705509,0.7717549399999999,0.30833825,0.73784438,0.29664617000000004,0.7487491199999999,0.30353608,0.6949027400000001,0.27604716500000004,0.7519911800000001,0.30462917,0.70238138,0.27880056500000006,0.82236728,0.36412051999999995,0.57503234,0.23116892500000003,0.68917142,0.279965585,0.36215801999999997,0.147408885
Corinthians,Cruzeiro,20,[0.6244 0.2699 0.1055],[0.6038 0.2815 0.1146],[0.6018 0.285  0.1131],[0.5957 0.2897 0.1145],[0.6047 0.2821 0.1131],[0.5997 0.2852 0.115 ],[0.5724 0.2474 0.1801],[0.6596 0.2589 0.0814],[0.5038 0.2762 0.22  ],0.0741,0.06985381853218348,0.0699724280228777,0.06848917614602042,0.0610220906471948,0.08608519959387856,0.04915261676397014,0.22505162000000004,0.07612394500000004,0.24934984999999998,0.08506527,0.25257985,0.085688745,0.26049483,0.08829582999999999,0.24863411000000002,0.08453817,0.25480413,0.086744055,0.27648453,0.10765690499999998,0.18952733000000005,0.06125721000000001,0.37090088,0.14730722,0.36215801999999997,0.147408885
Joinville,Fluminense,20,[0.326 0.353 0.321],[0.284  0.3541 0.3618],[0.2722 0.3579 0.3699],[0.3021 0.3496 0.3483],[0.2693 0.3586 0.3721],[0.2972 0.3505 0.3523],[0.2969 0.2811 0.4219],[0.2469 0.3077 0.4455],[0.306  0.3072 0.3868],0.0548,0.04627942868662743,0.04296793262162708,0.049121665736442235,0.05749197749887433,0.05040027407394484,0.06209550081794837,0.6819259999999999,0.2786584999999999,0.7689420499999999,0.32181381000000003,0.7946112600000002,0.33325942500000005,0.73059746,0.30418865,0.80097486,0.33619045000000003,0.7408933799999999,0.309021565,0.7513664300000001,0.33621681000000003,0.86030915,0.38277039000000007,0.72562208,0.31562512,0.36215801999999997,0.147408885
Flamengo,São Paulo,20,[0.4148 0.2441 0.3408],[0.3769 0.2516 0.3713],[0.3514 0.2493 0.399 ],[0.392  0.2562 0.3516],[0.3567 0.2485 0.3946],[0.4005 0.2542 0.345 ],[0.343  0.207  0.4493],[0.3429 0.2547 0.4022],[0.4246 0.3057 0.2697],0.0883,0.08393063603396186,0.08126905738179874,0.08668421050781729,0.07591321806198652,0.07900536058767707,0.07526433432201601,0.5181884899999999,0.22940416999999996,0.58941986,0.2631329499999999,0.6420334500000001,0.29006127000000004,0.558925,0.24671363999999998,0.6312963,0.284850985,0.5430428899999998,0.23931621499999994,0.6763684900000001,0.31707474500000005,0.65841734,0.29685310500000006,0.49727574,0.20191162500000004,0.36215801999999997,0.147408885
Internacional,Atlético-PR,20,[0.3516 0.3354 0.3131],[0.3376 0.3274 0.335 ],[0.3362 0.3275 0.3363],[0.3394 0.3285 0.3321],[0.339  0.3271 0.3339],[0.3435 0.3277 0.3288],[0.3147 0.2712 0.414 ],[0.4868 0.2522 0.2608],[0.2626 0.2953 0.4421],0.07,0.06739636787812237,0.06775131070752578,0.06903528653712844,0.05560203074581916,0.0873506481798863,0.04669625634618074,0.6309473299999999,0.25919578499999996,0.6581895200000001,0.27549938,0.6609843799999999,0.27686406499999994,0.6545950200000001,0.27334138500000005,0.6554046200000001,0.274205105,0.64648898,0.269550845,0.71458153,0.32055745500000005,0.39499571999999994,0.16574763999999997,0.8264132600000001,0.369605585,0.36215801999999997,0.147408885
Goiás,Vasco,20,[0.6958 0.2446 0.0594],[0.6804 0.257  0.0624],[0.6732 0.2616 0.065 ],[0.7091 0.2361 0.0546],[0.6728 0.2622 0.0649],[0.7065 0.2383 0.055 ],[0.6549 0.2304 0.1145],[0.6576 0.2427 0.0995],[0.4867 0.3866 0.1267],0.0954,0.09178385039130067,0.08897572167636442,0.10187427811260343,0.08313711671618516,0.08710140919277955,0.035950839136831045,0.15589516000000003,0.04804492000000001,0.17208692,0.05303148,0.1794578,0.05552465999999999,0.14334718000000005,0.04381294500000003,0.18002069,0.055642425000000016,0.14595414,0.04459466499999999,0.18528841999999995,0.06612507,0.18604130000000002,0.06358894500000002,0.42898933999999994,0.13976488999999997,0.36215801999999997,0.147408885
Santos,Avaí,20,[0.7121 0.1737 0.1114],[0.6918 0.1807 0.1252],[0.6931 0.1796 0.1248],[0.6991 0.1782 0.1202],[0.694  0.1786 0.1248],[0.7006 0.1764 0.1203],[0.6113 0.1844 0.2026],[0.7559 0.1559 0.0847],[0.4578 0.3001 0.2421],0.0085,0.007935840731582353,0.0083723381964161,0.008250363299997062,0.008882811013240448,0.007077416024072051,0.00089195161630307,0.12546806000000002,0.04796794500000002,0.14331477,0.05562439000000002,0.14201880999999994,0.05519957499999998,0.13674408999999996,0.05280117499999998,0.14110900000000004,0.054936760000000015,0.13522941,0.052388325000000006,0.22613781000000005,0.09641453500000002,0.09106370999999999,0.03368814999999999,0.44265326,0.176296625,0.36215801999999997,0.147408885
Atlético-MG,Palmeiras,20,[0.5289 0.2312 0.2393],[0.5391 0.2265 0.2336],[0.5376 0.2258 0.2359],[0.555  0.2246 0.2196],[0.5348 0.2267 0.2378],[0.5501 0.2263 0.2229],[0.4424 0.2072 0.3497],[0.4458 0.2234 0.3299],[0.4273 0.2327 0.3394],0.0976,0.09806732126419278,0.09782277004609168,0.09858316169168907,0.08777322202283126,0.0878736100904776,0.08845741829939603,0.33265313999999996,0.13974378999999998,0.31830001999999996,0.13368640499999998,0.32044821,0.13489690500000004,0.29669431999999996,0.12330089999999996,0.32435276999999996,0.13664688999999997,0.30330610999999996,0.12620373000000001,0.47613969,0.21684920500000002,0.4658792100000001,0.20828354500000004,0.49732694,0.22179282499999997,0.36215801999999997,0.147408885
Figueirense,Sport,20,[0.3145 0.2581 0.4272],[0.3015 0.2566 0.4417],[0.2927 0.2551 0.452 ],[0.3246 0.2534 0.4218],[0.2908 0.2563 0.4527],[0.3209 0.2556 0.4233],[0.2581 0.201  0.54  ],[0.3598 0.2297 0.4099],[0.3071 0.2617 0.4311],0.0744,0.0720076984216353,0.07006384706329215,0.07545741939576124,0.06301100742721412,0.07971536527006294,0.07236709013607945,0.7190257,0.326290525,0.7488447,0.34158895,0.7696533000000001,0.35237908500000004,0.69829196,0.3171246,0.7735916200000001,0.35404154500000007,0.70569106,0.32026455,0.8824166100000002,0.42149461499999996,0.63063614,0.289183325,0.7344445100000001,0.3330219300000001,0.36215801999999997,0.147408885
Avaí,Internacional,21,[0.412  0.3115 0.2765],[0.4307 0.3091 0.2603],[0.4073 0.3117 0.281 ],[0.4506 0.3066 0.2428],[0.4075 0.3112 0.2812],[0.4522 0.3055 0.2423],[0.3745 0.2597 0.3657],[0.3416 0.258  0.4002],[0.5397 0.3027 0.1576],0.0308,0.03460827937225113,0.030944648926739173,0.038303171986055234,0.025584279588607543,0.02381715562738948,0.054145285572545894,0.5192285000000001,0.21109812500000005,0.4874013899999999,0.19590326999999993,0.52741118,0.215127145,0.45479575999999994,0.1803961,0.5269751300000001,0.21509297500000005,0.4521243800000001,0.17939706500000002,0.59243083,0.26252994999999996,0.6602146,0.29690538,0.32834114000000003,0.11835692500000002,0.36215801999999997,0.147408885
Grêmio,Coritiba,21,[0.7532 0.1859 0.06  ],[0.7305 0.1913 0.0773],[0.7238 0.1943 0.0811],[0.7353 0.1894 0.0743],[0.7255 0.1935 0.0802],[0.7384 0.1877 0.0729],[0.6985 0.1877 0.1131],[0.6647 0.1944 0.1394],[0.6573 0.2276 0.1147],0.0999,0.09119741276501817,0.0910294771776149,0.09120995576638052,0.07763548043676254,0.05076856303006799,0.1035090613520347,1.23366905,0.28550992999999997,1.19360123,0.26987315,1.17961614,0.26529734499999996,1.20325894,0.27316858999999993,1.1832245399999999,0.266455945,1.21038026,0.275348385,1.1605251500000002,0.25042659,1.1102498099999998,0.23084057499999996,1.04180114,0.22264573,0.8609580199999999,0.156308885
