Home,Away,Rodada,prob_PD_gol,prob_PD_gol_Fina_RB,prob_PD_gol_FinC_RB,prob_PD_gol_Fina,prob_PD_gol_FinC,prob_binpo_log,prob_DC,prob_PB,prob_PD_gol_placar,prob_PD_gol_Fina_RB_placar,prob_PD_gol_FinC_RB_placar,prob_PD_gol_Fina_placar,prob_PD_gol_FinC_placar,prob_binpo_log_placar,prob_DC_placar,prob_PB_placar,prob_binpo_p,prob_binpo_p_placar,Defi_PB,RPS_PB,Acertos_PB,Defi_PD_gol,RPS_PD_gol,Acertos_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Acertos_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Acertos_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Acertos_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Acertos_PD_gol_Fina,Defi_DC,RPS_DC,Acertos_DC,Defi_binpo_log,RPS_binpo_log,Acertos_binpo_log,Defi_binpo_p,RPS_binpo_p,Acertos_binpo_p,Defi_palp_br,RPS_palp_br,Acertos_palp_br_binpo_p
Flamengo,Figueirense,26,[0.6315 0.2419 0.1263],[0.6626 0.2254 0.1116],[0.6216 0.2471 0.1311],[0.6597 0.2266 0.1132],[0.6192 0.2479 0.1327],[0.7444 0.1645 0.0885],[0.653  0.1979 0.1485],[0.6633 0.2505 0.0858],0.14771818296956976,0.15387304889527867,0.14563677105662656,0.15307284123174306,0.14478152732767133,0.13753983891756524,0.13496881091558013,0.1449,[0.657  0.214  0.1282],0.13683365993460825,0.18347878,0.060398745000000004,1,0.21025955000000002,0.07590995000000003,1,0.22143217999999998,0.08021314499999999,1,0.17709848000000003,0.06319146000000002,1,0.22407234000000004,0.08133554500000002,1,0.17996589000000004,0.06436601500000001,1,0.18162565999999997,0.07132008499999999,1,0.10022386000000001,0.036818665000000014,1,0.17988023999999997,0.06714531999999998,1,0.36215801999999997,0.147408885,1
Corinthians,Palmeiras,26,[0.4353 0.2767 0.2879],[0.4592 0.2766 0.2642],[0.4513 0.2719 0.2767],[0.4413 0.2804 0.2782],[0.4326 0.2756 0.2917],[0.4275 0.2619 0.3105],[0.4014 0.2438 0.3547],[0.4116 0.3062 0.2821],0.0500092495860278,0.045354020645357186,0.04714808750150057,0.04859012637167788,0.05057930779592904,0.05131199042699143,0.059968922707541214,0.0428,[0.3851 0.2623 0.3524],0.05911483742969231,0.77855341,0.34232570500000004,0,0.77313539,0.34821505,0,0.80076419,0.36334497,0,0.82877384,0.37613314,0,0.7647870099999999,0.344345005,0,0.79436509,0.3577982950000001,0,0.63697249,0.288702505,0,0.72675811,0.32901431000000003,0,0.6364890599999999,0.283714405,0,0.91675802,0.424708885,0
Chapecoense,Ponte Preta,26,[0.5254 0.2112 0.2618],[0.5353 0.2101 0.253 ],[0.5305 0.209  0.2589],[0.5286 0.213  0.2571],[0.524  0.2115 0.2629],[0.4446 0.2069 0.3463],[0.4564 0.1947 0.3475],[0.5134 0.2219 0.263 ],0.06600963340979307,0.0650926812537313,0.06618172104411593,0.0649087160161063,0.06607841236770254,0.07262581996620651,0.07145789215177199,0.0682,[0.4059 0.2517 0.3422],0.05827998267567039,0.9381881700000001,0.16682427,0,0.9667898399999999,0.17271364,0,0.9741404600000001,0.17464653000000002,0,0.9744971,0.17568490499999997,0,0.96542466,0.172269405,0,0.96488737,0.173095105,0,0.9775653,0.165017065,0,0.9466004600000001,0.159563125,0,0.8418085399999999,0.140996305,0,0.8609580199999999,0.156308885,0
Cruzeiro,Atlético-MG,26,[0.4196 0.2302 0.3496],[0.4191 0.2348 0.3456],[0.3742 0.2339 0.3913],[0.4539 0.2292 0.3163],[0.4073 0.231  0.361 ],[0.3432 0.2172 0.4383],[0.3979 0.2001 0.401 ],[0.4302 0.242  0.327 ],0.10092292021625057,0.10537007510437209,0.1040064304672337,0.10144535187530138,0.10143124860512562,0.08737295853249592,0.0805485061566135,0.1005,[0.4526 0.2396 0.3074],0.11080569833783555,0.86656504,0.14626276,0,0.8908763600000001,0.14935228,0,0.8800505399999999,0.14680580499999998,0,0.88061521,0.147715135,0,0.88757529,0.148360335,0,0.9002035400000001,0.15322559,0,0.9589654200000002,0.15996470499999998,0,0.92266897,0.155518045,0,0.87754968,0.14979388,0,0.8609580199999999,0.156308885,0
Grêmio,Fluminense,26,[0.4865 0.2774 0.236 ],[0.5164 0.2696 0.2138],[0.49   0.2767 0.2332],[0.5068 0.2715 0.2216],[0.481  0.2781 0.2409],[0.537  0.2508 0.2119],[0.4099 0.2475 0.3425],[0.4259 0.3156 0.2585],0.09289738769762938,0.08587520722427712,0.09217810175957357,0.08775343605197272,0.09389327117960564,0.07422593345670946,0.12059673253434955,0.0991,[0.4478 0.284  0.2681],0.10125923651346505,0.8308164200000001,0.36560653000000004,0,0.89732901,0.41011273500000006,0,0.90464513,0.41396445,0,0.95746356,0.4422325,0,0.8849334200000001,0.403796905,0,0.93646505,0.43129857000000005,0,0.66158051,0.30009639000000005,0,0.9723712500000001,0.45449896500000003,0,0.81685845,0.368028045,0,0.91675802,0.424708885,0
Atlético-PR,São Paulo,26,[0.404  0.3656 0.2304],[0.3982 0.3654 0.2364],[0.386  0.3679 0.2461],[0.4108 0.3632 0.2261],[0.3995 0.3661 0.2344],[0.4328 0.3182 0.249 ],[0.4153 0.3262 0.2585],[0.3975 0.4205 0.1819],0.2029802764669807,0.20010746846704605,0.19633678678793984,0.20433510635188232,0.20128046729026883,0.1736392346193904,0.20833700603176597,0.1946,[0.3775 0.3232 0.2993],0.15754566498571154,0.57291411,0.19806513,0,0.54196352,0.20415007999999998,1,0.5729116200000001,0.218780605,1,0.55156536,0.2090241,1,0.5495728200000001,0.20777180500000003,1,0.53019209,0.19911632499999998,1,0.51510278,0.20434817,1,0.4849680799999999,0.19185841999999997,1,0.5815449800000001,0.23854337000000003,1,0.36215801999999997,0.147408885,1
Sport,Coritiba,26,[0.5059 0.2342 0.2594],[0.5179 0.2305 0.251 ],[0.5126 0.2315 0.2553],[0.5071 0.2341 0.2583],[0.5011 0.2352 0.2631],[0.4508 0.2389 0.3098],[0.4485 0.2132 0.3379],[0.4809 0.2593 0.2594],0.0618820063881249,0.05911549057815681,0.05982761554737743,0.06183665475693835,0.0626688665019877,0.0660305095705351,0.07992312937308645,0.0678,[0.5293 0.242  0.2284],0.0684107792674326,0.8469896599999999,0.38958050499999997,0,0.8592728099999999,0.40184153499999997,0,0.8709290999999999,0.40822196499999996,0,0.88235166,0.41416166500000007,0,0.84944186,0.39661962999999995,0,0.86207211,0.40326405,0,0.6849829000000001,0.31949964999999997,0,0.7366698899999999,0.33945348999999997,0,0.9340890500000001,0.437531135,0,0.91675802,0.424708885,0
Santos,Santa Cruz,26,[0.7512 0.1615 0.0846],[0.7604 0.1563 0.0802],[0.7457 0.1654 0.0864],[0.7621 0.1549 0.0798],[0.7481 0.1635 0.0858],[0.7575 0.1493 0.0884],[0.7581 0.1405 0.098 ],[0.7961 0.1451 0.0543],0.022069976593165078,0.02188711046257077,0.021475630920432264,0.022226472782329105,0.021891737549359122,0.029003185552584455,0.02539327238793864,0.0248,[0.5489 0.2301 0.2203],0.0315079820857138,0.06557770999999998,0.02252644999999999,1,0.09514085,0.03476501000000001,1,0.09949061,0.03628897499999999,1,0.08826989000000002,0.03217833000000001,1,0.09754750000000001,0.03563746500000001,1,0.08695846,0.03174782499999999,1,0.08785986000000001,0.03440456499999999,1,0.08891130000000003,0.03375776500000002,1,0.30496930999999994,0.12616634999999998,1,0.36215801999999997,0.147408885,1
Vitória,Botafogo,26,[0.4636 0.247  0.2892],[0.4472 0.2511 0.3015],[0.4391 0.2547 0.306 ],[0.4697 0.2452 0.2847],[0.4608 0.2492 0.2898],[0.5444 0.2012 0.252 ],[0.4089 0.2196 0.3712],[0.4214 0.2863 0.2921],0.07293310505159917,0.07709063732244706,0.08070195122246573,0.07129187843933317,0.0749046937049065,0.03546145648020355,0.0906405409645067,0.0878,[0.4175 0.2436 0.3386],0.07184164695753516,0.76066806,0.33920864500000003,0,0.7811706,0.35993867999999996,0,0.7393168999999999,0.337083645,0,0.7509413,0.3438053849999999,0,0.7788213199999999,0.35821833999999997,0,0.7923952200000001,0.36585013,0,0.61081281,0.28110577499999995,0,0.8963568,0.42614824,0,0.6710971699999999,0.30567977500000004,0,0.91675802,0.424708885,0
América-MG,Internacional,26,[0.2701 0.3277 0.4022],[0.2701 0.3291 0.4008],[0.2607 0.3268 0.4124],[0.2774 0.3289 0.3937],[0.2676 0.3266 0.4057],[0.2195 0.2772 0.5032],[0.2922 0.2655 0.4423],[0.2603 0.4002 0.3395],0.12978975979425947,0.13058294009310875,0.1268679806151884,0.1324399423907535,0.1285376611502082,0.09090840381954067,0.12744348005575598,0.132,[0.2811 0.3576 0.3613],0.14935655976896375,0.82257638,0.33120817,0,0.80190614,0.347259425,0,0.82343649,0.3583603750000001,0,0.80170146,0.346697325,0,0.8076698099999999,0.350541705,0,0.7853256600000001,0.338575225,0,0.76710038,0.34830506499999997,0,0.93923033,0.431245575,0,0.77523266,0.32367745,0,0.36215801999999997,0.147408885,1
