Home,Away,Rodada,prob_PD_gol,prob_PD_gol_Fina_RB,prob_PD_gol_FinC_RB,prob_PD_gol_Fina,prob_PD_gol_FinC,prob_binpo_log,prob_DC,prob_PB,prob_PD_gol_placar,prob_PD_gol_Fina_RB_placar,prob_PD_gol_FinC_RB_placar,prob_PD_gol_Fina_placar,prob_PD_gol_FinC_placar,prob_binpo_log_placar,prob_DC_placar,prob_PB_placar,prob_binpo_p,prob_binpo_p_placar,Defi_PB,RPS_PB,Acerto_PB,Defi_PD_gol,RPS_PD_gol,Acerto_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Acerto_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Acerto_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Acerto_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Acerto_PD_gol_Fina,Defi_DC,RPS_DC,Acerto_DC,Defi_binpo_log,RPS_binpo_log,Acerto_binpo_log,Defi_binpo_p,RPS_binpo_p,Acerto_binpo_p,Defi_palp_br,RPS_palp_br,Acertos_palp_br_binpo_p
Grêmio,Cruzeiro,20,[0.5728 0.3459 0.0813],[0.5751 0.3522 0.0727],[0.5667 0.3519 0.0814],[0.5775 0.3458 0.0767],[0.5657 0.3484 0.0859],[0.8014 0.1652 0.0324],[0.5816 0.2976 0.1208],[0.6294 0.3118 0.0587],0.06811277144298392,0.06158793926387984,0.06726286321154751,0.06514197425815162,0.07058831299741954,0.047138441428633285,0.09679238476468788,0.0733,[0.5415 0.3119 0.1465],0.10649214249153147,0.8732092899999998,0.19980090499999997,0,0.76255634,0.167354765,0,0.74780846,0.16388742499999998,0,0.7556701399999999,0.16801264999999996,0,0.7519778599999999,0.16369765,0,0.76736678,0.16969457,0,0.84621696,0.1764256,0,1.3401827599999998,0.32167926,0,0.7881661099999998,0.15735691,0,0.8609580199999999,0.156308885,0
Chapecoense,Atlético-PR,20,[0.4115 0.2928 0.2956],[0.4652 0.2725 0.2622],[0.4    0.2934 0.3066],[0.4471 0.2811 0.2717],[0.3875 0.2993 0.3132],[0.5228 0.2605 0.2166],[0.3344 0.2837 0.3818],[0.4157 0.3283 0.2559],0.07912880026405891,0.08818958786307382,0.0780764691355187,0.08484555729169332,0.07510037450615832,0.09176258350332034,0.07240472874490941,0.0755,[0.5206 0.257  0.2222],0.09305530720710364,0.51467219,0.20347125000000002,1,0.51944345,0.21688537500000002,1,0.5400871199999999,0.22700178,1,0.42901612999999994,0.17740616999999995,1,0.5628309800000001,0.236625245,1,0.45853650999999995,0.18978682999999996,1,0.6692802899999999,0.29443549,0,0.34249564999999993,0.13733936999999996,1,0.34524620000000006,0.13964308000000003,1,0.36215801999999997,0.147408885,1
Sport,América-MG,20,[0.4961 0.26   0.2436],[0.5318 0.2506 0.2173],[0.4968 0.2617 0.2413],[0.5138 0.254  0.232 ],[0.4811 0.2637 0.255 ],[0.5068 0.2286 0.264 ],[0.3632 0.2663 0.3704],[0.4592 0.3052 0.2356],0.03962512995987583,0.03420912731422596,0.03942746805464939,0.03694366435751025,0.0420663406453043,0.0360951767531235,0.06435016960217883,0.0375,[0.4683 0.2928 0.2389],0.04141014698149368,0.88831904,0.397586,0,0.8858561699999998,0.408901255,0,0.8909228200000001,0.411066265,0,0.9582308900000001,0.44748054500000006,0,0.8560199,0.393092145,0,0.9183304400000001,0.42675366000000003,0,0.5992260899999999,0.26409225,1,0.8508001999999999,0.3988298800000001,0,0.88430994,0.39928905,0,0.91675802,0.424708885,0
Flamengo,Vitória,20,[0.8571 0.0868 0.0375],[0.8675 0.0792 0.032 ],[0.8566 0.0886 0.0377],[0.8633 0.0813 0.0342],[0.8532 0.0902 0.0395],[0.7893 0.1225 0.0763],[0.7997 0.1167 0.0705],[0.8713 0.0782 0.0286],0.06896978940403738,0.06749451561361101,0.07252858176799878,0.06601284362018336,0.07121783540546885,0.06315997453128663,0.06313969799543714,0.0693,[0.5835 0.2234 0.1924],0.10908710476261327,0.02349689000000001,0.009796775000000006,1,0.02936090000000001,0.011956790000000007,1,0.02983480999999999,0.011929504999999993,1,0.024852889999999992,0.010425414999999986,1,0.031246530000000012,0.012523105000000005,1,0.026466220000000013,0.011102745000000006,1,0.058709230000000015,0.023640330000000008,1,0.06522243,0.026157670000000008,1,0.26039756999999997,0.105380175,1,0.36215801999999997,0.147408885,1
Atlético-MG,Vasco,20,[0.7684 0.1244 0.0916],[0.7792 0.1191 0.0846],[0.7701 0.1228 0.0906],[0.7738 0.1225 0.0879],[0.7674 0.1245 0.0923],[0.8175 0.0915 0.0582],[0.7062 0.1381 0.1372],[0.8157 0.0975 0.0589],0.014813434044819478,0.014415011693059395,0.014198010428114565,0.015152113976746533,0.014564669167494564,0.009807441001080663,0.008811124681487488,0.012,[0.5662 0.2185 0.2144],0.046401780945115004,1.4833419499999998,0.33683957,0,1.36550448,0.30108688,0,1.37074221,0.302398335,0,1.39029461,0.30889397,0,1.3639222999999998,0.300419005,0,1.3764991000000002,0.30488488500000005,0,1.2604138900000001,0.26165159000000004,0,1.4970657399999998,0.338831545,0,0.97729205,0.18346867,0,0.8609580199999999,0.156308885,0
Palmeiras,Botafogo,20,[0.7542 0.1693 0.0748],[0.7852 0.1505 0.0616],[0.7549 0.1673 0.0759],[0.7699 0.1615 0.0665],[0.7405 0.1774 0.0806],[0.8393 0.11   0.0428],[0.6958 0.1869 0.1157],[0.787  0.1565 0.054 ],0.16019430782921254,0.1622906970822058,0.1570293247277311,0.16519376461961074,0.1591782850904355,0.14616988550316445,0.1300493587931042,0.1642,[0.6157 0.2209 0.1627],0.11715582208114035,0.07277724999999999,0.024283749999999993,1,0.09467517,0.03313639000000001,1,0.09382410999999999,0.033065229999999994,1,0.07258385,0.025140410000000002,1,0.10530736999999998,0.03704145499999998,1,0.08345050999999999,0.028828189999999997,1,0.14085574000000003,0.053149745000000005,1,0.039756329999999986,0.01422869499999999,1,0.22295458999999998,0.08719326999999998,1,0.36215801999999997,0.147408885,1
Paraná,São Paulo,20,[0.1215 0.281  0.5974],[0.1309 0.2884 0.5806],[0.118  0.2709 0.611 ],[0.1282 0.2927 0.5791],[0.1157 0.2755 0.6086],[0.1751 0.244  0.5806],[0.0952 0.1998 0.7042],[0.0958 0.2981 0.6061],0.09982539391214293,0.10315306138560162,0.09917177794380601,0.10153208248600422,0.09772624543337027,0.1134265829808437,0.08811178798010004,0.0942,[0.1355 0.2903 0.5742],0.1047944805869778,0.86919846,0.18826742500000004,0,0.8886100100000001,0.18588425499999994,0,0.9188318100000001,0.19368360999999998,0,0.86060573,0.17717365499999999,0,0.9086806999999999,0.19201198499999997,0,0.85206534,0.17589602499999998,0,1.1452807200000001,0.25304434,0,0.93929237,0.184052455,0,0.8517399800000001,0.17403294500000005,0,0.8609580199999999,0.156308885,0
Ceará,Santos,20,[0.3174 0.3591 0.3235],[0.327  0.3538 0.3192],[0.3116 0.358  0.3304],[0.3265 0.3549 0.3187],[0.3141 0.3584 0.3275],[0.3442 0.3209 0.3349],[0.2909 0.3226 0.3865],[0.3047 0.4153 0.28  ],0.12776622126625228,0.12908092928228557,0.12797092566495852,0.12882591662054765,0.12790423559564987,0.13476617966635074,0.13240441253161292,0.1251,[0.2296 0.3637 0.4067],0.11947148326239711,0.51311618,0.085621045,1,0.61614782,0.10269750500000001,1,0.6184227200000001,0.10312936,1,0.62639208,0.10440881999999999,1,0.61756562,0.10295753,1,0.62432595,0.10405411,1,0.69287582,0.11700253000000002,0,0.6918084600000001,0.115315825,0,0.62299874,0.10906052499999999,0,0.8609580199999999,0.156308885,0
Fluminense,Corinthians,20,[0.3465 0.3164 0.3371],[0.3473 0.3163 0.3364],[0.3066 0.3239 0.3695],[0.3721 0.3107 0.3173],[0.326  0.3209 0.3531],[0.4335 0.2654 0.301 ],[0.2737 0.2807 0.4456],[0.3236 0.3421 0.3342],0.14219763216999354,0.14228248291515597,0.13697227599345912,0.14455025209804256,0.14001876099364347,0.11238102022940918,0.10097814088947474,0.1406,[0.5336 0.237  0.229 ],0.10686223842658106,0.6862390100000001,0.28463673000000006,0,0.64080762,0.27034932999999994,1,0.72224502,0.308666905,0,0.63922794,0.26959112500000004,1,0.68193242,0.2894778049999999,0,0.59147219,0.24743713,1,0.8048635399999998,0.3630355249999999,0,0.48196041,0.20579173499999998,1,0.32613896000000003,0.13507674000000003,1,0.36215801999999997,0.147408885,1
Bahia,Internacional,20,[0.242  0.3089 0.4491],[0.2495 0.3249 0.4256],[0.2358 0.3118 0.4524],[0.2528 0.3177 0.4295],[0.2371 0.3046 0.4582],[0.271  0.2802 0.4487],[0.2228 0.2455 0.5313],[0.2277 0.3122 0.4601],0.17063661211279155,0.17735339655737484,0.1752705863314377,0.17173364459123766,0.16972438061954814,0.13612445088127245,0.12221494539700492,0.1633,[0.3731 0.3007 0.3262],0.12409226981397277,0.44080814,0.17166965,1,0.4574740199999999,0.18102740499999997,1,0.45268664000000003,0.17773370000000005,1,0.49774562,0.196092805,1,0.44254481,0.17482765499999997,1,0.49031138,0.194689045,1,0.32958978,0.13447244500000002,1,0.45588473000000007,0.18863122499999999,1,0.68363054,0.29660502499999997,0,0.91675802,0.424708885,0
Vitória,Atlético-MG,21,[0.2681 0.2025 0.527 ],[0.2704 0.2053 0.5222],[0.2593 0.2026 0.5358],[0.2797 0.2056 0.5126],[0.264  0.2023 0.5313],[0.325  0.198  0.4736],[0.1198 0.1394 0.724 ],[0.1854 0.195  0.6165],0.03515569944769316,0.03724032337161991,0.03595895275667118,0.03685025779570539,0.03532614286316315,0.02825140452991733,0.012416954367791853,0.0343,[0.2643 0.2331 0.502 ],0.060919112497071444,1.08167041,0.523743465,0,0.85441286,0.407973865,0,0.87676489,0.419096695,0,0.8471570900000001,0.40360553,0,0.8649009799999999,0.41326872499999995,0,0.8238622099999999,0.39187629499999993,0,1.3183604,0.6619094600000001,0,0.7191259600000001,0.34158278000000003,0,0.8475941,0.39693080500000005,0,0.36215801999999997,0.147408885,1
Corinthians,Paraná,21,[0.6837 0.2491 0.067 ],[0.6887 0.2457 0.0654],[0.6915 0.2465 0.0618],[0.6823 0.2484 0.0691],[0.6856 0.2497 0.0645],[0.6675 0.2422 0.0901],[0.5535 0.3011 0.1453],[0.6271 0.3051 0.0676],0.2534349689794796,0.2526292243234539,0.2578659151946085,0.2503934484493645,0.25699093490103186,0.22014762942270052,0.20440845027302776,0.2569,[0.4675 0.3202 0.2122],0.19191162965226755,0.23671018000000002,0.07182564500000002,1,0.1665855,0.05228078500000002,1,0.15975374,0.049508145,1,0.16155334000000002,0.050605545000000016,1,0.16535770000000002,0.05151674500000001,1,0.16741066,0.05286791,1,0.31113555000000004,0.11025171,1,0.17733510000000002,0.05935519000000001,1,0.43111312999999996,0.16431377499999997,1,0.36215801999999997,0.147408885,1
Vasco,Chapecoense,21,[0.525  0.2451 0.2295],[0.5407 0.239  0.2199],[0.5127 0.2451 0.2419],[0.5488 0.2389 0.2119],[0.5198 0.2451 0.2348],[0.4804 0.2557 0.2637],[0.3718 0.263  0.365 ],[0.4417 0.3053 0.2529],0.05287251928408406,0.055542472438103244,0.05274467656912349,0.0555090683835437,0.05284496759832744,0.04749199916192747,0.039461869557675305,0.0357,[0.437  0.3008 0.2621],0.030402538958331296,0.46886539000000005,0.18785395,1,0.33836926,0.139239585,1,0.35605090999999994,0.14806110999999997,1,0.31643350000000003,0.12974437000000003,1,0.34579709,0.14293207,1,0.30555626,0.12432644500000002,1,0.5970292399999999,0.26400315999999996,1,0.4049043400000001,0.16981370500000004,1,0.47614604999999993,0.19285892499999996,1,0.36215801999999997,0.147408885,1
Santos,Bahia,21,[0.4982 0.2674 0.2343],[0.4843 0.2746 0.241 ],[0.4839 0.2706 0.2454],[0.4991 0.2703 0.2305],[0.4959 0.2671 0.2369],[0.53   0.23   0.2394],[0.3625 0.2701 0.3672],[0.4751 0.2865 0.2383],0.10015450095567738,0.09875021677508167,0.09672846713963014,0.10201252921743591,0.09916779894381539,0.08516932651746396,0.061045649350075795,0.0897,[0.3409 0.3176 0.3415],0.06742849830652609,0.4143891499999999,0.16617728999999995,1,0.37820249000000006,0.15337330500000002,1,0.39980473,0.16331473500000002,1,0.39943265000000006,0.162037855,1,0.38158083,0.15514291,1,0.37709315000000004,0.15203859000000003,1,0.6141961,0.27069452499999996,0,0.33111236,0.13925017999999997,1,0.65190482,0.27551753,0,0.36215801999999997,0.147408885,1
Cruzeiro,Fluminense,21,[0.4916 0.3189 0.1895],[0.5167 0.3116 0.1717],[0.4846 0.3192 0.1961],[0.5156 0.3129 0.1714],[0.4852 0.3201 0.1947],[0.4383 0.2602 0.3014],[0.4244 0.3063 0.2693],[0.515  0.3164 0.1685],0.06757574006318795,0.06807805853411258,0.06807576191270322,0.06754138829716134,0.06761729283392345,0.08970829941487089,0.07956080708470924,0.0804,[0.3643 0.3412 0.2945],0.05928821887003534,0.36372621,0.131825485,1,0.39607802,0.14719040499999997,1,0.4059810100000001,0.15206580500000005,1,0.3601543399999999,0.13152988999999998,1,0.4053911399999999,0.15146356499999997,1,0.36192773000000006,0.13202781000000002,1,0.49765754,0.201918925,1,0.47405288999999995,0.20320457499999997,1,0.60726218,0.24542236999999997,1,0.36215801999999997,0.147408885,1
América-MG,Flamengo,21,[0.2633 0.303  0.4337],[0.2542 0.304  0.4417],[0.2442 0.3023 0.4535],[0.2739 0.3043 0.4217],[0.2603 0.3033 0.4364],[0.389  0.2523 0.3585],[0.231  0.2906 0.4784],[0.2827 0.358  0.3593],0.03197815915154544,0.030818604875203437,0.03027927416659458,0.032449166240495916,0.031606579755969415,0.05851193541603709,0.036627810283220624,0.0311,[0.2874 0.2591 0.4534],0.05100267366553325,0.6211797800000001,0.10450788999999998,0,0.74323158,0.12871128999999998,0,0.75208118,0.13264794500000002,0,0.74413253,0.12990244499999998,0,0.74359194,0.129100525,0,0.73685059,0.12646822999999996,0,0.7854759200000001,0.14111377999999997,0,0.8388985400000001,0.139993365,0,0.83710313,0.14413051000000002,0,0.8609580199999999,0.156308885,0
São Paulo,Ceará,21,[0.7883 0.1599 0.0501],[0.7999 0.1517 0.0465],[0.7825 0.1636 0.0523],[0.8066 0.1472 0.0441],[0.7876 0.1603 0.0505],[0.7797 0.1541 0.0637],[0.6865 0.2083 0.1042],[0.7888 0.1683 0.0414],0.17777945209592483,0.17238463904622717,0.1790592912817003,0.17053869839762895,0.1776017365133555,0.14221626267952792,0.14452077130602098,0.1853,[0.701  0.2103 0.0881],0.18703726638842375,0.07464429000000003,0.023224050000000013,1,0.07289491000000001,0.02375151,1,0.07680650000000001,0.02510701000000001,1,0.06521514999999999,0.02119308999999999,1,0.07336010000000001,0.023915365000000008,1,0.06101621000000001,0.019771205000000007,1,0.15252878,0.054675144999999994,1,0.07633659000000002,0.026460390000000014,1,0.1413887,0.04863452500000001,1,0.36215801999999997,0.147408885,1
Botafogo,Sport,21,[0.5744 0.2399 0.1854],[0.57   0.2394 0.1902],[0.5615 0.242  0.1961],[0.5862 0.2362 0.1772],[0.576  0.2393 0.1843],[0.5656 0.2156 0.2177],[0.4554 0.2595 0.2848],[0.5656 0.2611 0.173 ],0.1134778053077659,0.11090202625611227,0.10909846157962132,0.11623686363986041,0.11379956131038155,0.0848212572963254,0.07746034597759173,0.1116,[0.3692 0.3234 0.3074],0.07581129019557162,0.28680557,0.10936817000000001,1,0.27306053,0.10780997,1,0.28930146,0.11544733,1,0.27838840000000004,0.11061426000000003,1,0.27100698000000006,0.10694512500000004,1,0.25842071999999994,0.10138617999999998,1,0.4450404499999999,0.18893562999999997,1,0.28258001,0.118289005,1,0.5969909600000001,0.24620170000000002,1,0.36215801999999997,0.147408885,1
Internacional,Palmeiras,21,[0.5153 0.306  0.1786],[0.5179 0.3103 0.1718],[0.5073 0.31   0.1827],[0.5188 0.3077 0.1735],[0.5067 0.3083 0.185 ],[0.5412 0.2906 0.1681],[0.4339 0.2966 0.2695],[0.5321 0.3259 0.142 ],0.16614532815195351,0.17482687585641393,0.16962756295008943,0.17061202389326707,0.16645102909047407,0.1507615887746366,0.1149683598597891,0.1874,[0.4741 0.2501 0.2755],0.06595322542159388,0.7577052199999998,0.15164720499999998,0,0.77906805,0.148733895,0,0.7668325799999999,0.14536629,0,0.7734217400000001,0.148867825,0,0.76941878,0.14548494500000003,0,0.77853498,0.149627845,0,0.7556710200000001,0.13044973000000004,0,0.8244034100000002,0.160594345,0,0.8630210700000001,0.15041827000000002,0,0.8609580199999999,0.156308885,0
Atlético-PR,Grêmio,21,[0.2441 0.3698 0.3861],[0.2082 0.3541 0.4377],[0.2325 0.3703 0.3972],[0.2292 0.3606 0.4102],[0.2512 0.3743 0.3745],[0.1848 0.3274 0.4878],[0.1933 0.3094 0.4972],[0.2175 0.3923 0.3902],0.03653621457574369,0.03284468681932489,0.03447452346997428,0.03568278851927623,0.03679333334603729,0.03220825383519053,0.040806327951279274,0.0393,[0.2379 0.2716 0.4904],0.056077126964548446,0.91846158,0.382281145,0,0.8572100600000001,0.36022901000000007,0,0.8839461799999999,0.37341204499999997,0,0.9439153400000002,0.40926426500000007,0,0.84105218,0.350475845,0,0.8924290400000001,0.3811983400000001,0,0.9937010899999998,0.44903609499999997,0,1.00969064,0.45124994000000007,0,0.89505513,0.410693335,0,0.36215801999999997,0.147408885,1
Corinthians,Atlético-MG,22,[0.5167 0.2593 0.2239],[0.5288 0.257  0.214 ],[0.5234 0.2641 0.2124],[0.5229 0.254  0.2229],[0.5162 0.2618 0.2218],[0.4947 0.2423 0.2626],[0.3782 0.2584 0.3632],[0.4752 0.2961 0.2286],0.12174716058962502,0.12043930081937793,0.12207741547623288,0.12001977575371704,0.12232813407332828,0.11449905192508199,0.12224245114594312,0.1273,[0.2312 0.2016 0.5651],0.08394794767198113,0.7735482100000001,0.13905937000000002,0,0.8657465900000001,0.15857745,0,0.86061013,0.15955191,0,0.8774744400000001,0.16275556000000002,0,0.8605969199999999,0.15787323999999997,0,0.8796248200000001,0.16159902999999998,0,0.8249200400000001,0.13754741999999998,0,0.8877961400000001,0.156948625,0,1.01023401,0.18758684500000003,0,0.8609580199999999,0.156308885,0
Sport,Paraná,22,[0.5501 0.2969 0.153 ],[0.5621 0.2914 0.1464],[0.5473 0.2983 0.1543],[0.5594 0.2925 0.148 ],[0.5439 0.3001 0.156 ],[0.5926 0.2333 0.1737],[0.406  0.3065 0.2875],[0.4781 0.3685 0.1534],0.21142920701697687,0.21202103084806537,0.21153775239855444,0.2117158753360572,0.21165618078115436,0.1339403084468309,0.14529939449917997,0.2106,[0.4826 0.3673 0.15  ],0.2471546068935781,0.43170342000000006,0.14795558500000003,1,0.31396862,0.112909505,1,0.31772867,0.11438833,1,0.29810332999999994,0.10660933499999997,1,0.32242321999999995,0.11618160499999997,1,0.30158861,0.10803099,1,0.5294345,0.21774612499999998,1,0.25057534,0.09814286499999998,1,0.42511205000000013,0.14511639000000004,1,0.36215801999999997,0.147408885,1
Vitória,América-MG,22,[0.4436 0.2528 0.3034],[0.468  0.2485 0.2832],[0.4447 0.2549 0.3002],[0.4618 0.2486 0.2893],[0.4372 0.255  0.3075],[0.4861 0.2216 0.2913],[0.2787 0.2469 0.4741],[0.3633 0.3183 0.3184],0.09868618016588934,0.09979060017200767,0.10178336927733662,0.09799522733935584,0.10003625339629232,0.06642524524468345,0.06746881305132267,0.1276,[0.421  0.2779 0.3011],0.12425900508289696,0.6080803400000001,0.25338272500000003,1,0.46554036,0.20087697999999998,1,0.46345214000000007,0.199299145,1,0.4249784900000001,0.18169817000000002,1,0.47632508999999995,0.205742385,1,0.43515569000000004,0.18676374500000004,1,0.8060041100000002,0.37266457000000003,0,0.39805545999999997,0.17476675,1,0.5031306199999999,0.21295110499999997,1,0.36215801999999997,0.147408885,1
