Home,Away,Rodada,prob_PD_gol,prob_PD_gol_Fina_RB,prob_PD_gol_FinC_RB,prob_PD_gol_Fina,prob_PD_gol_FinC,prob_binpo_log,prob_DC,prob_PB,prob_PD_gol_placar,prob_PD_gol_Fina_RB_placar,prob_PD_gol_FinC_RB_placar,prob_PD_gol_Fina_placar,prob_PD_gol_FinC_placar,prob_binpo_log_placar,prob_DC_placar,prob_PB_placar,prob_binpo_p,prob_binpo_p_placar,Defi_PB,RPS_PB,Acertos_PB,Defi_PD_gol,RPS_PD_gol,Acertos_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Acertos_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Acertos_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Acertos_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Acertos_PD_gol_Fina,Defi_DC,RPS_DC,Acertos_DC,Defi_binpo_log,RPS_binpo_log,Acertos_binpo_log,Defi_binpo_p,RPS_binpo_p,Acertos_binpo_p,Defi_palp_br,RPS_palp_br,Acertos_palp_br_binpo_p
Cruzeiro,Sport,35,[0.4327 0.2967 0.2706],[0.466  0.2897 0.2442],[0.4123 0.2978 0.2898],[0.4544 0.2939 0.2516],[0.4064 0.2997 0.2939],[0.3582 0.2912 0.3506],[0.4077 0.2689 0.3234],[0.4508 0.2934 0.2557],0.03574107948106371,0.041660397875565046,0.03251038827609251,0.03944561446325002,0.031505952582668875,0.025101208249624262,0.03189631017600191,0.0389,[0.4303 0.2762 0.2934],0.03620772305250822,0.45308669,0.18352714500000003,1,0.48308454000000006,0.19752682500000002,1,0.51806017,0.214716655,1,0.42871573,0.17241925,1,0.5285582600000001,0.21936908500000002,1,0.44735912999999994,0.18051612999999997,1,0.5277140600000001,0.22770342500000004,1,0.61962504,0.2674138,1,0.48692809,0.20535017499999997,1,0.36215801999999997,0.147408885,1
Goiás,Coritiba,35,[0.5292 0.3059 0.1649],[0.5368 0.3045 0.1586],[0.5159 0.3109 0.1732],[0.5389 0.3027 0.1584],[0.5186 0.3093 0.172 ],[0.5776 0.2587 0.1635],[0.4941 0.2766 0.2292],[0.5399 0.2909 0.1691],0.005541137647891243,0.0051153256055809435,0.005939209075240311,0.005186711815110893,0.005930105648500254,0.008496492395153531,0.013085403203270176,0.0068,[0.4663 0.3278 0.2059],0.007517374107319765,1.0665096299999999,0.49086033,0,1.07101946,0.488722325,0,1.0464098599999998,0.47487552499999997,0,1.0888284500000003,0.49796997000000015,0,1.05019645,0.47718218999999995,0,1.09033106,0.49935188500000016,0,0.91477501,0.41905665499999994,0,1.1002797,0.516509745,0,0.95548334,0.42401525,0,0.91675802,0.424708885,0
Chapecoense,Internacional,35,[0.4052 0.338  0.2568],[0.4185 0.3327 0.2488],[0.3866 0.3376 0.2758],[0.4164 0.3368 0.2468],[0.3846 0.3409 0.2745],[0.3791 0.311  0.3099],[0.3505 0.2987 0.3508],[0.3791 0.3337 0.2871],0.18101451511124775,0.18178502221996534,0.173170756293171,0.18469543186973186,0.17510406490634361,0.14703602323091752,0.14057698295972662,0.1671,[0.4052 0.3132 0.2816],0.15779891007425784,0.57929891,0.23400033,1,0.53397728,0.20986664,1,0.5662989599999999,0.2261626,1,0.51073298,0.20002184500000003,1,0.5702802199999999,0.22703370499999997,1,0.51493344,0.2007496,1,0.63413258,0.27245544499999996,0,0.57827582,0.24077741000000003,1,0.53117984,0.21654280000000004,1,0.36215801999999997,0.147408885,1
Grêmio,Fluminense,35,[0.6658 0.2163 0.1173],[0.6901 0.2017 0.1074],[0.6497 0.2271 0.1228],[0.6755 0.2105 0.1133],[0.6399 0.2332 0.1265],[0.5845 0.2195 0.1951],[0.6464 0.2117 0.1413],[0.6967 0.2062 0.0964],0.16065695397764668,0.15184283864064027,0.16878617793752446,0.157247560735071,0.17260773182775715,0.10238532339389557,0.14874565133600132,0.1712,[0.5633 0.2279 0.2082],0.10593085099669546,0.14380229,0.050709895000000005,1,0.17223462000000003,0.06279520500000003,1,0.18936433999999996,0.06894424499999997,1,0.14825565999999998,0.05387294499999998,1,0.20005649999999997,0.07288789,1,0.16244739,0.059148370000000006,1,0.18981554000000003,0.07258446500000001,1,0.25888451,0.10552852999999998,1,0.28599253999999996,0.11715234499999999,1,0.36215801999999997,0.147408885,1
Atlético-PR,Palmeiras,35,[0.3972 0.2563 0.3463],[0.415  0.256  0.3288],[0.412  0.2529 0.3349],[0.3999 0.2576 0.3423],[0.4044 0.2542 0.3412],[0.3523 0.243  0.4043],[0.324  0.2272 0.4483],[0.3827 0.2527 0.3644],0.011604192194951943,0.011360356873761773,0.01225710220008993,0.011218054616467488,0.012062923119175806,0.015508920832078724,0.01715731377354137,0.0127,[0.2186 0.2548 0.5264],0.006629601889243666,0.8377039400000001,0.139696245,0,0.8307812200000001,0.138915065,0,0.84006042,0.14101802499999996,0,0.83387044,0.14023301999999999,0,0.8361744400000001,0.14004668,0,0.8282470599999999,0.13861315,0,0.9031687299999999,0.15319884499999997,0,0.86062278,0.14394877000000003,0,0.8802059600000001,0.16254677999999997,0,0.8609580199999999,0.156308885,0
Ponte Preta,Figueirense,35,[0.6348 0.2265 0.1383],[0.6412 0.2207 0.1374],[0.6258 0.2324 0.1414],[0.6447 0.2205 0.1342],[0.6291 0.232  0.1385],[0.6991 0.1634 0.1321],[0.5687 0.2342 0.1967],[0.622  0.2354 0.1423],0.05891880243811763,0.05636870507061822,0.061656789141692814,0.056157708561598865,0.061261402136854264,0.027380288564907828,0.07309476548084305,0.063,[0.4424 0.2646 0.2929],0.08856101816218954,1.17794645,0.561009425,0,1.19680018,0.5724044450000001,0,1.1828293600000002,0.56406652,0,1.20392469,0.57700477,0,1.1917730599999998,0.56863009,0,1.2138679800000003,0.5821047450000001,0,1.02356022,0.48403413,0,1.26869078,0.61633811,0,0.7657213300000001,0.3477833850000001,0,0.91675802,0.424708885,0
Avaí,Joinville,35,[0.4528 0.3053 0.2418],[0.4604 0.3087 0.2309],[0.4303 0.3085 0.2612],[0.4652 0.3044 0.2303],[0.4349 0.3057 0.2594],[0.4974 0.2636 0.2388],[0.379  0.2781 0.3428],[0.4197 0.3086 0.2717],0.07576242984185542,0.0742183608142921,0.07435598352681586,0.07589902153030392,0.07554133975100265,0.09131919416502993,0.0770670788761603,0.074,[0.4838 0.331  0.1852],0.0626638335487004,0.50580294,0.20528449000000004,1,0.45110317,0.17897173,1,0.48795577999999995,0.196391765,1,0.43977866000000004,0.17224148500000006,1,0.48007885999999994,0.19331318499999997,1,0.43170848999999994,0.16954760499999996,1,0.58049245,0.25161071,1,0.3791171599999999,0.15486389999999994,1,0.41032248,0.15038073999999998,1,0.36215801999999997,0.147408885,1
São Paulo,Atlético-MG,35,[0.4787 0.244  0.277 ],[0.495  0.2468 0.2578],[0.4772 0.2489 0.2736],[0.4885 0.2431 0.268 ],[0.4726 0.2466 0.2806],[0.4824 0.2304 0.2867],[0.424  0.2293 0.3463],[0.4922 0.2408 0.2666],0.012622584132356852,0.011502759671080847,0.011333560480440479,0.012688632609759724,0.012021571149981279,0.01698555544168943,0.014511766573901647,0.0133,[0.3358 0.2415 0.4223],0.010283966055751386,0.38692104,0.16457500000000003,1,0.40801869,0.174324535,1,0.4101280099999999,0.17417056999999997,1,0.38239608,0.1608462,1,0.41769868,0.17849971999999997,1,0.3925538600000001,0.16683548500000003,1,0.50427818,0.22598852500000005,1,0.40319081000000007,0.17519692500000003,1,0.67782118,0.30991854500000005,0,0.36215801999999997,0.147408885,1
Santos,Flamengo,35,[0.7135 0.1663 0.1164],[0.7031 0.1722 0.1215],[0.7137 0.1655 0.1169],[0.7101 0.1681 0.1181],[0.7191 0.1623 0.1143],[0.723  0.1614 0.1113],[0.6657 0.1745 0.1566],[0.7229 0.1649 0.1087],0.035517231335025934,0.03837299704171528,0.0345591497913693,0.03632269558230237,0.033063262351247125,0.03390030481960404,0.028599430060379974,0.0385,[0.4585 0.2706 0.2708],0.09138205033560792,1.23179211,0.26759275000000005,0,1.2176869000000001,0.261772365,0,1.2194235500000001,0.26198777000000006,0,1.1943647,0.25495497,0,1.23191059,0.26559463,0,1.21024723,0.25954546999999994,0,1.1491303,0.234351385,0,1.23836665,0.268055425,0,0.8155792500000001,0.14180453499999998,0,0.8609580199999999,0.156308885,0
Vasco,Corinthians,35,[0.0976 0.2044 0.6973],[0.0947 0.2022 0.7023],[0.0885 0.1983 0.7124],[0.1006 0.2065 0.6922],[0.0913 0.2002 0.7077],[0.1057 0.1845 0.7081],[0.0868 0.1475 0.7619],[0.0995 0.1882 0.711 ],0.0899912487299494,0.08872909222654757,0.08596426195741069,0.09127351034782022,0.08723244700915113,0.08717660580808423,0.07004182291203018,0.0874,[0.1758 0.2425 0.5814],0.11310075065632613,1.1744404899999998,0.258636615,0,1.12873241,0.24836512499999996,0,1.1580689,0.258243565,0,1.13867822,0.25165917000000004,0,1.14885502,0.25515429,0,1.1189034500000001,0.24511563000000006,0,1.3147821000000002,0.296922585,0,1.17761835,0.25749571,0,0.9427378500000001,0.18464031,0,0.8609580199999999,0.156308885,0
Joinville,Vasco,36,[0.5412 0.3078 0.151 ],[0.5568 0.3005 0.1426],[0.5319 0.312  0.1561],[0.5519 0.3028 0.1453],[0.5297 0.3127 0.1576],[0.5158 0.2831 0.201 ],[0.5048 0.2772 0.2179],[0.5455 0.2944 0.16  ],0.02681648138203909,0.02561614558172207,0.02752234917517537,0.026026169679394192,0.027817917752424526,0.04438697278490206,0.04691224106041333,0.0312,[0.375  0.3807 0.2443],0.03448533914048774,1.08984161,0.5015011349999999,0,1.1084392799999998,0.50684922,0,1.0924288199999999,0.4975424100000001,0,1.1354612499999999,0.5224947699999999,0,1.08800114,0.49510992499999995,0,1.12679354,0.51755285,0,0.9433432900000001,0.43317352500000006,0,0.98459625,0.4521454300000001,0,0.8566399800000001,0.35585374500000005,0,0.91675802,0.424708885,0
Corinthians,São Paulo,36,[0.7202 0.1808 0.0973],[0.7131 0.1882 0.0974],[0.6944 0.1977 0.1068],[0.728  0.1769 0.0933],[0.7047 0.1904 0.1037],[0.7391 0.1662 0.092 ],[0.7028 0.1705 0.124 ],[0.7639 0.1535 0.0791],0.005278997076728525,0.004390253553872488,0.0038540862032002726,0.005542126620489166,0.004468589162538762,0.007162311040392733,0.007530081721061941,0.0082,[0.5926 0.2    0.2053],0.006357337311113208,0.08556227,0.031289109999999995,1,0.12044397000000003,0.04404596500000003,1,0.14388288999999999,0.05251749,1,0.12721761000000004,0.04602749500000001,1,0.13420794000000003,0.049103770000000005,1,0.1139825,0.041515625,1,0.13277409,0.05219401000000002,1,0.10415525,0.038522095000000006,1,0.24812285,0.10449696500000001,1,0.36215801999999997,0.147408885,1
Internacional,Grêmio,36,[0.339  0.3171 0.3439],[0.3439 0.3148 0.3413],[0.3247 0.3221 0.3532],[0.3492 0.3151 0.3356],[0.3283 0.323  0.3487],[0.5333 0.2323 0.2338],[0.3032 0.2827 0.414 ],[0.3382 0.323  0.3388],0.14063905268748889,0.14011147967255339,0.1406075573472256,0.1418943048754735,0.14228179941227498,0.09900748646941791,0.11727738738097097,0.145,[0.3391 0.2576 0.4031],0.08621764136340525,0.6570936799999999,0.27638233999999995,0,0.65574062,0.27759410500000004,0,0.68452874,0.290390165,0,0.64605194,0.27347645,1,0.67710158,0.28638629,0,0.6354560100000002,0.2681175700000001,1,0.73684553,0.32850452999999996,0,0.32643462,0.13637630499999998,1,0.6656361800000001,0.29971987,0,0.36215801999999997,0.147408885,1
Atlético-MG,Goiás,36,[0.6691 0.1997 0.13  ],[0.6653 0.2034 0.1302],[0.6514 0.2082 0.1395],[0.6759 0.1974 0.1254],[0.658  0.2045 0.1364],[0.7155 0.1635 0.1167],[0.6022 0.2013 0.1952],[0.6693 0.193  0.136 ],0.03653998132562137,0.035435964328631435,0.03723323196376422,0.035555547809537714,0.03735582273605603,0.042876401431562204,0.053363197511194616,0.0411,[0.5998 0.229  0.1706],0.040103555562513604,1.11770749,0.23346333499999997,0,1.1050749,0.23245484500000002,0,1.0707294500000002,0.22201746500000002,0,1.09414769,0.229932495,0,1.08438921,0.22593573,0,1.1167327299999998,0.23644769499999996,0,1.03866957,0.20062939,0,1.2252913900000002,0.26329987,0,0.9833054000000001,0.19453492,0,0.8609580199999999,0.156308885,0
Figueirense,Chapecoense,36,[0.435  0.3117 0.2533],[0.4437 0.3068 0.2495],[0.4342 0.3089 0.2568],[0.44   0.3102 0.2498],[0.4323 0.311  0.2567],[0.4781 0.2855 0.2364],[0.4082 0.2807 0.311 ],[0.4556 0.303  0.2414],0.14971797517076743,0.14374734284482268,0.1450970103229111,0.14836733433543564,0.1479483041741643,0.11856598906964204,0.10744330383007356,0.1407,[0.3859 0.3264 0.2877],0.1645499775691701,0.7516543200000001,0.13292266000000003,0,0.7271427800000001,0.12669294500000003,0,0.7320950900000001,0.12726363,0,0.73964618,0.12955997,0,0.7274991800000001,0.12638908999999998,0,0.73182408,0.12800002,0,0.7807407300000002,0.13170522999999998,0,0.7949748200000001,0.14223228499999999,0,0.68542706,0.11584504999999999,0,0.8609580199999999,0.156308885,0
Flamengo,Ponte Preta,36,[0.4205 0.2705 0.3089],[0.4528 0.2661 0.2809],[0.3893 0.2723 0.3384],[0.4428 0.2685 0.2886],[0.3824 0.2733 0.3442],[0.419  0.2277 0.3526],[0.3655 0.253  0.3814],[0.4189 0.2796 0.3015],0.12814135780334923,0.12610668132796685,0.12906778710127406,0.12711421132577144,0.129465233174663,0.09829969899180319,0.12005107120813528,0.1308,[0.5624 0.2456 0.1917],0.11544209039644633,0.7853556199999999,0.13318973,0,0.8044097100000001,0.13615062999999997,0,0.79561634,0.13303452500000001,0,0.8225418599999998,0.142022545,0,0.7927962900000001,0.13238613000000002,0,0.81445405,0.13970976999999998,0,0.83706521,0.13956625499999997,0,0.8963350499999999,0.15019118999999997,0,0.92216201,0.176578925,0,0.8609580199999999,0.156308885,0
Palmeiras,Cruzeiro,36,[0.5604 0.2444 0.1949],[0.5492 0.2501 0.2004],[0.5445 0.2441 0.2111],[0.5626 0.2469 0.1902],[0.5531 0.2423 0.2043],[0.6437 0.2148 0.1407],[0.482  0.2308 0.2868],[0.5438 0.2393 0.2164],0.11527769476731631,0.11744587464823149,0.1158760203942328,0.11570188191161629,0.11494537984236183,0.10118591312632033,0.10738914653100637,0.1138,[0.5175 0.2787 0.2036],0.12311948225129783,0.9212118899999999,0.17138214999999998,0,0.9229655300000001,0.17607564500000003,0,0.91242827,0.17058515000000002,0,0.9041308100000002,0.17095061000000003,0,0.9217673900000001,0.17389043000000004,0,0.91985441,0.17640455000000002,0,0.90624688,0.157404,0,1.05068522,0.21718629,0,0.8295329,0.15467036499999998,0,0.8609580199999999,0.156308885,0
Sport,Atlético-PR,36,[0.6324 0.2206 0.1463],[0.6238 0.2223 0.1532],[0.6093 0.2311 0.1592],[0.6394 0.2169 0.143 ],[0.6175 0.2286 0.1534],[0.692  0.1842 0.1218],[0.5861 0.2238 0.1896],[0.6408 0.2226 0.136 ],0.07561338619403117,0.07393573169959243,0.08100781249825023,0.07322062145989029,0.08109171854909698,0.049871013999309606,0.06636696314633744,0.0837,[0.5645 0.227  0.2078],0.05705289567258787,1.0334714,0.21464228,0,1.02879781,0.210769625,0,0.98779834,0.198359405,0,1.01741397,0.20640607,0,0.9998957700000001,0.202495855,0,1.04252697,0.21474126999999998,0,0.9819478099999999,0.18982573499999997,0,1.15922888,0.24709721999999998,0,0.95937009,0.181066495,0,0.8609580199999999,0.156308885,0
Fluminense,Avaí,36,[0.6101 0.2284 0.161 ],[0.5979 0.2321 0.1695],[0.6065 0.2301 0.1629],[0.6137 0.2276 0.1582],[0.6153 0.228  0.1561],[0.6694 0.1933 0.1357],[0.5278 0.2338 0.2381],[0.5879 0.2382 0.1735],0.05672527673344063,0.05599590304603899,0.05615901236134801,0.056703690181521695,0.05622145926978847,0.06933181713820308,0.05403992461708696,0.0536,[0.343  0.3111 0.3459],0.021811595912586867,0.2566679,0.10003389000000001,1,0.23010957,0.08905225500000001,1,0.23432466999999996,0.09077102999999999,1,0.24428507000000002,0.09529233000000001,1,0.22434530000000003,0.08627467000000003,1,0.22605668999999998,0.08720681499999998,1,0.33432688999999993,0.13990374499999997,1,0.16507574000000003,0.06407510500000001,1,0.6480790200000001,0.275647905,0,0.36215801999999997,0.147408885,1
Coritiba,Santos,36,[0.2523 0.2868 0.4608],[0.2628 0.2902 0.4469],[0.239  0.2843 0.4766],[0.2653 0.2886 0.446 ],[0.2413 0.2836 0.475 ],[0.2372 0.2443 0.5182],[0.1989 0.2357 0.5651],[0.2245 0.2816 0.4938],0.10106293832549182,0.10484882789109744,0.09762524058088189,0.10410591975451723,0.09747143585730597,0.07008687320999961,0.07405239867754906,0.0941,[0.1974 0.2667 0.5357],0.08264185100434857,0.92453725,0.422668735,0,0.8536461700000001,0.3857420550000001,0,0.88709505,0.40318195,0,0.8273994900000002,0.3716364250000001,0,0.88167965,0.40067285500000005,0,0.82199005,0.369394655,0,1.0166537100000002,0.48071923000000005,0,0.9100775700000001,0.42535309,0,1.0022701399999998,0.465677805,0,0.36215801999999997,0.147408885,1
São Paulo,Figueirense,37,[0.6508 0.2155 0.1331],[0.6685 0.2092 0.1215],[0.6413 0.2228 0.1354],[0.6649 0.2085 0.1257],[0.6402 0.2217 0.1375],[0.6776 0.193  0.1278],[0.5707 0.2251 0.2037],[0.6316 0.2224 0.1455],0.02028529410623158,0.019253939722934238,0.018688787118082403,0.020549905647980368,0.019459323833316656,0.02661944727111939,0.02712355299375655,0.021,[0.5047 0.2606 0.2345],0.021553859661570345,0.20635056999999996,0.07851740499999997,1,0.18609649999999997,0.06990834499999998,1,0.19663869,0.07356737500000002,1,0.16841914000000002,0.062425090000000016,1,0.19751318,0.074264005,1,0.17156474999999996,0.06416018999999996,1,0.27646219,0.11299819000000001,1,0.1575236,0.060344339999999996,1,0.36822469999999996,0.15020310999999995,1,0.36215801999999997,0.147408885,1
