Home,Away,Rodada,prob_PD_gol,prob_PD_gol_Fina_RB,prob_PD_gol_FinC_RB,prob_PD_gol_Fina,prob_PD_gol_FinC,prob_binpo_log,prob_DC,prob_PB,prob_PD_gol_placar,prob_PD_gol_Fina_RB_placar,prob_PD_gol_FinC_RB_placar,prob_PD_gol_Fina_placar,prob_PD_gol_FinC_placar,prob_binpo_log_placar,prob_DC_placar,prob_PB_placar,prob_binpo_p,prob_binpo_p_placar,Defi_PB,RPS_PB,Acertos_PB,Defi_PD_gol,RPS_PD_gol,Acertos_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Acertos_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Acertos_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Acertos_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Acertos_PD_gol_Fina,Defi_DC,RPS_DC,Acertos_DC,Defi_binpo_log,RPS_binpo_log,Acertos_binpo_log,Defi_binpo_p,RPS_binpo_p,Acertos_binpo_p,Defi_palp_br,RPS_palp_br,Acertos_palp_br_binpo_p
Fluminense,Atlético-PR,35,[0.4364 0.3263 0.2373],[0.4532 0.3181 0.2287],[0.4321 0.324  0.244 ],[0.4528 0.3212 0.2259],[0.4308 0.3273 0.2418],[0.5534 0.2638 0.1826],[0.3923 0.2594 0.3482],[0.4095 0.352  0.2385],0.1273617786665467,0.1268842299617862,0.12855391627291335,0.1261243006908777,0.12788488175771084,0.11818603597109463,0.11298012674459987,0.133,[0.5351 0.2648 0.2   ],0.12084467794923323,0.6444765,0.11228625,0,0.70062794,0.12337812500000002,0,0.70322241,0.123098815,0,0.72268154,0.128846965,0,0.6965811700000001,0.12205213000000001,0,0.71682809,0.12805192499999998,0,0.8236308899999999,0.137606095,0,0.88158476,0.16983372,0,0.8668510500000002,0.163186015,0,0.8609580199999999,0.156308885,0
Botafogo,Chapecoense,35,[0.6174 0.2095 0.1719],[0.6336 0.2075 0.1578],[0.6074 0.2155 0.1762],[0.6336 0.2051 0.1601],[0.6086 0.2127 0.1777],[0.6347 0.1837 0.1781],[0.606 0.183 0.21 ],[0.6693 0.2085 0.1209],0.02351411878842427,0.02174231699933148,0.02468688630625947,0.021763447961310096,0.024521373205539737,0.01954973755611429,0.026636839865606894,0.0145,[0.4967 0.2498 0.2532],0.03961141008135878,1.26425155,0.60924851,0,1.11082262,0.5324739049999999,0,1.09402145,0.5230499900000001,0,1.1538060500000002,0.5544496900000001,0,1.09181254,0.522464325,0,1.14894698,0.5524340449999999,0,1.024825,0.49487899999999996,0,1.11210939,0.53631745,0,0.86682117,0.401986615,0,0.91675802,0.424708885,0
São Paulo,Grêmio,35,[0.4169 0.3361 0.2469],[0.4224 0.3406 0.237 ],[0.4022 0.3438 0.254 ],[0.4343 0.3324 0.2332],[0.413  0.3368 0.2502],[0.3804 0.2942 0.3254],[0.4309 0.2832 0.2859],[0.4276 0.3773 0.1951],0.127382129937892,0.1252574824867566,0.1270167294201969,0.12593536038930425,0.12770927267991639,0.13419850198202488,0.10942287008733395,0.1267,[0.3946 0.3223 0.2831],0.13270268823340267,0.6086610600000001,0.110452885,0,0.67552843,0.11740731,0,0.6568792800000001,0.11314041999999999,0,0.66939912,0.11729537999999999,0,0.67300328,0.11658451999999998,0,0.68868849,0.12152269500000003,0,0.7812158599999999,0.13370681,0,0.74874296,0.12529465999999997,0,0.6951320599999999,0.11792738500000001,0,0.8609580199999999,0.156308885,0
Santos,Vitória,35,[0.7184 0.1794 0.1004],[0.7459 0.1617 0.0894],[0.7135 0.1822 0.1026],[0.7399 0.1658 0.0917],[0.7076 0.1861 0.1048],[0.8109 0.1101 0.0638],[0.6612 0.1713 0.1662],[0.7112 0.1989 0.0886],0.022222367451912806,0.024177018336180776,0.022032220288748648,0.023628030296583676,0.021511275033264294,0.03278092274564155,0.029322754409950105,0.0232,[0.6367 0.184  0.1758],0.04539959148132782,0.13081660999999997,0.045744569999999984,1,0.12156307999999999,0.04487331999999999,1,0.12580584999999997,0.04648181499999999,1,0.09870606000000001,0.036556785,1,0.13111401,0.04839985,1,0.10355054,0.038275630000000005,1,0.17175157,0.07142169,1,0.05195126000000002,0.021115425000000014,1,0.19674852999999998,0.08207381499999998,1,0.36215801999999997,0.147408885,1
Atlético-MG,Palmeiras,35,[0.4176 0.2389 0.3431],[0.4293 0.2399 0.3304],[0.4313 0.238  0.3302],[0.4153 0.24   0.3442],[0.4192 0.2383 0.3421],[0.4491 0.2193 0.3305],[0.3999 0.2003 0.3992],[0.4364 0.2639 0.2994],0.10900966420103432,0.11023966482868072,0.10869827566480293,0.10997097256433357,0.10858348542464105,0.0904460514214565,0.08747280817472744,0.1183,[0.3802 0.2341 0.3852],0.10416774199716874,0.82192853,0.14013256999999998,0,0.8713805800000001,0.146191085,0,0.8756957300000001,0.147691215,0,0.87121466,0.14686364500000001,0,0.8729479400000001,0.14651752500000004,0,0.8685477300000001,0.145646215,0,0.95880074,0.159880205,0,0.9204135499999999,0.15582529,0,0.87953389,0.14665839,0,0.8609580199999999,0.156308885,0
Internacional,Ponte Preta,35,[0.4814 0.2706 0.2478],[0.4836 0.2763 0.2401],[0.4751 0.2703 0.2544],[0.4852 0.2759 0.2387],[0.476  0.2705 0.2534],[0.5125 0.2571 0.2302],[0.4325 0.2171 0.3502],[0.4401 0.3002 0.2596],0.12629510017875398,0.12698408192060337,0.12657265858583513,0.12681740067419156,0.12656150279994816,0.12139565375148488,0.10202258340268633,0.1302,[0.341  0.3265 0.3324],0.1341777809917614,0.75080021,0.13056605500000001,0,0.8251751600000001,0.14662499999999998,0,0.82290146,0.145270605,0,0.81525866,0.145758485,0,0.8229578100000001,0.14541913,0,0.81671754,0.146246145,0,0.9226287000000002,0.15491822500000002,0,0.8675487000000001,0.157870225,0,0.68037301,0.11341863000000002,0,0.8609580199999999,0.156308885,0
Coritiba,Santa Cruz,35,[0.6482 0.2058 0.1449],[0.6651 0.1994 0.1342],[0.6346 0.211  0.1534],[0.6721 0.1965 0.13  ],[0.6423 0.2081 0.1486],[0.7136 0.1642 0.118 ],[0.6424 0.1769 0.1795],[0.7053 0.1961 0.097 ],0.11967616386678111,0.1201710007371657,0.11983472793369497,0.11997533565691955,0.11973604307193884,0.0819764465748369,0.1259607816476149,0.1354,[0.4621 0.2832 0.2546],0.14500853703207034,0.13471229999999998,0.04828630499999999,1,0.18711289,0.072540225,1,0.20156971999999998,0.07867875999999999,1,0.16992800999999996,0.06525997499999998,1,0.19333686000000003,0.075165225,1,0.16303065999999997,0.06239316499999999,1,0.19139162,0.08026584500000002,1,0.12291060000000001,0.04848771999999999,1,0.43435981000000007,0.17710425500000002,1,0.36215801999999997,0.147408885,1
Figueirense,Corinthians,35,[0.2962 0.3133 0.3905],[0.2821 0.3102 0.4076],[0.2798 0.3118 0.4084],[0.2979 0.3122 0.3899],[0.2944 0.3135 0.3921],[0.287  0.3017 0.4113],[0.2898 0.2405 0.4696],[0.2858 0.3464 0.3677],0.13402967964660634,0.13323164743699828,0.13303917636474488,0.13414465108220883,0.1339263814215338,0.13340508592655645,0.10894893395616013,0.1363,[0.279  0.2883 0.4327],0.13165038459743572,0.6440778899999999,0.108479245,0,0.71178158,0.12011234499999998,0,0.7186978399999999,0.12253929999999999,0,0.72154221,0.12289985499999997,0,0.71169602,0.120206885,0,0.71383526,0.12038321,0,0.8813484500000002,0.15230107,0,0.7391595799999998,0.125768345,0,0.77158718,0.132535145,0,0.8609580199999999,0.156308885,0
América-MG,Flamengo,35,[0.1786 0.2842 0.5371],[0.1822 0.2864 0.5313],[0.1702 0.2788 0.551 ],[0.1883 0.29   0.5216],[0.1763 0.2823 0.5413],[0.1464 0.2119 0.6409],[0.1705 0.1964 0.6326],[0.1567 0.2979 0.5453],0.1844484762293162,0.18414230844048768,0.1852096649194173,0.18348278035796128,0.18431479853777685,0.1268865366222264,0.16487935570871418,0.1812,[0.1945 0.3028 0.5027],0.18979632091629947,0.32005139,0.11560803,1,0.32694400999999995,0.12304090499999999,1,0.30829847999999993,0.11528451999999997,1,0.33490149,0.126391405,1,0.32118067,0.12069782999999999,1,0.3484234500000001,0.13211389499999998,1,0.20262596999999996,0.08184305500000001,1,0.19528737999999998,0.074906245,1,0.37682538,0.14256877,1,0.91675802,0.424708885,0
Sport,Cruzeiro,35,[0.5033 0.2451 0.2513],[0.5078 0.2447 0.2471],[0.5044 0.2444 0.2508],[0.5033 0.2464 0.25  ],[0.4994 0.2462 0.254 ],[0.4852 0.2454 0.2691],[0.4206 0.2137 0.3655],[0.4581 0.2824 0.2593],0.07074349149771282,0.07041822059678245,0.07020454055740095,0.07179488261963878,0.0716474170962131,0.0711371732888573,0.1011640198474076,0.0856,[0.4664 0.264  0.2694],0.08630887093389951,0.83824186,0.3790979499999999,0,0.8739365899999999,0.40670676999999994,0,0.87545136,0.40756047999999995,0,0.88459734,0.41205862500000007,0,0.8665308,0.40265994000000005,0,0.8765238499999999,0.407680535,0,0.6251623000000001,0.28962044499999995,0,0.8298550100000001,0.38459774500000005,0,0.82100132,0.3755065799999999,0,0.91675802,0.424708885,0
Atlético-PR,Sport,36,[0.5557 0.2661 0.1781],[0.5744 0.2562 0.1692],[0.5401 0.2705 0.1893],[0.581  0.2549 0.1639],[0.5482 0.269  0.1826],[0.519  0.268  0.2128],[0.5631 0.2155 0.2212],[0.5931 0.2691 0.1376],0.12318727918024075,0.12604920605482245,0.11861058439726506,0.12855554905264918,0.12143396747788796,0.10846441432996815,0.1103253330246255,0.1242,[0.4107 0.2781 0.3111],0.07771846251596759,0.25691618000000005,0.09227824500000002,1,0.29993131,0.11457887000000001,1,0.32051274999999996,0.12369018999999998,1,0.27540243999999997,0.10491588,1,0.309827,0.11876955999999998,1,0.26739822,0.10124492500000001,1,0.28625129999999993,0.11994980499999996,1,0.34846884,0.13836501999999998,1,0.5213973099999999,0.22205996999999994,1,0.36215801999999997,0.147408885,1
Vitória,Figueirense,36,[0.5611 0.2553 0.1833],[0.5919 0.2376 0.1701],[0.5518 0.2579 0.1901],[0.5933 0.2398 0.1666],[0.5541 0.2597 0.186 ],[0.5922 0.2258 0.1815],[0.5523 0.2123 0.2352],[0.5811 0.2778 0.1409],0.023868456599444705,0.029029921698987843,0.02276047842250649,0.02887045900167507,0.02272395984340318,0.03047315056714588,0.02189731597719657,0.0194,[0.5521 0.2413 0.2062],0.02467077525422867,0.27250286000000007,0.09769323000000003,1,0.29141018999999996,0.11317112999999998,1,0.30353366000000004,0.11854868500000003,1,0.25193338000000004,0.09780801,1,0.3008669,0.11674864499999997,1,0.25066448999999996,0.09663029499999998,1,0.30082561999999996,0.127924245,1,0.25022873,0.09971254500000003,1,0.30135853999999995,0.12164906499999999,1,0.36215801999999997,0.147408885,1
Palmeiras,Botafogo,36,[0.6465 0.2132 0.1395],[0.6487 0.2154 0.1352],[0.618  0.2247 0.1566],[0.6693 0.2057 0.1241],[0.6382 0.2161 0.1449],[0.7207 0.1643 0.1112],[0.5428 0.2127 0.2442],[0.5775 0.2712 0.1511],0.134891798940493,0.14172453101590599,0.13572567782923833,0.13919828145986382,0.1339052705676984,0.08970757461406073,0.14566657712579523,0.1658,[0.6354 0.2137 0.15  ],0.12630735515470623,0.27488689999999993,0.10069898999999999,1,0.18987674000000004,0.07232349000000002,1,0.22093765,0.08533389,1,0.18808788999999995,0.07094049499999996,1,0.19859446,0.076064185,1,0.16707579,0.06249415,1,0.31390677000000006,0.13440609000000003,1,0.11736842,0.045623965,1,0.20110085000000003,0.07785239000000001,1,0.36215801999999997,0.147408885,1
Cruzeiro,Santos,36,[0.2981 0.2846 0.4172],[0.325  0.2857 0.3893],[0.2794 0.2814 0.4391],[0.3347 0.2876 0.3777],[0.2888 0.2844 0.4268],[0.2909 0.2512 0.4577],[0.2935 0.2289 0.4775],[0.2979 0.3314 0.3706],0.04132575077409247,0.0423434751951342,0.041030859724145365,0.041857833174146916,0.04069638815406367,0.054779484869638025,0.04460663086906531,0.0405,[0.4565 0.2467 0.2965],0.0572982482086918,0.67311473,0.11308145500000001,0,0.77471661,0.131501455,0,0.78725913,0.135480505,0,0.7674039799999999,0.128589745,0,0.7776470400000001,0.13278184000000004,0,0.76219514,0.12734068999999998,0,0.90874371,0.15712201,0,0.8548135400000001,0.14714762999999997,0,0.8637653900000001,0.14824129,0,0.8609580199999999,0.156308885,0
Grêmio,América-MG,36,[0.691  0.2235 0.0852],[0.7155 0.2093 0.0747],[0.6849 0.228  0.0867],[0.7134 0.2098 0.0762],[0.6835 0.2278 0.0883],[0.8145 0.1329 0.0487],[0.5965 0.2345 0.1689],[0.6264 0.2829 0.0905],0.09817960948111365,0.10679511817911927,0.09607763344451666,0.10602624933496245,0.0956369575186861,0.1363867302222615,0.06508500201865719,0.0646,[0.5858 0.2848 0.1293],0.06549194081264505,0.22779962000000004,0.07390174500000002,1,0.15269229000000004,0.05139567000000002,1,0.1587889,0.05343729000000002,1,0.13032683,0.043297769999999985,1,0.15986198000000001,0.05402005,1,0.13196203999999997,0.044019079999999995,1,0.24632970999999995,0.09568662999999998,1,0.054444349999999996,0.01859611,1,0.26939116999999996,0.094153005,1,0.36215801999999997,0.147408885,1
Ponte Preta,Fluminense,36,[0.4385 0.2623 0.299 ],[0.4744 0.2591 0.2663],[0.4313 0.2605 0.308 ],[0.4731 0.2611 0.2657],[0.4316 0.2623 0.306 ],[0.5087 0.2372 0.2536],[0.41   0.2059 0.3838],[0.4567 0.2662 0.2768],0.1098707934647362,0.11701911522030606,0.10563965547097215,0.11928997946780157,0.10795418672098984,0.09683684702551933,0.09370373234335734,0.1043,[0.5101 0.2703 0.2195],0.1485750311057786,0.44265557000000005,0.18597969500000003,1,0.47348454,0.202401465,1,0.48614394,0.209203485,1,0.41430386,0.173638825,1,0.48551585,0.20838789000000002,1,0.4163933099999999,0.17413662999999996,1,0.5377972500000001,0.24781645000000002,1,0.36195248999999996,0.15297137499999997,1,0.36124435,0.14411309,1,0.36215801999999997,0.147408885,1
Flamengo,Coritiba,36,[0.5864 0.2488 0.1646],[0.6053 0.2421 0.1523],[0.585  0.2488 0.166 ],[0.6011 0.2438 0.1548],[0.5802 0.2506 0.169 ],[0.6779 0.1843 0.1354],[0.5458 0.2183 0.2357],[0.5859 0.2704 0.1435],0.03202960150390657,0.03070441197870653,0.032390842295988896,0.030905158465279737,0.03261081007178678,0.04378386850378735,0.04074108224389599,0.0336,[0.5834 0.2423 0.174 ],0.03652110201662733,0.8961872200000001,0.18196426999999998,0,0.93525956,0.18551202,0,0.93408244,0.18492373999999998,0,0.9639957899999999,0.19483746999999998,0,0.9267934000000002,0.18263036000000002,0,0.9571226899999999,0.192688655,0,0.9645070200000001,0.17677324499999997,0,1.14324806,0.23927150499999997,0,0.9447408500000001,0.18536807000000002,0,0.8609580199999999,0.156308885,0
Chapecoense,São Paulo,36,[0.443  0.2756 0.2814],[0.4463 0.2793 0.2744],[0.4301 0.2799 0.29  ],[0.4569 0.2749 0.268 ],[0.4396 0.2764 0.2839],[0.4592 0.2298 0.3103],[0.3978 0.2283 0.3737],[0.4353 0.3027 0.2619],0.08583175931032075,0.08827591025086147,0.08369592459086445,0.08983632730742747,0.08515710622055038,0.06378127531239879,0.06680587806357555,0.0796,[0.5012 0.2674 0.2313],0.10125760437257664,0.47910499,0.19376504999999997,1,0.4653903199999999,0.19471747999999997,1,0.4872300200000001,0.20444300500000004,1,0.45988754000000004,0.19093952500000003,1,0.47104432999999996,0.197352085,1,0.44235162000000006,0.183444445,1,0.55441742,0.25122304500000003,1,0.44155877,0.19459306499999995,1,0.37380389,0.15117370500000002,1,0.36215801999999997,0.147408885,1
Santa Cruz,Atlético-MG,36,[0.3092 0.2215 0.4684],[0.3192 0.2254 0.4546],[0.2857 0.221  0.4923],[0.3364 0.2237 0.439 ],[0.2993 0.2203 0.4794],[0.3033 0.2169 0.4786],[0.2125 0.1596 0.6234],[0.2399 0.2227 0.536 ],0.021907385146635944,0.020896687541912397,0.020262649250267308,0.022503040383445916,0.021686427247343303,0.02348448017825447,0.024284363429694047,0.0215,[0.3954 0.2484 0.3559],0.01388040402854006,0.9490433,0.173176365,0,0.92106545,0.15792397000000002,0,0.9308247800000001,0.16248518999999997,0,0.9085549599999999,0.15463922,0,0.9273369400000002,0.16018282499999995,0,0.90852765,0.15333888999999998,0,1.14005597,0.219717455,0,0.93429446,0.161100185,0,0.84790853,0.141609845,0,0.8609580199999999,0.156308885,0
Corinthians,Internacional,36,[0.5837 0.2615 0.1546],[0.5932 0.2629 0.1438],[0.5806 0.2636 0.1556],[0.5938 0.2606 0.1455],[0.5812 0.2616 0.157 ],[0.5592 0.263  0.1776],[0.5492 0.2191 0.2315],[0.5869 0.2779 0.135 ],0.17986456572345608,0.18946578790106905,0.18117108870467882,0.18592344075171058,0.17812707642289494,0.16524313390890813,0.1599852236014557,0.1816,[0.5167 0.2831 0.2002],0.17081405527466578,0.26610501999999997,0.094465345,1,0.2655891,0.09863438500000002,1,0.26959268000000003,0.10008502,1,0.25528109000000004,0.09309673000000002,1,0.26847699999999997,0.10005265999999999,1,0.25408105,0.09309890499999998,1,0.30481769999999997,0.12845278499999999,1,0.2950153999999999,0.11295875999999998,1,0.35380453999999995,0.13682946499999996,1,0.36215801999999997,0.147408885,1
Flamengo,Santos,37,[0.4198 0.2886 0.2915],[0.4525 0.2817 0.2657],[0.4081 0.2912 0.3006],[0.4536 0.2808 0.2655],[0.409  0.2903 0.3006],[0.528  0.223  0.2481],[0.4047 0.2241 0.3711],[0.4307 0.312  0.2572],0.08358279134540718,0.09113943851250803,0.08100003101483214,0.09114601304163371,0.08101137203928949,0.07780763715702077,0.06669671360425049,0.0801,[0.5743 0.2167 0.2079],0.09010277606460945,0.48759832999999986,0.19515289499999994,1,0.5048942500000001,0.21083130500000002,1,0.52550341,0.22038305499999997,1,0.44970763,0.18520295,1,0.52391545,0.21985074999999996,1,0.44789185,0.18454816500000001,1,0.5423181099999999,0.24608576999999995,1,0.33406661,0.142392905,1,0.27140179,0.11245134999999999,1,0.36215801999999997,0.147408885,1
