Home,Away,Rodada,prob_PD_gol,prob_PD_gol_Fina_RB,prob_PD_gol_FinC_RB,prob_PD_gol_Fina,prob_PD_gol_FinC,prob_binpo_log,prob_DC,prob_PB,prob_PD_gol_placar,prob_PD_gol_Fina_RB_placar,prob_PD_gol_FinC_RB_placar,prob_PD_gol_Fina_placar,prob_PD_gol_FinC_placar,prob_binpo_log_placar,prob_DC_placar,prob_PB_placar,prob_binpo_p,prob_binpo_p_placar,Defi_PB,RPS_PB,Acerto_PB,Defi_PD_gol,RPS_PD_gol,Acerto_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Acerto_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Acerto_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Acerto_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Acerto_PD_gol_Fina,Defi_DC,RPS_DC,Acerto_DC,Defi_binpo_log,RPS_binpo_log,Acerto_binpo_log,Defi_binpo_p,RPS_binpo_p,Acerto_binpo_p,Defi_palp_br,RPS_palp_br,Acertos_palp_br_binpo_p
Flamengo,Corinthians,21,[0.2045 0.3435 0.452 ],[0.2052 0.3506 0.4442],[0.2053 0.344  0.4507],[0.2048 0.3496 0.4456],[0.205  0.3433 0.4517],[0.1854 0.26   0.5545],[0.214  0.2285 0.5573],[0.2077 0.3905 0.4018],0.11801607866288959,0.12072963184249803,0.11846373237821071,0.1202529791649818,0.11811283573935816,0.07795813495567108,0.10240749081904299,0.1195,[0.1785 0.292  0.5294],0.09155079593988928,0.9416727800000001,0.394591265,0,0.9551165,0.41856212499999995,0,0.9530145799999998,0.4173392899999999,0,0.9519410399999999,0.4145103399999999,0,0.9539127800000001,0.41802894500000004,0,0.9531225600000001,0.4154512,0,0.98059154,0.46430114499999997,0,1.03864341,0.485577165,0,1.04039061,0.4776162550000001,0,0.36215801999999997,0.147408885,1
São Paulo,Cruzeiro,21,[0.4693 0.208  0.3207],[0.4758 0.2097 0.3127],[0.4685 0.2079 0.3216],[0.4761 0.2096 0.3125],[0.4689 0.2078 0.3213],[0.3876 0.1975 0.4112],[0.3252 0.1717 0.4978],[0.4683 0.219  0.3111],0.04769580923782406,0.050566539239060675,0.04748340265832281,0.0505002019990066,0.0474436221477377,0.029488965835866784,0.02239492888995433,0.051,[0.3233 0.2313 0.4447],0.043093063356234605,0.4274491,0.19024437,1,0.4277549799999999,0.19289088999999998,1,0.42914121999999993,0.193606605,1,0.41654102000000004,0.18684956500000002,1,0.42848174,0.19329705000000003,1,0.41605962,0.18662947000000002,1,0.7326407700000002,0.35424637000000003,0,0.58312545,0.27359473,0,0.7091806700000001,0.3281522700000001,0,0.36215801999999997,0.147408885,1
Bahia,Figueirense,21,[0.4058 0.3647 0.2295],[0.4144 0.356  0.2295],[0.406 0.365 0.229],[0.4137 0.3566 0.2297],[0.4055 0.3655 0.229 ],[0.4428 0.328  0.2292],[0.3097 0.2779 0.4123],[0.2913 0.4421 0.2666],0.026645132478563475,0.028496722851212006,0.026642704532643946,0.02834888592741135,0.02653530926119295,0.034999698622330634,0.01499685791686964,0.0091,[0.2554 0.3393 0.4052],0.010849305596359172,0.7687836600000001,0.286665625,0,0.5387499800000001,0.20287194500000005,1,0.5385019999999999,0.2026385,1,0.52233361,0.197821765,1,0.5394615,0.20293562500000004,1,0.52367334,0.19825489000000002,1,0.72373379,0.3232939300000001,0,0.47058847999999986,0.18150223999999993,1,0.83374069,0.35934862999999995,0,0.36215801999999997,0.147408885,1
Internacional,Botafogo,21,[0.5753 0.2547 0.1698],[0.5975 0.2465 0.1557],[0.5712 0.2562 0.1725],[0.5988 0.2459 0.155 ],[0.5721 0.2558 0.1719],[0.63   0.2078 0.161 ],[0.4756 0.2264 0.2978],[0.5796 0.2692 0.151 ],0.12549964797171537,0.1311559695811124,0.12442827407248125,0.13143659422453208,0.12463698920178433,0.10981722956661907,0.08594376459327231,0.1218,[0.5975 0.2486 0.1537],0.13272000331677913,0.2720058,0.09979882000000001,1,0.27407422,0.10463506499999999,1,0.27926412999999994,0.10683010499999998,1,0.24701098999999996,0.09317116999999997,1,0.27808165999999995,0.10635842999999998,1,0.24545325,0.09253981000000001,1,0.41493715999999997,0.1818997,1,0.20600184,0.08160513999999999,1,0.24743189999999995,0.09284574999999998,1,0.36215801999999997,0.147408885,1
Fluminense,Palmeiras,21,[0.769  0.152  0.0756],[0.7726 0.1515 0.0726],[0.767  0.153  0.0766],[0.7734 0.151  0.0723],[0.7675 0.1527 0.0765],[0.7749 0.1476 0.0736],[0.6819 0.1594 0.1566],[0.7962 0.1424 0.057 ],0.11358560730670288,0.11610447519002659,0.11295597258026706,0.11622482334552829,0.11300278094463738,0.11417776320861313,0.07908586784131379,0.1151,[0.6651 0.225  0.1095],0.08944402291703835,0.06506119999999999,0.02266188,1,0.08218036,0.029806779999999995,1,0.08356555999999998,0.030350279999999993,1,0.07993377000000003,0.028741230000000017,1,0.08322579000000002,0.030217590000000016,1,0.07937585,0.028536905000000005,1,0.15111953000000003,0.06318885500000003,1,0.07787272999999999,0.028345734999999986,1,0.17477326,0.062118089999999994,1,0.36215801999999997,0.147408885,1
Atlético-PR,Vitória,21,[0.609  0.2128 0.1771],[0.6252 0.2041 0.1693],[0.6102 0.2124 0.1763],[0.6236 0.2052 0.1699],[0.609  0.2132 0.1767],[0.6788 0.1829 0.1358],[0.4807 0.1986 0.3201],[0.6092 0.2275 0.1625],0.10351876114392179,0.10165492850405429,0.10368019351947357,0.10210492362252949,0.10399349391711032,0.1068932626597368,0.06714210212701874,0.1076,[0.4313 0.2569 0.3116],0.07414375424134712,0.23088714000000002,0.08969608500000001,1,0.22952925000000002,0.09231872500000002,1,0.22813949000000003,0.09170800500000002,1,0.21079434000000005,0.08480774500000002,1,0.22955813000000003,0.092247525,1,0.21265000999999994,0.08549404499999999,1,0.41157846,0.18626067,1,0.15506349000000005,0.061151290000000025,1,0.48651185999999996,0.21031948499999997,1,0.36215801999999997,0.147408885,1
Atlético-MG,Grêmio,21,[0.4171 0.3467 0.2362],[0.4236 0.3471 0.2293],[0.4166 0.3471 0.2363],[0.4234 0.3466 0.23  ],[0.4165 0.3466 0.2368],[0.519  0.2631 0.2177],[0.3888 0.2624 0.3487],[0.3811 0.4122 0.2067],0.20228081954316487,0.20448952435276915,0.20278450152257194,0.20357023367505228,0.20203481645532675,0.09563584085109017,0.11066207611898851,0.2675,[0.4795 0.2787 0.2417],0.10826459788976724,0.53347094,0.09398105,1,0.65656374,0.11488142500000001,0,0.6556716600000001,0.114696625,0,0.65829386,0.116007725,0,0.65647805,0.11479693499999999,0,0.65909912,0.11608378,0,0.8168108900000001,0.136413445,0,0.8597759,0.15842072499999998,0,0.8086128300000002,0.14419375,0,0.8609580199999999,0.156308885,0
Criciúma,Goiás,21,[0.2371 0.4197 0.3431],[0.2456 0.4186 0.3358],[0.2359 0.4198 0.3444],[0.246  0.4192 0.3348],[0.2363 0.4202 0.3435],[0.2216 0.3779 0.4005],[0.2265 0.312  0.4615],[0.2245 0.4796 0.2959],0.15568130450524448,0.15934736552555326,0.15508107318625133,0.15972477387670375,0.15539943488161947,0.13598654785271116,0.14052800875505755,0.1457,[0.2509 0.4016 0.3476],0.15619466464079437,0.91897322,0.34447852999999995,0,0.87588211,0.34990133,0,0.87869221,0.35119565500000005,0,0.85710696,0.3409405,0,0.8777979800000001,0.35061496999999997,0,0.85633568,0.34030352,0,0.9086285,0.40564225,0,0.90911522,0.38315340499999995,0,0.8432591300000001,0.340953535,0,0.36215801999999997,0.147408885,1
Chapecoense,Sport,21,[0.365  0.3425 0.2925],[0.369  0.341  0.2899],[0.3646 0.3428 0.2926],[0.3696 0.3407 0.2897],[0.365  0.3426 0.2925],[0.4693 0.2763 0.2543],[0.3393 0.2513 0.4094],[0.367 0.373 0.26 ],0.01770766463772034,0.018173148306087905,0.017642012101445826,0.01826091618190752,0.017700057857410623,0.03943226682269009,0.02249919260591237,0.0199,[0.2299 0.3418 0.4282],0.008374583998029763,0.607418,0.2341445,0,0.6060875,0.244390625,1,0.60685976,0.24467395999999997,1,0.5984840100000001,0.241130505,1,0.60615601,0.244361385,1,0.59740674,0.2406651250000001,1,0.6672845400000001,0.302066425,0,0.42265267,0.17318092999999998,1,0.89323649,0.3882474550000001,0,0.36215801999999997,0.147408885,1
Santos,Coritiba,21,[0.5026 0.3228 0.1746],[0.5044 0.3248 0.1707],[0.5026 0.3223 0.175 ],[0.5043 0.3251 0.1706],[0.5026 0.3225 0.1749],[0.5139 0.304  0.1821],[0.4246 0.2563 0.3191],[0.5009 0.3312 0.1679],0.06437431842269577,0.06313112409244227,0.06459253379434357,0.06300924076801574,0.06450252238909121,0.07234567300375075,0.07622868297356826,0.0767,[0.4221 0.3271 0.2508],0.0669649105712687,0.38698466,0.13864560999999997,1,0.38209175999999995,0.13894595999999998,1,0.38190904999999997,0.13903338999999998,1,0.38025289000000007,0.13739600500000002,1,0.38200301999999997,0.13899838499999997,1,0.38051286,0.13741142500000003,1,0.49859966,0.21645498500000004,1,0.36186962,0.13472680999999997,1,0.50386346,0.19843452500000006,1,0.36215801999999997,0.147408885,1
Corinthians,Chapecoense,22,[0.6749 0.2469 0.078 ],[0.6875 0.2399 0.0724],[0.6727 0.2479 0.0792],[0.6876 0.2397 0.0725],[0.6728 0.2478 0.0792],[0.7371 0.1815 0.0801],[0.6125 0.214  0.1733],[0.6666 0.2669 0.0663],0.07932557809347185,0.07616952970060975,0.08002197270351498,0.07622499056624243,0.08006378983757201,0.08061001576748103,0.09275619108751385,0.0796,[0.5878 0.2718 0.1403],0.10789106549675893,0.9861868599999999,0.224388925,0,1.0287336200000001,0.230802645,0,1.0244523399999999,0.22941484499999998,0,1.05565002,0.23896352499999998,0,1.0247373199999998,0.22948211999999996,0,1.0561060999999998,0.239039545,0,1.02298514,0.20262927000000003,0,1.2196746699999998,0.27497203000000003,0,0.8954681699999999,0.182610505,0,0.8609580199999999,0.156308885,0
Cruzeiro,Atlético-PR,22,[0.8141 0.1013 0.0623],[0.829  0.0906 0.0525],[0.8103 0.1041 0.0646],[0.8279 0.0917 0.0533],[0.8092 0.1049 0.0654],[0.7752 0.1072 0.0854],[0.7162 0.1298 0.1431],[0.8513 0.0804 0.0379],0.07903882737499797,0.07705007269364436,0.07998011799700101,0.07755708544712608,0.0803199806412627,0.05034297911322062,0.06455629416098861,0.0851,[0.7682 0.1309 0.0899],0.08785655743250563,0.030012260000000016,0.013850370000000011,1,0.04870178999999999,0.02110662999999999,1,0.05099605999999999,0.021877224999999997,1,0.04020561000000002,0.01824178500000001,1,0.051685809999999985,0.022101849999999992,1,0.04086819000000001,0.018408490000000007,1,0.11786809000000004,0.052188625000000016,1,0.06932004000000001,0.032700820000000005,1,0.07894806,0.032016525,1,0.36215801999999997,0.147408885,1
Vitória,Fluminense,22,[0.2972 0.2612 0.4415],[0.2931 0.2598 0.447 ],[0.2975 0.2602 0.4421],[0.295  0.2606 0.4443],[0.299  0.2607 0.4402],[0.1529 0.2095 0.6366],[0.2167 0.1745 0.6072],[0.291  0.2785 0.4304],0.0267716219994527,0.026464245038257443,0.02701621461642746,0.026590511220019965,0.027116900202278433,0.011822597824995168,0.02072154151756649,0.025,[0.169  0.2476 0.5831],0.010198105379214973,0.7654874100000002,0.3440056300000001,0,0.7570755299999999,0.344469205,0,0.7566627,0.34456779000000004,0,0.76701265,0.34980301500000005,0,0.75314153,0.3426325500000001,0,0.76233985,0.3472581850000001,0,1.01270098,0.49209944499999997,0,1.16672822,0.5620565849999999,0,1.09187237,0.515458325,0,0.36215801999999997,0.147408885,1
Goiás,Atlético-MG,22,[0.331  0.3482 0.3208],[0.3331 0.3489 0.3179],[0.3289 0.3491 0.322 ],[0.3354 0.3483 0.3163],[0.3304 0.3486 0.321 ],[0.3561 0.2785 0.3653],[0.2898 0.2515 0.4587],[0.2955 0.394  0.3105],0.005906412057040392,0.005803076122118797,0.0058525686891516895,0.0058336356112516355,0.005878783137528849,0.01838638872087015,0.014022870320692434,0.0072,[0.2598 0.2998 0.4403],0.01291148929166983,0.7179665,0.28136525,0,0.69211688,0.28543682000000004,0,0.6897300199999999,0.28392960500000003,0,0.6979472299999999,0.28803981,0,0.6917271200000001,0.28510258000000005,0,0.70125174,0.289969425,0,0.44024198,0.18849486499999998,1,0.6072135500000001,0.26476219000000006,1,0.47064017,0.19032410499999997,1,0.91675802,0.424708885,0
Grêmio,Santos,22,[0.4436 0.3688 0.1875],[0.4459 0.3696 0.1844],[0.4449 0.3679 0.1873],[0.4447 0.37   0.1852],[0.4441 0.3681 0.1878],[0.4673 0.3322 0.2004],[0.414  0.2709 0.3151],[0.4589 0.3969 0.1443],0.2466651490008155,0.24882499968161378,0.24546675153993694,0.24910796330304488,0.24562164968522804,0.19267769742334795,0.12607992647001437,0.2713,[0.2834 0.3158 0.4007],0.15007981806810822,0.59514131,0.11569143,0,0.63035065,0.115987365,0,0.63256771,0.11648993000000002,0,0.6302343300000002,0.116433535,0,0.63179126,0.116246825,0,0.6289571300000001,0.116047095,0,0.80227082,0.13534200500000002,0,0.7044862899999998,0.129284775,0,0.7090056899999999,0.120478105,0,0.8609580199999999,0.156308885,0
Sport,Internacional,22,[0.3509 0.2968 0.3523],[0.351  0.2993 0.3497],[0.352  0.2956 0.3524],[0.3504 0.2993 0.3503],[0.3516 0.2956 0.3527],[0.2554 0.261  0.4835],[0.2689 0.2041 0.5266],[0.3602 0.3067 0.3331],0.11854435886630112,0.12208285115499173,0.11681092759486421,0.12203620649224102,0.11678922036191165,0.08272340136558148,0.0432870930102546,0.12,[0.2486 0.3318 0.4196],0.17863022569902057,0.7213645399999999,0.120349825,0,0.7417363400000001,0.12362305000000001,0,0.74426912,0.12404488000000001,0,0.73647158,0.122745545,0,0.74419921,0.124045205,0,0.73647074,0.12274512500000001,0,0.9830715800000001,0.175018185,0,0.84512241,0.149549065,0,0.6843573599999999,0.11893305999999998,0,0.8609580199999999,0.156308885,0
Figueirense,Criciúma,22,[0.5963 0.2824 0.1212],[0.603  0.2772 0.1197],[0.594 0.284 0.122],[0.6022 0.2779 0.1198],[0.5935 0.2844 0.122 ],[0.5742 0.2916 0.1342],[0.5735 0.2277 0.1988],[0.6752 0.2468 0.0777],0.09958145270341315,0.0993726958131115,0.09976018212895583,0.09934736573109282,0.09973188411857484,0.10414161983934879,0.09824955981843803,0.0859,[0.4676 0.3598 0.1727],0.1071369882150346,1.02924257,0.230989565,0,0.8852128900000001,0.18514369500000002,0,0.8803759999999999,0.18386,0,0.90037693,0.18898052499999998,0,0.8792096100000001,0.183575335,0,0.8984252899999999,0.18851043,0,0.96487098,0.18421184499999999,0,0.84954584,0.17385764000000004,0,0.65833109,0.12422026500000001,0,0.8609580199999999,0.156308885,0
Botafogo,Bahia,22,[0.4883 0.3312 0.1805],[0.5102 0.3185 0.1713],[0.4846 0.3345 0.1809],[0.5086 0.319  0.1723],[0.4833 0.335  0.1817],[0.558  0.2726 0.1692],[0.4089 0.2787 0.3124],[0.4533 0.3837 0.163 ],0.002941007297240383,0.0031067915823110638,0.0028333836950416853,0.0031245174953267642,0.002840940962842527,0.005705270760308943,0.0076768915107609265,0.0035,[0.4898 0.2833 0.2268],0.009086830717817438,1.05327558,0.453024945,0,1.01971058,0.45500857,0,1.01765222,0.45288098499999996,0,1.04848998,0.473523865,0,1.01541878,0.45159689000000003,0,1.04552225,0.47179786500000015,0,0.71766666,0.319996485,0,1.0759034,0.5006302,0,0.9180011699999999,0.41879383000000003,0,0.91675802,0.424708885,0
Palmeiras,Flamengo,22,[0.425  0.3209 0.2541],[0.4321 0.3231 0.2448],[0.4211 0.3221 0.2567],[0.4342 0.3219 0.2439],[0.4226 0.3214 0.2561],[0.4912 0.2759 0.2328],[0.3337 0.2424 0.4239],[0.3795 0.3567 0.2638],0.026089834995090065,0.024767761418911773,0.025973011498528653,0.024968181378748844,0.026123340568627366,0.037213127731356356,0.041365550177042736,0.0294,[0.4066 0.3341 0.2593],0.023220988119002677,0.6274455800000001,0.10680534500000002,0,0.70636862,0.12259590499999999,0,0.70276851,0.12163573,0,0.7048310600000001,0.123318725,0,0.70467593,0.122063385,0,0.7078364599999999,0.12400842499999999,0,0.8650046600000001,0.14552344999999997,0,0.81979409,0.14775993,0,0.6759828599999999,0.116280025,0,0.8609580199999999,0.156308885,0
Coritiba,São Paulo,22,[0.3405 0.2906 0.3689],[0.351  0.2932 0.3559],[0.3376 0.2897 0.3726],[0.3514 0.2932 0.3554],[0.3378 0.2897 0.3724],[0.3207 0.2388 0.4401],[0.3009 0.2094 0.4894],[0.3589 0.3166 0.3244],0.025803612138624133,0.026290766803079648,0.025694378657901227,0.02633134235002342,0.0257136273939587,0.03491504546029869,0.026933217708432794,0.0265,[0.2317 0.2795 0.4888],0.014769129434322034,0.61648013,0.258154735,1,0.65547582,0.28551373,0,0.66153061,0.28883953,0,0.63383205,0.273897325,0,0.66111669,0.28863255000000004,0,0.6329573600000001,0.27349556,0,0.77210153,0.36427349500000006,0,0.7121619400000001,0.32774445,0,0.90733058,0.414605165,0,0.36215801999999997,0.147408885,1
Flamengo,Fluminense,23,[0.3244 0.2726 0.4029],[0.3319 0.2757 0.3923],[0.3284 0.2729 0.3987],[0.3296 0.2749 0.3954],[0.3267 0.2722 0.4011],[0.2122 0.2201 0.5667],[0.3001 0.2095 0.4899],[0.4079 0.273  0.3189],0.1290814802260627,0.13020061997001772,0.12920496785429608,0.129916119394641,0.12894235116211786,0.10272066040607165,0.0944461114785911,0.123,[0.1569 0.2388 0.6039],0.10975370601470559,0.7966086199999999,0.13410362999999997,0,0.79667453,0.133822185,0,0.7954826600000002,0.13340412500000004,0,0.78866739,0.13206769000000002,0,0.79730694,0.13380704999999998,0,0.7907473300000001,0.13252821,0,0.9549522699999999,0.16527621,0,0.9744217399999999,0.183656565,0,0.9687382599999999,0.19489812999999998,0,0.8609580199999999,0.156308885,0
