Home,Away,Rodada,prob_PB,prob_PD_gol,prob_PD_gol_FinC_RB,prob_PD_gol_Fina_RB,prob_PD_gol_FinC,prob_PD_gol_Fina,prob_DC,prob_binpo_log,prob_binpo_p,prob_PB_placar,prob_PD_gol_placar,prob_PD_gol_FinC_placar,prob_PD_gol_Fina_placar,prob_DC_placar,prob_binpo_log_placar,prob_binpo_p_placar,Defi_PB,RPS_PB,Defi_PD_gol,RPS_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Defi_DC,RPS_DC,Defi_binpo_log,RPS_binpo_log,Defi_binpo_p,RPS_binpo_p,Defi_palp_br,RPS_palp_br
Paraná,Atlético-MG,34,[0.1158 0.3086 0.5754],[0.1509 0.2649 0.5841],[0.1484 0.2628 0.5886],[0.1628 0.2735 0.5636],[0.1487 0.2635 0.5876],[0.1632 0.2742 0.5624],[0.1165 0.2157 0.6669],[0.2827 0.242  0.4748],[0.1629 0.2947 0.5423],0.1959,0.18596189140125383,0.18623639547580334,0.18582661056213004,0.1382685579283744,0.09260806805956343,0.20306837159328378,0.28892875999999995,0.09676252,0.26591563000000007,0.09783023000000002,0.26033635999999993,0.09555402,0.29175105,0.10843077000000001,0.2616177,0.096010285,0.29331364,0.10897652000000001,0.17105434999999997,0.06196495,0.41431832999999996,0.17761481499999995,0.32287379,0.11796709,0.91675802,0.424708885
Vasco,Atlético-PR,34,[0.3352 0.3044 0.3603],[0.3732 0.2687 0.358 ],[0.3704 0.2678 0.3617],[0.4116 0.258  0.3302],[0.3676 0.2698 0.3625],[0.4081 0.2603 0.3314],[0.2547 0.2471 0.4978],[0.4222 0.2423 0.3351],[0.4526 0.2442 0.3029],0.1311,0.12769719433197305,0.1281453016390607,0.12372339663682515,0.11602222231970545,0.11197977542351066,0.11431987219324587,0.72603449,0.12112360500000001,0.8022419300000001,0.13375693000000002,0.80413989,0.134047705,0.8290105999999999,0.13928938000000002,0.7997280499999999,0.133304265,0.82352766,0.13825210500000001,0.87953534,0.156537745,0.8646541400000001,0.14540662500000004,0.86782881,0.148388545,0.8609580199999999,0.156308885
Internacional,América-MG,34,[0.7156 0.2393 0.0446],[0.7246 0.2009 0.0739],[0.7223 0.2025 0.0745],[0.7489 0.1857 0.0645],[0.7202 0.2035 0.0757],[0.7467 0.1868 0.0656],[0.6466 0.2336 0.1193],[0.7377 0.1755 0.0852],[0.6276 0.2304 0.1415],0.1648,0.1789774049239828,0.17805886119949146,0.18262109922743405,0.14408063950990047,0.1521176037607568,0.13478085501560041,0.14013700999999998,0.041458809999999985,0.12166717999999999,0.040697885,0.12367378999999998,0.041386409999999985,0.10169595000000001,0.03366459,0.12543078000000002,0.04205504500000002,0.10335849,0.034291974999999995,0.19369301000000005,0.06962192500000003,0.10686057999999998,0.03816904499999999,0.21178816999999994,0.07942300499999998,0.36215801999999997,0.147408885
Sport,Vitória,34,[0.5775 0.2581 0.1639],[0.5734 0.2199 0.2058],[0.5666 0.2226 0.2099],[0.5993 0.2097 0.1898],[0.5679 0.2218 0.2095],[0.6006 0.2087 0.1893],[0.4636 0.2403 0.2954],[0.5578 0.2073 0.2332],[0.422  0.2943 0.2837],0.0884,0.05031860049892712,0.051120704402996466,0.0445261242884248,0.04642671022748387,0.031763544771927825,0.12015414392100579,0.9107850700000001,0.18026693,0.9796972100000001,0.18575663000000003,0.96944433,0.182736505,1.01975862,0.19782146500000003,0.9719959,0.18336856999999998,1.02271054,0.198544405,0.87933021,0.15130033,0.99389637,0.18316086999999998,0.7565821799999999,0.129284845,0.8609580199999999,0.156308885
Palmeiras,Fluminense,34,[0.8265 0.1443 0.0263],[0.7778 0.1617 0.0587],[0.7749 0.1634 0.06  ],[0.7954 0.1517 0.0508],[0.7746 0.1636 0.06  ],[0.7956 0.1516 0.0507],[0.7149 0.1939 0.0899],[0.7962 0.145  0.0558],[0.6273 0.2269 0.1452],0.1242,0.12739674187675548,0.12618467884296974,0.13476000396555143,0.1032401471654785,0.13044884021966488,0.07735991858719565,0.05161643,0.01548165,0.07896541999999998,0.02651816499999999,0.08096956999999999,0.027239894999999993,0.06745469,0.02233199,0.08117012000000003,0.027313820000000016,0.06733241000000001,0.022285805000000002,0.12696123,0.04480057000000001,0.06567308,0.022500439999999993,0.21147194000000002,0.08008164500000002,0.36215801999999997,0.147408885
Chapecoense,Botafogo,34,[0.4652 0.32   0.2147],[0.4823 0.2694 0.2482],[0.4829 0.268  0.249 ],[0.5072 0.2619 0.2307],[0.4777 0.2702 0.252 ],[0.5013 0.2647 0.2339],[0.3858 0.2752 0.3388],[0.544  0.2471 0.2086],[0.4289 0.3105 0.2606],0.0887,0.08872089936550423,0.08963048798111166,0.08439410735851602,0.08608125387321909,0.07176264835504384,0.11740317206525454,0.93550713,0.41647504500000004,0.87039289,0.398833095,0.86901741,0.39852161500000005,0.91766594,0.424383345,0.86070933,0.393775855,0.90827699,0.41902885000000006,0.66176212,0.29288134,0.98330837,0.46088765000000004,0.8270778200000002,0.3653337850000001,0.91675802,0.424708885
Bahia,Ceará,34,[0.4575 0.3667 0.1758],[0.5103 0.299  0.1906],[0.5059 0.3008 0.1932],[0.5506 0.2843 0.165 ],[0.5055 0.3004 0.1941],[0.5509 0.2836 0.1654],[0.4022 0.3016 0.2962],[0.5478 0.2465 0.2053],[0.4979 0.3098 0.1922],0.082,0.0752921118932478,0.07514104074809753,0.07756001231348865,0.08030920105751532,0.09528274367394209,0.07129149407272169,0.45968078,0.16260594499999997,0.36553545000000004,0.13808629500000003,0.37194169,0.140749855,0.31001185000000003,0.11460919000000001,0.3724452200000001,0.14110253000000003,0.30947693000000004,0.11454053500000003,0.53606184,0.22254964000000002,0.30739518000000005,0.12339874500000002,0.38502128999999996,0.14454185499999997,0.36215801999999997,0.147408885
Flamengo,Santos,34,[0.6015 0.268  0.1302],[0.6371 0.2282 0.1342],[0.6359 0.2287 0.135 ],[0.6534 0.2228 0.1233],[0.6354 0.2287 0.1354],[0.6523 0.2233 0.124 ],[0.5015 0.2638 0.2345],[0.6281 0.2114 0.1596],[0.5456 0.2359 0.2181],0.1631,0.15930466381752914,0.15887271029950645,0.16287076838060233,0.11350047530888825,0.11539252074527732,0.11079255180749696,0.24757828999999998,0.08791629499999999,0.20178129,0.07492037500000001,0.20309749999999996,0.07545106499999998,0.18497429,0.06772912500000002,0.20357001,0.07570111000000002,0.18613418,0.068185405,0.3730829400000001,0.15179319000000005,0.20847173,0.08203533499999999,0.30969578000000003,0.12711088500000003,0.36215801999999997,0.147408885
Cruzeiro,Corinthians,34,[0.4717 0.3624 0.1659],[0.4381 0.3426 0.2193],[0.4277 0.3471 0.2253],[0.4703 0.3324 0.1973],[0.4322 0.3449 0.2229],[0.4761 0.3294 0.1945],[0.408  0.3107 0.2813],[0.5101 0.2467 0.2429],[0.4811 0.2812 0.2376],0.1875,0.19996073668112416,0.19922899387778265,0.20632899731557514,0.13819289105507596,0.11228568364474453,0.1504782896398252,0.43795746,0.15331184999999997,0.48119886000000006,0.18191205000000005,0.49876579000000004,0.18912117,0.42999914000000006,0.15975469000000003,0.4910372600000001,0.18604062500000007,0.42080582000000005,0.15615073,0.5261281800000001,0.21479684500000007,0.35986331000000005,0.14957417,0.40478440999999993,0.16287925499999997,0.36215801999999997,0.147408885
São Paulo,Grêmio,34,[0.4334 0.3591 0.2074],[0.4367 0.3101 0.2532],[0.4309 0.3107 0.2584],[0.4256 0.3201 0.2543],[0.438  0.3085 0.2535],[0.4336 0.3176 0.2488],[0.3792 0.2847 0.336 ],[0.4474 0.2902 0.2623],[0.3495 0.3026 0.3478],0.1339,0.130656781809307,0.1307315125667864,0.1297544417936707,0.1353297525285133,0.1308194535104192,0.13519432729065262,0.6416031300000001,0.11544591000000001,0.7307791399999999,0.12740856500000003,0.7275798600000001,0.126222685,0.7080678599999999,0.122901925,0.7342785,0.12805312500000002,0.7155801599999999,0.12495519999999999,0.7683427300000001,0.12837793000000003,0.77278409,0.134510265,0.72948185,0.12159233500000002,0.8609580199999999,0.156308885
