Home,Away,Rodada,prob_PB,prob_PD_gol,prob_PD_gol_FinC_RB,prob_PD_gol_Fina_RB,prob_PD_gol_FinC,prob_PD_gol_Fina,prob_DC,prob_binpo_log,prob_binpo_p,prob_PB_placar,prob_PD_gol_placar,prob_PD_gol_FinC_placar,prob_PD_gol_Fina_placar,prob_DC_placar,prob_binpo_log_placar,prob_binpo_p_placar,Defi_PB,RPS_PB,Defi_PD_gol,RPS_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Defi_DC,RPS_DC,Defi_binpo_log,RPS_binpo_log,Defi_binpo_p,RPS_binpo_p,Defi_palp_br,RPS_palp_br
Botafogo,Atlético-PR,34,[0.4493 0.289  0.2616],[0.4881 0.2753 0.2365],[0.4769 0.2764 0.2466],[0.5161 0.2635 0.2203],[0.4769 0.278  0.245 ],[0.5158 0.2647 0.2193],[0.4438 0.2635 0.2927],[0.5144 0.2558 0.2296],[0.4914 0.2662 0.2423],0.0985,0.09163927439780906,0.09430521670364679,0.08337516732201085,0.10956464501054353,0.07813597718528831,0.08601489686311498,0.8306260499999999,0.373478695,0.8969639500000002,0.41051059,0.8714421299999999,0.397447255,0.9437235500000002,0.43706769000000006,0.87474261,0.398653815,0.94560822,0.43761496499999997,0.7666639800000001,0.348615865,0.9235571599999999,0.42890772,0.8864456900000002,0.40771586500000007,0.91675802,0.424708885
Vasco,São Paulo,34,[0.4083 0.286  0.3056],[0.4022 0.2673 0.3304],[0.3816 0.2662 0.3521],[0.4135 0.2709 0.3154],[0.3884 0.2662 0.3453],[0.4185 0.2706 0.3108],[0.4057 0.2551 0.3391],[0.4511 0.2498 0.2988],[0.3976 0.2966 0.3058],0.1309,0.1270406740790652,0.1265852406853747,0.12820673010589015,0.12042722695210098,0.11814797295193999,0.1339304301067936,0.76989625,0.13008069500000002,0.8077782900000001,0.13549755,0.8080554099999999,0.13483170500000002,0.80204622,0.135292825,0.80854909,0.135077865,0.80376325,0.135900535,0.83445731,0.13982456999999998,0.85557269,0.14647605500000002,0.7463709600000001,0.12579970000000004,0.8609580199999999,0.156308885
Palmeiras,Flamengo,34,[0.4531 0.2589 0.2878],[0.4466 0.2645 0.2887],[0.4444 0.2617 0.2937],[0.4628 0.2679 0.2692],[0.4438 0.2624 0.2937],[0.4621 0.2684 0.2694],[0.4449 0.2356 0.3192],[0.4279 0.252  0.3199],[0.4544 0.2715 0.274 ],0.0769,0.08203680825661985,0.0801886732768121,0.08851220199536511,0.07260591540677248,0.07072786970915892,0.08753803060423226,0.44895766,0.19102182499999998,0.4595595,0.19485740499999996,0.46343793999999994,0.197534305,0.43282289000000007,0.18055317,0.46447189,0.19783844500000003,0.4339513300000001,0.180983335,0.4655320099999999,0.20510817499999995,0.4931384200000001,0.21488123000000003,0.44646761,0.18640508999999997,0.36215801999999997,0.147408885
Atlético-GO,Sport,34,[0.3827 0.2598 0.3573],[0.3624 0.2506 0.3867],[0.3494 0.2527 0.3977],[0.3673 0.2513 0.3812],[0.3556 0.2518 0.3924],[0.3722 0.2504 0.3772],[0.3792 0.2351 0.3855],[0.3955 0.2388 0.3653],[0.3337 0.2818 0.3845],0.061,0.05668699630651401,0.05596034441813002,0.05833024683314706,0.058295154335636486,0.056801338404068945,0.060358572633315934,0.5762186199999999,0.25443278999999996,0.6188710099999999,0.27815142499999995,0.6453029400000001,0.29080240500000004,0.60877442,0.272887645,0.63263236,0.28469307999999993,0.5991128400000001,0.26828182,0.5892748999999999,0.26707858500000003,0.55588978,0.24957845,0.67120718,0.29589797000000007,0.36215801999999997,0.147408885
Grêmio,Vitória,34,[0.5997 0.2268 0.1728],[0.6673 0.194  0.1371],[0.6451 0.2036 0.1501],[0.6932 0.1834 0.1214],[0.6436 0.204  0.1512],[0.6921 0.1836 0.1222],[0.5881 0.2094 0.2018],[0.6933 0.1594 0.1402],[0.6274 0.2022 0.1689],0.1056,0.09211768657567108,0.09690951309608715,0.087225304251939,0.09892984441536828,0.06453251660074164,0.09460367584670598,0.98733817,0.19487141500000002,1.1137217000000001,0.23226477,1.0729369800000002,0.21952357000000003,1.16209976,0.2478789,1.0706984,0.21872408,1.16044421,0.24722865500000002,1.0116332099999998,0.19343417499999999,1.2069292900000002,0.25120629499999997,1.05864281,0.211334585,0.8609580199999999,0.156308885
Bahia,Atlético-MG,34,[0.4518 0.2555 0.2925],[0.4806 0.2504 0.2688],[0.4802 0.2511 0.2684],[0.4949 0.2513 0.2535],[0.4793 0.2494 0.271 ],[0.4943 0.2499 0.2555],[0.4431 0.2351 0.3215],[0.4203 0.2296 0.3494],[0.3965 0.2797 0.3237],0.0565,0.052453455354069194,0.05319326057910798,0.05070734197663134,0.05705014215525246,0.06790573011018865,0.04479269962730469,0.8439597399999998,0.14489828499999996,0.8651299600000001,0.1516687,0.86348181,0.15139591,0.8697399499999999,0.15467027,0.86656985,0.151666135,0.8722627500000001,0.15488311000000002,0.88477187,0.14994647,0.89224861,0.149611295,0.7808260300000001,0.13102935000000002,0.8609580199999999,0.156308885
Corinthians,Avaí,34,[0.6495 0.2557 0.0946],[0.6838 0.2386 0.0774],[0.6589 0.2548 0.0861],[0.7251 0.2088 0.0657],[0.6626 0.2522 0.0851],[0.7278 0.2067 0.065 ],[0.6443 0.2382 0.1173],[0.7479 0.1673 0.0826],[0.7028 0.1995 0.0968],0.2161,0.23152589896018774,0.2349799916384108,0.2147247600206663,0.21353342815147744,0.13253762869729188,0.16174166974253196,0.19718190000000002,0.06591866500000002,0.16290316000000002,0.053002120000000014,0.18868545999999997,0.06189846999999998,0.12348394000000004,0.039969690000000016,0.18468561000000003,0.060548905000000014,0.12104272999999999,0.03919166999999999,0.19702102000000002,0.07016439000000002,0.09836645999999999,0.035375145,0.13749833000000003,0.04893697000000001,0.36215801999999997,0.147408885
Cruzeiro,Fluminense,34,[0.4793 0.2793 0.2412],[0.4953 0.2637 0.2409],[0.4777 0.2654 0.2568],[0.537  0.2509 0.2119],[0.4777 0.2674 0.2548],[0.5369 0.2523 0.2106],[0.4721 0.2539 0.2739],[0.5716 0.2223 0.2053],[0.4775 0.2642 0.2581],0.0416,0.04481705887181841,0.04298732883619695,0.04955198349074001,0.04124081079760491,0.06264496229150039,0.044164091453510974,0.40731441999999995,0.16470124499999997,0.3822925899999999,0.15640154999999994,0.40918068999999996,0.16939745499999995,0.32222142,0.12967772499999997,0.40922309,0.16888565499999997,0.32246926,0.12944914499999996,0.41816483000000004,0.17687721000000003,0.27509194000000003,0.113002205,0.40942349999999994,0.16986258999999995,0.36215801999999997,0.147408885
Coritiba,Ponte Preta,34,[0.5012 0.2734 0.2252],[0.4862 0.2721 0.2416],[0.4725 0.2767 0.2507],[0.4898 0.2723 0.2378],[0.4792 0.2746 0.2461],[0.4955 0.2704 0.234 ],[0.4955 0.2505 0.2539],[0.5153 0.2286 0.2554],[0.4928 0.2757 0.2314],0.124,0.12624647529860294,0.12710644337553,0.12531069370275902,0.11694171245011828,0.10532554676980345,0.12612671275178702,0.82986404,0.15100332,0.8245994099999999,0.14740467000000002,0.80926963,0.14307845,0.82600017,0.14825023,0.8164030100000002,0.145123545,0.8325924100000001,0.15016153499999998,0.8717357100000002,0.15501813,0.92582121,0.165560895,0.82100829,0.14822205000000002,0.8609580199999999,0.156308885
Chapecoense,Santos,34,[0.2567 0.3307 0.4127],[0.2794 0.3099 0.4107],[0.2574 0.3051 0.4375],[0.3165 0.31   0.3735],[0.2625 0.3075 0.4299],[0.3203 0.3113 0.3684],[0.2693 0.29   0.4407],[0.3272 0.2898 0.3829],[0.5706 0.2433 0.1858],0.0442,0.051467731487169516,0.047383593392210786,0.061521789775988364,0.046926374145616796,0.06040365184028044,0.11450160029459745,0.83217867,0.3613668300000001,0.78397686,0.34396942500000005,0.8359470199999999,0.37143050499999997,0.7027745000000001,0.30333725,0.82327651,0.36440313,0.69461834,0.298855325,0.8122389799999999,0.36406949000000005,0.6832562900000001,0.2996744250000001,0.27810089,0.10950883000000002,0.36215801999999997,0.147408885
