Home,Away,Rodada,prob_PB,prob_PD_gol,prob_PD_gol_FinC_RB,prob_PD_gol_Fina_RB,prob_PD_gol_FinC,prob_PD_gol_Fina,prob_DC,prob_binpo_log,prob_binpo_p,prob_PB_placar,prob_PD_gol_placar,prob_PD_gol_FinC_placar,prob_PD_gol_Fina_placar,prob_DC_placar,prob_binpo_log_placar,prob_binpo_p_placar,Defi_PB,RPS_PB,Defi_PD_gol,RPS_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Defi_DC,RPS_DC,Defi_binpo_log,RPS_binpo_log,Defi_binpo_p,RPS_binpo_p,Defi_palp_br,RPS_palp_br
Fluminense,América-MG,20,[0.7015 0.2444 0.0537],[0.7111 0.2101 0.0783],[0.6897 0.2223 0.0876],[0.7255 0.2003 0.0736],[0.6945 0.2198 0.0852],[0.7289 0.1986 0.0718],[0.6938 0.2108 0.0949],[0.8058 0.1456 0.0463],[0.6578 0.24   0.102 ],0.2121,0.19980930061287225,0.20220880121960103,0.19459869589245954,0.18421664887677142,0.16300196418314472,0.20490949132576933,0.1517173,0.04601461,0.13373611000000002,0.04483645000000001,0.15337714000000002,0.052015125000000016,0.12088729999999998,0.04042812499999999,0.14890133,0.05033749499999999,0.11809241000000001,0.03937597500000001,0.14720109,0.05142992500000001,0.06105669000000001,0.020040445000000004,0.18510483999999996,0.06377285999999999,0.36215801999999997,0.147408885
Grêmio,Corinthians,20,[0.3292 0.3448 0.326 ],[0.3751 0.3044 0.3205],[0.3693 0.3043 0.3264],[0.3821 0.3061 0.3118],[0.3679 0.3024 0.3297],[0.3807 0.3044 0.3149],[0.3218 0.2834 0.3948],[0.4841 0.2676 0.2482],[0.4475 0.2598 0.2926],0.0146,0.026728441725297952,0.025840717016291644,0.027509803603327613,0.020420007092636517,0.04558955206231153,0.039005511302765306,0.6751356800000001,0.2781243200000001,0.5858796199999999,0.24661013,0.5969179400000001,0.25215972500000006,0.57271686,0.239509825,0.5996982599999999,0.25412625,0.57535386,0.24134724999999996,0.69613784,0.30791114,0.39936581000000004,0.163902855,0.45836705,0.19546477499999998,0.36215801999999997,0.147408885
Vitória,Santa Cruz,20,[0.5977 0.2636 0.1383],[0.5359 0.2455 0.2183],[0.5229 0.2502 0.2266],[0.5486 0.2403 0.2107],[0.5317 0.2483 0.2197],[0.5572 0.2383 0.2041],[0.568  0.2415 0.1902],[0.5444 0.2144 0.24  ],[0.4451 0.2662 0.2885],0.0396,0.045770165569763634,0.044993385607843474,0.045426202004847906,0.03961497281065759,0.06180924197551359,0.04805182208718742,0.91865714,0.18824157000000002,0.90411395,0.16748743000000002,0.88697201,0.162454055,0.92250054,0.172762665,0.89602587,0.16555249,0.9323155400000002,0.17614612500000001,0.9341222899999999,0.17945717,0.9711387199999999,0.17727511999999998,0.8198087000000001,0.14073086999999998,0.8609580199999999,0.156308885
Sport,Flamengo,20,[0.4608 0.2682 0.2706],[0.4545 0.2573 0.288 ],[0.4439 0.2593 0.2966],[0.4537 0.2564 0.2897],[0.4497 0.2581 0.292 ],[0.459  0.2554 0.2854],[0.433  0.2379 0.3287],[0.3273 0.2354 0.4368],[0.4696 0.2519 0.2783],0.0993,0.10790023872923334,0.10757279740963736,0.10664216089688165,0.08117793733598767,0.06307362098175251,0.10508997027955545,0.43589224,0.1820889,0.44671753999999997,0.190314765,0.46445526000000004,0.198668745,0.44811074,0.19124287,0.4547097,0.194105485,0.4393633199999999,0.18712419999999994,0.4861291,0.21489798499999999,0.69873269,0.3218784150000001,0.42222866,0.17944322499999998,0.36215801999999997,0.147408885
Santos,Atlético-MG,20,[0.6447 0.2167 0.1371],[0.6413 0.1984 0.1588],[0.6173 0.2097 0.1719],[0.6337 0.202  0.1629],[0.6317 0.2029 0.164 ],[0.6485 0.1949 0.1548],[0.5863 0.2076 0.2048],[0.6249 0.1831 0.1881],[0.4766 0.205  0.3161],0.0649,0.07366087499850922,0.07216585874654724,0.07478390814871204,0.059694766915504315,0.05774100350886506,0.03364999829987594,0.19199338999999999,0.07272514999999997,0.19324569000000003,0.07718201500000002,0.21998299000000002,0.08819475000000002,0.20151609999999998,0.08058606999999995,0.20370929999999995,0.08150200499999997,0.1855013,0.07403952500000002,0.25618849,0.10681329499999997,0.20960722999999998,0.08878960999999998,0.41589176999999994,0.187665705,0.36215801999999997,0.147408885
Cruzeiro,Coritiba,20,[0.5439 0.2584 0.1972],[0.5112 0.2404 0.248 ],[0.5034 0.2395 0.2567],[0.5233 0.2383 0.2379],[0.5021 0.2415 0.256 ],[0.5215 0.2403 0.2378],[0.4934 0.2353 0.2709],[0.437  0.2319 0.3305],[0.474  0.2734 0.2525],0.0529,0.05339996975822663,0.054272289884198445,0.051661735967403706,0.05778699215984567,0.06616374540533809,0.040974536616921416,0.8846856100000001,0.16745637500000002,0.8998216000000001,0.16151407999999998,0.8976666999999999,0.15975606500000003,0.9106261900000001,0.16533884999999998,0.89296266,0.158922765,0.9056551800000001,0.16435082499999998,0.9015964599999999,0.15852370500000001,0.89017686,0.15029828499999998,0.8163798099999999,0.144241385,0.8609580199999999,0.156308885
São Paulo,Botafogo,20,[0.5494 0.2658 0.1844],[0.5587 0.2463 0.1947],[0.533  0.2567 0.2101],[0.5572 0.2506 0.192 ],[0.545  0.2502 0.2045],[0.5686 0.2438 0.1873],[0.5239 0.2317 0.2439],[0.6908 0.1776 0.1288],[0.4463 0.2805 0.2731],0.0643,0.07090729440042708,0.07358400353721971,0.06924944012516261,0.06374555255466244,0.03560692582751631,0.09931352318584585,1.03769336,0.4831957799999999,1.02131747,0.4800853899999999,0.9739259,0.4538575650000001,1.0261362000000003,0.4815063600000001,0.99244529,0.4646840650000001,1.0432256899999999,0.491649905,0.8998433100000001,0.42270141000000006,1.2677358399999998,0.61566552,0.8062475499999999,0.36371097,0.91675802,0.424708885
Ponte Preta,Figueirense,20,[0.4815 0.3089 0.2094],[0.4814 0.2703 0.2482],[0.4605 0.2722 0.2672],[0.5067 0.2623 0.2309],[0.461  0.2744 0.2645],[0.505  0.265  0.2299],[0.4508 0.2594 0.2897],[0.4424 0.2621 0.2953],[0.6045 0.2403 0.1549],0.0871,0.09571132145928067,0.09089195899961172,0.1013758500688403,0.08172213335982373,0.07967259608313793,0.12996330589126537,0.40810981999999996,0.15638722499999996,0.4036112899999999,0.16529942999999994,0.43654892999999995,0.18125477499999998,0.36546098999999993,0.14835294999999996,0.4357766099999999,0.18026708499999994,0.36810401000000004,0.148962505,0.45283509000000005,0.19280234500000004,0.46681626,0.19911902499999998,0.23815835,0.09025369,0.36215801999999997,0.147408885
Atlético-PR,Palmeiras,20,[0.4222 0.3352 0.2425],[0.3618 0.2953 0.3428],[0.3606 0.2892 0.3502],[0.3667 0.2925 0.3407],[0.3595 0.2934 0.347 ],[0.3651 0.2967 0.3381],[0.3961 0.3018 0.302 ],[0.3636 0.2784 0.3579],[0.2667 0.2627 0.4705],0.1004,0.12308401370276159,0.12226502667021011,0.12327326025307195,0.1236300378196718,0.1099752611165879,0.12061668035257482,0.8644181300000001,0.37595380500000014,0.65001317,0.28133983,0.6359090399999999,0.27613619999999994,0.6547016299999999,0.2845067700000001,0.64173281,0.27775933500000005,0.6594405099999999,0.28563863,0.7351824499999999,0.321979815,0.62200393,0.272184485,0.4205104300000001,0.17569663,0.91675802,0.424708885
Chapecoense,Internacional,20,[0.5408 0.252  0.2066],[0.4995 0.2389 0.2612],[0.4859 0.2419 0.2719],[0.4971 0.2401 0.2624],[0.497  0.2396 0.2629],[0.5084 0.2375 0.2537],[0.4989 0.221  0.2792],[0.4319 0.228  0.3394],[0.4989 0.254  0.2469],0.1082,0.09603141847880538,0.096318815252469,0.09716346934311643,0.07324978932084239,0.063957058123198,0.1188858253691863,0.31705220000000006,0.12689842,0.37579889999999994,0.159467485,0.39674402999999997,0.16919587,0.37941018000000004,0.16098620500000005,0.37953357,0.16119440499999996,0.3624405,0.15311876500000005,0.37789485,0.164779015,0.48991397000000003,0.21920305500000004,0.37657682,0.15607982999999997,0.36215801999999997,0.147408885
Flamengo,Grêmio,21,[0.4428 0.3297 0.2275],[0.4052 0.3016 0.2932],[0.3895 0.3041 0.3064],[0.4028 0.3032 0.2939],[0.4004 0.3006 0.2989],[0.414  0.2994 0.2866],[0.434  0.2568 0.3092],[0.5079 0.2401 0.2516],[0.404  0.2759 0.3201],0.0852,0.07575738565126769,0.07575672866419238,0.0770570182063028,0.08411351096786168,0.09640636523685357,0.08344264276497351,0.4709301799999999,0.18111404499999995,0.5307158399999999,0.21987664,0.5590680200000001,0.23329560500000004,0.53495529,0.22154192499999997,0.53922173,0.22446058500000002,0.5151759200000001,0.21276778000000005,0.48190688000000004,0.20798032000000005,0.36311298000000003,0.152833285,0.53380082,0.228840005,0.36215801999999997,0.147408885
Atlético-MG,Atlético-PR,21,[0.4708 0.2977 0.2313],[0.5094 0.2645 0.226 ],[0.5198 0.2634 0.2166],[0.5296 0.2617 0.2085],[0.5073 0.2643 0.2282],[0.5166 0.2627 0.2205],[0.445  0.2546 0.3003],[0.6056 0.2142 0.1793],[0.5665 0.2342 0.1988],0.1364,0.13955751001992375,0.13825138526091982,0.14035450993478285,0.13813144636606542,0.10505286062161089,0.11907613150392969,0.42217762000000003,0.166822465,0.36172461000000006,0.14590479,0.34688715999999997,0.13879715999999995,0.3332353,0.13241594500000003,0.36468301999999997,0.147459945,0.3513071000000001,0.14119204500000004,0.4630262499999999,0.19913258499999997,0.23358148999999997,0.09401210499999997,0.28229333,0.11382149500000001,0.36215801999999997,0.147408885
Palmeiras,Ponte Preta,21,[0.7845 0.1362 0.0706],[0.7738 0.1359 0.0828],[0.7617 0.1391 0.0914],[0.7769 0.1336 0.0814],[0.7652 0.1394 0.0881],[0.7795 0.1343 0.0788],[0.7158 0.151  0.1286],[0.7907 0.1227 0.0752],[0.5682 0.2362 0.1951],0.0344,0.03503990668879898,0.03675638620326802,0.03340785724031778,0.04504068752433405,0.034509851494728794,0.04402540257149512,1.3665750499999998,0.3109022149999999,1.35229109,0.30348839000000005,1.32968966,0.295044185,1.3608485300000002,0.30582473500000007,1.33392501,0.297342745,1.3632661799999999,0.307552725,1.2497086,0.26506651999999997,1.4005168199999998,0.31641800499999995,0.9443056900000002,0.18055542500000002,0.8609580199999999,0.156308885
Internacional,São Paulo,21,[0.3595 0.3771 0.2634],[0.4125 0.3253 0.2622],[0.3995 0.3277 0.2727],[0.4097 0.3278 0.2625],[0.4057 0.3251 0.2692],[0.4165 0.3245 0.259 ],[0.3865 0.2701 0.3434],[0.5201 0.2758 0.204 ],[0.3885 0.321  0.2905],0.1383,0.13057993829156514,0.13129164025191992,0.13032323978088148,0.12265211114929135,0.12289810627865519,0.1332909497043354,0.58662422,0.09930990500000002,0.6941251800000001,0.119452545,0.6859528300000001,0.11701004999999999,0.6886131799999999,0.11838016999999999,0.6925511400000001,0.118530565,0.6968535,0.120276625,0.80005982,0.133652905,0.83658565,0.156080415,0.6963635000000001,0.11766125,0.8609580199999999,0.156308885
Santa Cruz,Fluminense,21,[0.2768 0.3696 0.3536],[0.3648 0.3025 0.3327],[0.3603 0.3003 0.3394],[0.3663 0.3021 0.3316],[0.362  0.3005 0.3375],[0.3672 0.3025 0.3303],[0.297  0.2676 0.4354],[0.3266 0.287  0.3864],[0.3723 0.3039 0.3238],0.1497,0.1270533642220627,0.1264492427261054,0.12651981661166284,0.1511409050425242,0.12514311053887192,0.1262408468990219,0.63105536,0.2472256,0.66987458,0.289184165,0.65638854,0.28310422500000004,0.67219866,0.290467125,0.6602505,0.284975125,0.6748401799999999,0.291666965,0.47859192,0.20349108,0.5655415199999998,0.24158625999999994,0.68820894,0.29792686500000004,0.91675802,0.424708885
Coritiba,Santos,21,[0.1993 0.3045 0.496 ],[0.24   0.2661 0.4938],[0.2116 0.2546 0.5336],[0.2482 0.2662 0.4855],[0.2235 0.2613 0.5151],[0.2595 0.2711 0.4692],[0.2057 0.2212 0.5727],[0.2806 0.244  0.4751],[0.4187 0.2413 0.3396],0.0493,0.057662524593310116,0.054438320833790646,0.06120801614818676,0.05045386732646778,0.0691787509553585,0.08873501533728587,0.9798567399999999,0.443667485,0.89224765,0.41076861000000003,0.97112468,0.45325852,0.87177593,0.40050530500000003,0.9365579499999999,0.43419165,0.8419840999999999,0.3843383249999999,1.00782722,0.47967813,0.8027923700000001,0.37177080500000004,0.5114635399999999,0.22675492499999997,0.36215801999999997,0.147408885
