Home,Away,Rodada,prob_PD_gol,prob_PD_gol_Fina_RB,prob_PD_gol_FinC_RB,prob_PD_gol_Fina,prob_PD_gol_FinC,prob_binpo_log,prob_DC,prob_PB,prob_PD_gol_placar,prob_PD_gol_Fina_RB_placar,prob_PD_gol_FinC_RB_placar,prob_PD_gol_Fina_placar,prob_PD_gol_FinC_placar,prob_binpo_log_placar,prob_DC_placar,prob_PB_placar,prob_binpo_p,prob_binpo_p_placar,Defi_PB,RPS_PB,Acertos_PB,Defi_PD_gol,RPS_PD_gol,Acertos_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Acertos_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Acertos_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Acertos_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Acertos_PD_gol_Fina,Defi_DC,RPS_DC,Acertos_DC,Defi_binpo_log,RPS_binpo_log,Acertos_binpo_log,Defi_binpo_p,RPS_binpo_p,Acertos_binpo_p,Defi_palp_br,RPS_palp_br,Acertos_palp_br_binpo_p
Grêmio,Cruzeiro,20,[0.5728 0.3459 0.0813],[0.5751 0.3522 0.0727],[0.5667 0.3519 0.0814],[0.5775 0.3458 0.0767],[0.5657 0.3484 0.0859],[0.8014 0.1652 0.0324],[0.5816 0.2976 0.1208],[0.6295 0.3118 0.0587],0.06811277144298392,0.06158793926387984,0.06726286321154751,0.06514197425815162,0.07058831299741954,0.047138441428633285,0.09679267406756971,0.0732,[0.5415 0.3119 0.1465],0.10649214249153147,0.8733351799999998,0.19985796999999997,0,0.76255634,0.167354765,0,0.74780846,0.16388742499999998,0,0.7556701399999999,0.16801264999999996,0,0.7519778599999999,0.16369765,0,0.76736678,0.16969457,0,0.84621696,0.1764256,0,1.3401827599999998,0.32167926,0,0.7881661099999998,0.15735691,0,0.8609580199999999,0.156308885,0
Chapecoense,Atlético-PR,20,[0.4115 0.2928 0.2956],[0.4652 0.2725 0.2622],[0.4    0.2934 0.3066],[0.4471 0.2811 0.2717],[0.3875 0.2993 0.3132],[0.5228 0.2605 0.2166],[0.3345 0.2837 0.3818],[0.4157 0.3283 0.2559],0.07912880026405891,0.08818958786307382,0.0780764691355187,0.08484555729169332,0.07510037450615832,0.09176258350332034,0.07240682956511209,0.0755,[0.5206 0.257  0.2222],0.09305530720710364,0.51467219,0.20347125000000002,1,0.51944345,0.21688537500000002,1,0.5400871199999999,0.22700178,1,0.42901612999999994,0.17740616999999995,1,0.5628309800000001,0.236625245,1,0.45853650999999995,0.18978682999999996,1,0.66914718,0.29433074499999995,0,0.34249564999999993,0.13733936999999996,1,0.34524620000000006,0.13964308000000003,1,0.36215801999999997,0.147408885,1
Sport,América-MG,20,[0.4961 0.26   0.2436],[0.5318 0.2506 0.2173],[0.4968 0.2617 0.2413],[0.5138 0.254  0.232 ],[0.4811 0.2637 0.255 ],[0.5068 0.2286 0.264 ],[0.3632 0.2663 0.3704],[0.4591 0.3052 0.2356],0.03962512995987583,0.03420912731422596,0.03942746805464939,0.03694366435751025,0.0420663406453043,0.0360951767531235,0.06434985574611836,0.0375,[0.4683 0.2928 0.2389],0.04141014698149368,0.8882272099999999,0.397463655,0,0.8858561699999998,0.408901255,0,0.8909228200000001,0.411066265,0,0.9582308900000001,0.44748054500000006,0,0.8560199,0.393092145,0,0.9183304400000001,0.42675366000000003,0,0.5992260899999999,0.26409225,1,0.8508001999999999,0.3988298800000001,0,0.88430994,0.39928905,0,0.91675802,0.424708885,0
Flamengo,Vitória,20,[0.8571 0.0868 0.0375],[0.8675 0.0792 0.032 ],[0.8566 0.0886 0.0377],[0.8633 0.0813 0.0342],[0.8532 0.0902 0.0395],[0.7893 0.1225 0.0763],[0.7997 0.1167 0.0705],[0.8713 0.0782 0.0286],0.06896978940403738,0.06749451561361101,0.07252858176799878,0.06601284362018336,0.07121783540546885,0.06315997453128663,0.06314027292902051,0.0693,[0.5835 0.2234 0.1924],0.10908710476261327,0.02349689000000001,0.009796775000000006,1,0.02936090000000001,0.011956790000000007,1,0.02983480999999999,0.011929504999999993,1,0.024852889999999992,0.010425414999999986,1,0.031246530000000012,0.012523105000000005,1,0.026466220000000013,0.011102745000000006,1,0.058709230000000015,0.023640330000000008,1,0.06522243,0.026157670000000008,1,0.26039756999999997,0.105380175,1,0.36215801999999997,0.147408885,1
Atlético-MG,Vasco,20,[0.7684 0.1244 0.0916],[0.7792 0.1191 0.0846],[0.7701 0.1228 0.0906],[0.7738 0.1225 0.0879],[0.7674 0.1245 0.0923],[0.8175 0.0915 0.0582],[0.7062 0.1381 0.1372],[0.8157 0.0975 0.0589],0.014813434044819478,0.014415011693059395,0.014198010428114565,0.015152113976746533,0.014564669167494564,0.009807441001080663,0.008811236653406222,0.012,[0.5662 0.2185 0.2144],0.046401780945115004,1.4833419499999998,0.33683957,0,1.36550448,0.30108688,0,1.37074221,0.302398335,0,1.39029461,0.30889397,0,1.3639222999999998,0.300419005,0,1.3764991000000002,0.30488488500000005,0,1.2604138900000001,0.26165159000000004,0,1.4970657399999998,0.338831545,0,0.97729205,0.18346867,0,0.8609580199999999,0.156308885,0
Palmeiras,Botafogo,20,[0.7542 0.1693 0.0748],[0.7852 0.1505 0.0616],[0.7549 0.1673 0.0759],[0.7699 0.1615 0.0665],[0.7405 0.1774 0.0806],[0.8393 0.11   0.0428],[0.6956 0.187  0.1158],[0.787  0.1565 0.054 ],0.16019430782921254,0.1622906970822058,0.1570293247277311,0.16519376461961074,0.1591782850904355,0.14616988550316445,0.1300498859199445,0.1642,[0.6157 0.2209 0.1627],0.11715582208114035,0.07277724999999999,0.024283749999999993,1,0.09467517,0.03313639000000001,1,0.09382410999999999,0.033065229999999994,1,0.07258385,0.025140410000000002,1,0.10530736999999998,0.03704145499999998,1,0.08345050999999999,0.028828189999999997,1,0.141038,0.05322233999999999,1,0.039756329999999986,0.01422869499999999,1,0.22295458999999998,0.08719326999999998,1,0.36215801999999997,0.147408885,1
Paraná,São Paulo,20,[0.1215 0.281  0.5974],[0.1309 0.2884 0.5806],[0.118  0.2709 0.611 ],[0.1282 0.2927 0.5791],[0.1157 0.2755 0.6086],[0.1751 0.244  0.5806],[0.0952 0.1997 0.7043],[0.0958 0.2981 0.606 ],0.09982539391214293,0.10315306138560162,0.09917177794380601,0.10153208248600422,0.09772624543337027,0.1134265829808437,0.0881012825396295,0.0942,[0.1355 0.2903 0.5742],0.1047944805869778,0.86907725,0.18826743000000004,0,0.8886100100000001,0.18588425499999994,0,0.9188318100000001,0.19368360999999998,0,0.86060573,0.17717365499999999,0,0.9086806999999999,0.19201198499999997,0,0.85206534,0.17589602499999998,0,1.1455816200000002,0.25311484500000003,0,0.93929237,0.184052455,0,0.8517399800000001,0.17403294500000005,0,0.8609580199999999,0.156308885,0
Ceará,Santos,20,[0.3174 0.3591 0.3235],[0.327  0.3538 0.3192],[0.3116 0.358  0.3304],[0.3265 0.3549 0.3187],[0.3141 0.3584 0.3275],[0.3442 0.3209 0.3349],[0.2909 0.3226 0.3865],[0.3046 0.4154 0.28  ],0.12776622126625228,0.12908092928228557,0.12797092566495852,0.12882591662054765,0.12790423559564987,0.13476617966635074,0.1324014079205511,0.1251,[0.2296 0.3637 0.4067],0.11947148326239711,0.51293832,0.08559058,1,0.61614782,0.10269750500000001,1,0.6184227200000001,0.10312936,1,0.62639208,0.10440881999999999,1,0.61756562,0.10295753,1,0.62432595,0.10405411,1,0.69287582,0.11700253000000002,0,0.6918084600000001,0.115315825,0,0.62299874,0.10906052499999999,0,0.8609580199999999,0.156308885,0
Fluminense,Corinthians,20,[0.3465 0.3164 0.3371],[0.3473 0.3163 0.3364],[0.3066 0.3239 0.3695],[0.3721 0.3107 0.3173],[0.326  0.3209 0.3531],[0.4335 0.2654 0.301 ],[0.2737 0.2807 0.4456],[0.3236 0.3421 0.3342],0.14219763216999354,0.14228248291515597,0.13697227599345912,0.14455025209804256,0.14001876099364347,0.11238102022940918,0.10097983149140434,0.1406,[0.5336 0.237  0.229 ],0.10686223842658106,0.6862390100000001,0.28463673000000006,0,0.64080762,0.27034932999999994,1,0.72224502,0.308666905,0,0.63922794,0.26959112500000004,1,0.68193242,0.2894778049999999,0,0.59147219,0.24743713,1,0.8048635399999998,0.3630355249999999,0,0.48196041,0.20579173499999998,1,0.32613896000000003,0.13507674000000003,1,0.36215801999999997,0.147408885,1
Bahia,Internacional,20,[0.242  0.3089 0.4491],[0.2495 0.3249 0.4256],[0.2358 0.3118 0.4524],[0.2528 0.3177 0.4295],[0.2371 0.3046 0.4582],[0.271  0.2802 0.4487],[0.2229 0.2455 0.5313],[0.2278 0.3121 0.46  ],0.17063661211279155,0.17735339655737484,0.1752705863314377,0.17173364459123766,0.16972438061954814,0.13612445088127245,0.1221918387598832,0.1633,[0.3731 0.3007 0.3262],0.12409226981397277,0.44089925,0.17169243,1,0.4574740199999999,0.18102740499999997,1,0.45268664000000003,0.17773370000000005,1,0.49774562,0.196092805,1,0.44254481,0.17482765499999997,1,0.49031138,0.194689045,1,0.32963434999999996,0.13454153,1,0.45588473000000007,0.18863122499999999,1,0.68363054,0.29660502499999997,0,0.91675802,0.424708885,0
