Home,Away,Rodada,prob_PB,prob_PD_gol,prob_PD_gol_FinC_RB,prob_PD_gol_Fina_RB,prob_PD_gol_FinC,prob_PD_gol_Fina,prob_DC,prob_binpo_log,prob_binpo_p,prob_PB_placar,prob_PD_gol_placar,prob_PD_gol_FinC_placar,prob_PD_gol_Fina_placar,prob_DC_placar,prob_binpo_log_placar,prob_binpo_p_placar,Defi_PB,RPS_PB,Defi_PD_gol,RPS_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Defi_DC,RPS_DC,Defi_binpo_log,RPS_binpo_log,Defi_binpo_p,RPS_binpo_p,Defi_palp_br,RPS_palp_br
Corinthians,Santos,27,[0.7232 0.16   0.1122],[0.705  0.1754 0.117 ],[0.6971 0.1814 0.1194],[0.7186 0.1702 0.1083],[0.7027 0.1773 0.1175],[0.7249 0.1649 0.1067],[0.6372 0.17   0.1891],[0.593  0.1984 0.2064],[0.4342 0.2266 0.3384],0.1033,0.11653510800762894,0.11812740978976088,0.11575996096579633,0.07386957930692614,0.07603733667913402,0.05610018405082615,0.11480708000000003,0.04514082000000002,0.13147916,0.05066796000000001,0.13891072999999998,0.05325753499999998,0.11988288999999999,0.04577990499999999,0.13362883,0.05139677,0.11425691,0.04391815000000002,0.19628265000000003,0.08440468500000001,0.24761252,0.10458390000000001,0.4859917600000001,0.21759346000000007,0.36215801999999997,0.147408885
Goiás,Joinville,27,[0.4929 0.3384 0.1687],[0.5084 0.3424 0.1493],[0.494  0.3501 0.1559],[0.5249 0.3359 0.1392],[0.4957 0.3487 0.1556],[0.5272 0.3339 0.1389],[0.4518 0.2998 0.2485],[0.5403 0.3084 0.1513],[0.488  0.3252 0.1868],0.042,0.04409394990297037,0.04131665943724674,0.04826937986638864,0.03514044079072833,0.05364594944624625,0.04252748456127821,0.40012465999999997,0.14280505000000002,0.38119881,0.131965605,0.40291082,0.14017040499999997,0.35792546,0.12254832499999999,0.40012154,0.13926492499999998,0.35432225999999994,0.121416525,0.45215553,0.181112905,0.32932634000000005,0.11710788999999999,0.40279328,0.14851912,0.36215801999999997,0.147408885
Vasco,Sport,27,[0.1624 0.2771 0.5604],[0.1376 0.2587 0.6035],[0.1321 0.2526 0.6151],[0.1481 0.2578 0.594 ],[0.1308 0.2546 0.6144],[0.1465 0.2618 0.5915],[0.145  0.1996 0.6548],[0.1876 0.2545 0.5577],[0.1843 0.3209 0.4948],0.0347,0.030131201618579014,0.02861794970440014,0.0324319429238251,0.03581088440978413,0.0459573505642072,0.033171649805942324,1.0924063300000002,0.50786701,1.1748717000000002,0.5540937450000001,1.1954051799999998,0.56592227,1.14503045,0.5393442150000001,1.19781716,0.56662092,1.1468737400000002,0.5392855900000001,1.1996282,0.58028726,1.0357933,0.48562310500000005,1.01317034,0.45509676499999996,0.36215801999999997,0.147408885
Atlético-MG,Flamengo,27,[0.6048 0.215  0.1793],[0.6791 0.1825 0.1359],[0.678  0.1816 0.1378],[0.6756 0.1865 0.1358],[0.6822 0.1795 0.1355],[0.6821 0.1833 0.1323],[0.5222 0.2057 0.2713],[0.675  0.1675 0.1519],[0.4367 0.2569 0.3063],0.0316,0.04230546688577344,0.04381882395719443,0.041312479478048204,0.02886523942370545,0.051847058712047034,0.016356127021481252,0.23455652999999999,0.094327945,0.15475186999999996,0.06106880999999998,0.1556514,0.06170145999999998,0.15845925000000002,0.06212809000000001,0.15157733999999998,0.06006578499999998,0.15216259,0.05959142999999998,0.34420902,0.151165945,0.15675485999999997,0.06523130499999999,0.47712419000000006,0.20559393,0.36215801999999997,0.147408885
Avaí,São Paulo,27,[0.3059 0.25   0.4439],[0.3093 0.2559 0.4346],[0.2832 0.2523 0.4643],[0.3226 0.2642 0.4131],[0.2886 0.2509 0.4602],[0.332  0.261  0.4068],[0.2558 0.2019 0.5412],[0.2541 0.2456 0.4999],[0.3936 0.2997 0.3066],0.0734,0.07347139019775827,0.07020733349440983,0.0766841353462241,0.06269612230211176,0.06383492327867109,0.07551172831919478,0.7413220199999999,0.33949982999999995,0.73142846,0.33305878499999997,0.79303202,0.36478126499999997,0.69932401,0.314802505,0.7808248100000001,0.35907515,0.67983124,0.30593651999999993,0.8874946899999998,0.42396206999999997,0.8665861800000001,0.40333353,0.5515446100000001,0.23089293000000002,0.36215801999999997,0.147408885
Palmeiras,Grêmio,27,[0.4283 0.2682 0.3034],[0.4891 0.2537 0.257 ],[0.4678 0.2548 0.2772],[0.5086 0.2492 0.242 ],[0.472  0.2554 0.2724],[0.5151 0.2496 0.235 ],[0.3771 0.2264 0.3962],[0.6869 0.1738 0.1357],[0.5714 0.226  0.2019],0.0222,0.025613150327193673,0.025871546303992028,0.025352133787941468,0.029450341338929115,0.03811051456298981,0.03051462200851075,0.49082369000000003,0.209476575,0.39143150000000004,0.16358534500000005,0.42499971999999997,0.18009382,0.3621386,0.15006741999999995,0.41821492000000005,0.1765474,0.35265316999999996,0.14524709500000002,0.59623581,0.27260837500000007,0.14665254000000005,0.05872453000000002,0.27553757,0.112372605,0.36215801999999997,0.147408885
Internacional,Figueirense,27,[0.6127 0.2405 0.1466],[0.5671 0.2655 0.1672],[0.5591 0.27   0.1708],[0.584  0.2569 0.1589],[0.56   0.2695 0.1704],[0.5838 0.2568 0.1592],[0.5428 0.2288 0.2281],[0.6618 0.1872 0.1486],[0.4125 0.2989 0.2885],0.1082,0.11535777041318288,0.11630860536522668,0.11288317289759424,0.10783979454359165,0.08674055869383236,0.1333314634448289,0.9737331000000001,0.19847578500000002,0.8890484999999999,0.174812605,0.87466545,0.170899815,0.9185028199999999,0.18318442499999998,0.8762664099999999,0.17133513,0.9185133200000001,0.18311542,0.9414108899999998,0.17339924499999998,1.12070504,0.23039300000000001,0.7449297100000001,0.12672310999999997,0.8609580199999999,0.156308885
Coritiba,Atlético-PR,27,[0.3464 0.3852 0.2684],[0.3339 0.3607 0.3054],[0.3268 0.3602 0.313 ],[0.34   0.3625 0.2975],[0.3282 0.3591 0.3127],[0.3428 0.3607 0.2965],[0.3364 0.3177 0.3459],[0.4032 0.322  0.2748],[0.2728 0.3262 0.401 ],0.0716,0.06776362902017954,0.06610132698463697,0.07036597981189556,0.0646380528004723,0.08569493505768952,0.050525925070777036,0.64761056,0.24961575999999996,0.66706286,0.268479185,0.68091128,0.27558362,0.6555124999999999,0.26205312499999994,0.67804934,0.27454826499999996,0.6499285800000001,0.259912045,0.66094506,0.280005885,0.53536928,0.21584263999999997,0.7960272800000001,0.34481042000000006,0.36215801999999997,0.147408885
Chapecoense,Cruzeiro,27,[0.364 0.356 0.28 ],[0.3779 0.3614 0.2607],[0.3751 0.3553 0.2696],[0.3697 0.3624 0.2679],[0.3785 0.357  0.2645],[0.375  0.3654 0.2596],[0.3299 0.2918 0.3783],[0.4362 0.3709 0.1929],[0.2875 0.3766 0.3359],0.0527,0.047559927176503966,0.048627653118766094,0.04721262848781435,0.0741073402557258,0.0301977337418198,0.0684599496241052,0.777632,0.32544799999999996,0.8199828600000001,0.34468645000000003,0.8004222599999998,0.33709208499999993,0.80398226,0.33632425,0.8116715,0.34211125000000003,0.82233432,0.34440857999999996,0.5804921399999999,0.24767245000000004,0.9792476600000001,0.42084042499999996,0.66551262,0.2618425299999999,0.91675802,0.424708885
Ponte Preta,Fluminense,27,[0.4211 0.3208 0.2581],[0.4533 0.2972 0.2495],[0.4494 0.3009 0.2497],[0.4716 0.2845 0.2438],[0.4428 0.3057 0.2515],[0.4621 0.291  0.2469],[0.3856 0.2722 0.3422],[0.5485 0.2317 0.2192],[0.3696 0.2651 0.3652],0.0246,0.03199736425228611,0.029198796256375937,0.03419627200661421,0.027765660994754776,0.05874195553133854,0.03522309462100185,0.5046534599999999,0.20087040999999997,0.44945898,0.18056556999999998,0.45605125999999996,0.182755225,0.41958524999999997,0.16934689,0.4671765799999999,0.18686204499999992,0.43497702000000005,0.17514801000000002,0.5686810400000001,0.24729410000000004,0.30558578000000003,0.126082325,0.6010532100000001,0.26542413000000004,0.36215801999999997,0.147408885
Santos,Internacional,28,[0.6201 0.2197 0.1595],[0.6185 0.2247 0.1562],[0.6031 0.2318 0.1646],[0.632  0.2192 0.1481],[0.6035 0.2309 0.1652],[0.6342 0.2173 0.1478],[0.5419 0.2109 0.2466],[0.7286 0.1564 0.1098],[0.6391 0.2104 0.1496],0.0606,0.05777865497381623,0.05607460204990121,0.05999306668893329,0.05937432160814525,0.07953103766608878,0.06358589416907183,0.21803234999999999,0.08499427,0.22043077999999997,0.08506442499999997,0.23835401,0.09239393500000001,0.20540624999999998,0.078782965,0.23781809999999998,0.09231788499999997,0.20287377,0.07793119000000001,0.31514597999999994,0.13548190499999996,0.11017495999999999,0.043454999999999994,0.19689713,0.07644993499999998,0.36215801999999997,0.147408885
Atlético-PR,Ponte Preta,28,[0.5442 0.2928 0.1629],[0.5431 0.2729 0.1839],[0.5193 0.282  0.1986],[0.5789 0.2567 0.1642],[0.5167 0.2837 0.1995],[0.5747 0.2593 0.1658],[0.461  0.2716 0.2674],[0.5509 0.2421 0.2067],[0.5688 0.2335 0.1973],0.0323,0.0416150641742333,0.043884925130960185,0.038723773607200564,0.055406653361501426,0.05312124279882299,0.0517501486186362,1.08262189,0.498361325,1.03545123,0.48040681000000013,0.99143845,0.4558770949999999,1.0995817399999999,0.516676305,0.98826483,0.45380953000000007,1.09340622,0.5129180649999999,0.8229903199999998,0.37461188,0.99142811,0.4661699499999999,1.02238298,0.483609445,0.91675802,0.424708885
São Paulo,Palmeiras,28,[0.5123 0.23   0.2571],[0.4915 0.2414 0.2667],[0.5037 0.2384 0.2574],[0.5111 0.2403 0.2482],[0.4941 0.2397 0.2658],[0.4961 0.2425 0.2611],[0.3982 0.2103 0.3908],[0.4983 0.2454 0.2559],[0.3259 0.2594 0.4146],0.1063,0.11377623760018747,0.11269349144089408,0.11462782441210718,0.08891838223287485,0.11646822982477721,0.12328258340974074,0.9214517,0.16443047,0.8881751,0.15645741000000002,0.9000030100000002,0.16011317500000002,0.89997054,0.161512665,0.8928405399999998,0.15749870500000002,0.88809467,0.15722263,0.9349139700000001,0.15591799,0.8832088599999999,0.15699637000000002,0.8265923299999999,0.139093455,0.8609580199999999,0.156308885
Flamengo,Vasco,28,[0.8705 0.0882 0.0292],[0.8427 0.1128 0.0384],[0.8363 0.1164 0.0414],[0.8609 0.0988 0.0318],[0.8355 0.1171 0.0417],[0.8584 0.1011 0.0325],[0.8103 0.1129 0.0685],[0.781  0.1405 0.0734],[0.6726 0.251  0.0763],0.0086,0.010633210665864555,0.011639828075769394,0.009056101099369256,0.01971608633294479,0.022164792749590254,0.012379185720621492,1.7080021300000001,0.8385111750000002,1.6475416900000002,0.8115803749999999,1.6318606100000002,0.8035348950000002,1.6883214899999999,0.831122575,1.63011155,0.8027697500000001,1.68312802,0.8287774050000001,1.53702475,0.75447661,1.48828881,0.7295746300000001,1.3686134499999998,0.652713865,0.91675802,0.424708885
Figueirense,Corinthians,28,[0.1777 0.2249 0.5968],[0.1932 0.2512 0.5553],[0.178  0.2493 0.5724],[0.1961 0.2523 0.5513],[0.1814 0.2486 0.5698],[0.2038 0.2517 0.5442],[0.1351 0.1596 0.702 ],[0.234  0.2133 0.5514],[0.2941 0.251  0.4546],0.0601,0.04931138781277733,0.04967721409903193,0.04956424255228798,0.07641706497137836,0.06561929224442765,0.04765568451701726,0.24472754,0.09683220499999999,0.29818577,0.11740884500000001,0.27667624999999996,0.10713469,0.30344219,0.11975893000000001,0.27977996000000005,0.108903,0.31264097,0.12450739000000001,0.13252817,0.05255549499999999,0.30149485,0.12741749000000002,0.44695697,0.19181445499999994,0.91675802,0.424708885
Joinville,Atlético-MG,28,[0.2796 0.3305 0.3899],[0.2415 0.3126 0.4459],[0.2381 0.313  0.4489],[0.248  0.3182 0.4337],[0.2379 0.3113 0.4508],[0.2477 0.3153 0.437 ],[0.2412 0.259  0.4998],[0.234  0.2523 0.5135],[0.1743 0.2518 0.5736],0.0253,0.027143057169283735,0.02711703059766471,0.0270091191305386,0.03501168666432083,0.04615452789736314,0.033532006180179375,0.67842842,0.11509908499999996,0.7296678200000001,0.12857453,0.7301718200000001,0.12910140999999997,0.7144509299999999,0.12484322499999999,0.7341247399999999,0.129908525,0.72113838,0.12616214499999998,0.8570584800000001,0.15398874,0.8774935400000001,0.15932186499999998,0.9192006899999999,0.17987089499999998,0.8609580199999999,0.156308885
Fluminense,Goiás,28,[0.436  0.3184 0.2455],[0.451  0.3231 0.2259],[0.4415 0.327  0.2314],[0.4461 0.3197 0.2342],[0.4492 0.3275 0.2233],[0.4586 0.3197 0.2217],[0.3781 0.2726 0.3492],[0.5534 0.2732 0.1733],[0.3956 0.3048 0.2995],0.0956,0.10144184504754235,0.10151558204287253,0.10349331380407112,0.07099061717313346,0.12599568452646404,0.08058399707354205,0.47974481,0.18920768500000004,0.4568254199999999,0.17621590499999995,0.47239721,0.182757255,0.46386294,0.180827425,0.46049977999999997,0.176621765,0.44447294,0.171132425,0.5830110100000001,0.254385055,0.30412269,0.114759565,0.54790265,0.22752976500000002,0.36215801999999997,0.147408885
Sport,Chapecoense,28,[0.6068 0.262  0.1311],[0.6225 0.248  0.1292],[0.621  0.246  0.1327],[0.6335 0.2388 0.1274],[0.62   0.2489 0.1309],[0.631  0.2437 0.1251],[0.5424 0.2466 0.2109],[0.6769 0.2178 0.1048],[0.5432 0.2675 0.1891],0.0724,0.07707409659515789,0.07636731727799757,0.0794623365986402,0.05501514570506591,0.09294542589273357,0.05745433499114079,0.24043745000000002,0.085909845,0.22070288999999998,0.07963829499999998,0.22176628999999998,0.080665045,0.20757845000000005,0.07531481500000002,0.22348602,0.08079362500000001,0.2112007,0.075930565,0.31468813,0.126959385,0.16281349000000003,0.05774097500000002,0.31598129999999996,0.122250385,0.36215801999999997,0.147408885
Cruzeiro,Coritiba,28,[0.4722 0.3622 0.1656],[0.4933 0.3486 0.1581],[0.4808 0.3516 0.1677],[0.5085 0.3461 0.1454],[0.4833 0.3498 0.1669],[0.5126 0.3433 0.1441],[0.4357 0.3151 0.2492],[0.4138 0.3626 0.2235],[0.4994 0.3413 0.1593],0.1134,0.12045793570912576,0.11668160435564394,0.12762939108928298,0.09442004754162378,0.0926937632317668,0.12207280002735997,0.4371850400000001,0.15299810000000003,0.40326245999999993,0.14087024999999995,0.42131449,0.148829205,0.38249862000000007,0.13135670500000002,0.4171945399999999,0.14741724999999997,0.37617846000000005,0.12916178500000006,0.47982314,0.19026756500000003,0.52506145,0.19681370500000003,0.39246253999999986,0.13798842499999994,0.36215801999999997,0.147408885
Grêmio,Avaí,28,[0.8207 0.1237 0.0499],[0.794  0.1371 0.0642],[0.7938 0.1364 0.0648],[0.7861 0.1428 0.067 ],[0.7979 0.134  0.063 ],[0.7929 0.1387 0.064 ],[0.7515 0.1437 0.1009],[0.7022 0.1748 0.1202],[0.451  0.2872 0.2617],0.0664,0.07035083058840891,0.07115154771475543,0.06937205191050654,0.07552468954838491,0.07456185361955507,0.03507934456570833,0.04994019000000001,0.017636170000000007,0.06535404999999998,0.02360264999999999,0.06532244000000001,0.023707740000000015,0.07063404999999999,0.02541261499999999,0.06276940999999998,0.022754014999999985,0.06622409999999998,0.023794164999999996,0.09258275000000003,0.03637525000000002,0.13368792,0.051910839999999986,0.45237172999999986,0.18497012499999996,0.36215801999999997,0.147408885
Avaí,Vasco,29,[0.7085 0.1913 0.099 ],[0.7076 0.1983 0.0933],[0.6976 0.2024 0.0992],[0.7344 0.1838 0.0806],[0.696  0.2032 0.1   ],[0.7304 0.1861 0.0823],[0.626  0.1942 0.1788],[0.597  0.2199 0.1823],[0.5357 0.3451 0.1193],0.0881,0.08771387330595694,0.09060393576790618,0.08210473341246324,0.09165817341386553,0.10442833277829897,0.08933516851497117,1.16576894,0.25600686500000003,1.15212554,0.254776605,1.13265216,0.2483232,1.2120221600000003,0.27301802000000003,1.1293062399999998,0.24728863999999998,1.20269066,0.27022892500000006,1.0731590799999997,0.21210252,0.9981983,0.194967625,0.7301009900000001,0.15059156999999998,0.8609580199999999,0.156308885
Flamengo,Joinville,29,[0.6447 0.2291 0.1258],[0.6303 0.2378 0.1316],[0.6104 0.2452 0.1442],[0.6477 0.2315 0.1203],[0.6137 0.2433 0.1428],[0.6526 0.2287 0.1183],[0.5747 0.2217 0.2032],[0.6783 0.1953 0.1251],[0.6719 0.2296 0.0982],0.1448,0.1434080210048085,0.1378415680231446,0.14999869758912782,0.11034147052662344,0.127320312787071,0.1650966484204654,0.19455053999999997,0.07108234499999998,0.21054549000000003,0.07703789500000002,0.23270483999999997,0.08631977999999997,0.19217962999999996,0.06935408999999998,0.22881441999999996,0.08483836499999999,0.18698534000000003,0.06738830500000002,0.27132122000000003,0.11116660500000002,0.15728298999999998,0.059734769999999986,0.17000900999999996,0.05867597499999997,0.36215801999999997,0.147408885
Santos,Fluminense,29,[0.6719 0.1928 0.1337],[0.6181 0.2146 0.1664],[0.6045 0.2204 0.1743],[0.6491 0.2001 0.1494],[0.5936 0.2249 0.1809],[0.6342 0.2067 0.158 ],[0.5886 0.1935 0.2166],[0.7331 0.157  0.1052],[0.6275 0.2119 0.1597],0.0691,0.06379043162857731,0.06035782991020838,0.06649999539963707,0.06748660154587571,0.07842800584121172,0.06431490549267488,0.16269713999999996,0.06297912999999998,0.21958973000000004,0.086918855,0.2353769,0.09354044999999997,0.18549118,0.072936705,0.24846577999999997,0.099051785,0.20149853,0.07956183000000001,0.25360777,0.10836602999999999,0.10695165000000002,0.04166785500000001,0.20916195000000007,0.08227471000000003,0.36215801999999997,0.147408885
Ponte Preta,Corinthians,29,[0.2002 0.2743 0.5254],[0.2473 0.2872 0.4654],[0.2385 0.2925 0.469 ],[0.2422 0.2836 0.4742],[0.2438 0.2929 0.4632],[0.2521 0.284  0.4638],[0.1742 0.2073 0.6179],[0.3037 0.2344 0.4613],[0.2408 0.2112 0.5466],0.0322,0.035368840384416726,0.033108768216858944,0.037067039124069154,0.03945729219222072,0.06316535486725414,0.06294030665070748,0.84276569,0.15811515000000004,0.7858382899999999,0.138923775,0.7773995,0.13842162500000005,0.7967554399999999,0.14176323999999998,0.7739830900000001,0.13704267,0.79132085,0.139378815,1.04051934,0.20644412500000003,0.8911747400000001,0.15279283,0.9789616399999999,0.17914530000000004,0.8609580199999999,0.156308885
Cruzeiro,Grêmio,29,[0.2841 0.3385 0.3774],[0.3218 0.3306 0.3475],[0.3086 0.3272 0.3642],[0.3479 0.3325 0.3196],[0.3076 0.3276 0.3648],[0.3462 0.3335 0.3204],[0.2586 0.2646 0.4768],[0.3586 0.3103 0.3311],[0.3759 0.3108 0.3133],0.1824,0.16808715003753028,0.1643906293630931,0.17234184510335762,0.10669724185953561,0.13819890853274486,0.1397404333868134,0.6607258199999999,0.11157178499999998,0.6724078499999999,0.112190505,0.6805354400000001,0.11393780000000003,0.6687348200000001,0.111589285,0.6798185600000001,0.1138484,0.66673285,0.11122327000000001,0.8350253600000002,0.1471061,0.7139072599999999,0.11911058499999996,0.7144543400000001,0.11972884999999997,0.8609580199999999,0.156308885
