Home,Away,Rodada,prob_PD_gol,prob_PD_gol_Fina_RB,prob_PD_gol_FinC_RB,prob_PD_gol_Fina,prob_PD_gol_FinC,prob_binpo_log,prob_DC,prob_PB,prob_PD_gol_placar,prob_PD_gol_Fina_RB_placar,prob_PD_gol_FinC_RB_placar,prob_PD_gol_Fina_placar,prob_PD_gol_FinC_placar,prob_binpo_log_placar,prob_DC_placar,prob_PB_placar,prob_binpo_p,prob_binpo_p_placar,Defi_PB,RPS_PB,Acertos_PB,Defi_PD_gol,RPS_PD_gol,Acertos_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Acertos_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Acertos_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Acertos_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Acertos_PD_gol_Fina,Defi_DC,RPS_DC,Acertos_DC,Defi_binpo_log,RPS_binpo_log,Acertos_binpo_log,Defi_binpo_p,RPS_binpo_p,Acertos_binpo_p,Defi_palp_br,RPS_palp_br,Acertos_palp_br_binpo_p
Paraná,Atlético-MG,34,[0.1509 0.2649 0.5841],[0.1626 0.275  0.5623],[0.1485 0.263  0.5884],[0.1632 0.2757 0.561 ],[0.1487 0.2635 0.5876],[0.2827 0.242  0.4748],[0.1165 0.2157 0.6669],[0.1158 0.3086 0.5754],0.18596189140125383,0.1869073754271927,0.18600390459365054,0.18722037628553723,0.18630550749420205,0.09260806805956343,0.1382685579283744,0.1959,[0.1629 0.2947 0.5423],0.20306837159328378,0.28892875999999995,0.09676252,1,0.26591563000000007,0.09783023000000002,1,0.26063580999999997,0.09569225499999999,1,0.29364504999999996,0.10896626499999999,1,0.2616177,0.096010285,1,0.29536572999999994,0.10963373,1,0.17105434999999997,0.06196495,1,0.41431832999999996,0.17761481499999995,1,0.32287379,0.11796709,1,0.91675802,0.424708885,0
Vasco,Atlético-PR,34,[0.3732 0.2687 0.358 ],[0.4113 0.2589 0.3296],[0.3704 0.2679 0.3616],[0.408  0.261  0.3308],[0.3677 0.2698 0.3624],[0.4222 0.2423 0.3351],[0.2547 0.2471 0.4978],[0.3352 0.3044 0.3603],0.12769719433197305,0.12298419603860893,0.12736219355975287,0.1241131228300724,0.1281587572819316,0.11197977542351066,0.11602222231970545,0.1311,[0.4526 0.2442 0.3029],0.11431987219324587,0.72603449,0.12112360500000001,0,0.8022419300000001,0.13375693000000002,0,0.80392113,0.13401152999999996,0,0.82703306,0.13896788499999999,0,0.79972909,0.13330477500000001,0,0.8220136399999999,0.13801251999999997,0,0.87953534,0.156537745,0,0.8646541400000001,0.14540662500000004,0,0.86782881,0.148388545,0,0.8609580199999999,0.156308885,0
Internacional,América-MG,34,[0.7246 0.2009 0.0739],[0.7477 0.1868 0.0646],[0.7222 0.2026 0.0745],[0.7456 0.1878 0.0657],[0.7201 0.2035 0.0757],[0.7377 0.1755 0.0852],[0.6466 0.2336 0.1193],[0.7156 0.2393 0.0446],0.1789774049239828,0.18380464543558775,0.17895421461644606,0.18294821244448395,0.17806894756373584,0.1521176037607568,0.14408063950990047,0.1648,[0.6276 0.2304 0.1415],0.13478085501560041,0.14013700999999998,0.041458809999999985,1,0.12166717999999999,0.040697885,1,0.12376985000000001,0.04141418500000001,1,0.10272268999999999,0.033973174999999994,1,0.12548675,0.042090730000000014,1,0.10430468999999998,0.03457786499999999,1,0.19369301000000005,0.06962192500000003,1,0.10686057999999998,0.03816904499999999,1,0.21178816999999994,0.07942300499999998,1,0.36215801999999997,0.147408885,1
Sport,Vitória,34,[0.5734 0.2199 0.2058],[0.5986 0.2105 0.1898],[0.5665 0.2227 0.21  ],[0.6002 0.2094 0.1891],[0.5678 0.2219 0.2095],[0.5578 0.2073 0.2332],[0.4636 0.2403 0.2954],[0.5775 0.2581 0.1639],0.05031860049892712,0.04603885335044181,0.051903780915305515,0.045252060323262226,0.05115995130171033,0.031763544771927825,0.04642671022748387,0.0884,[0.422  0.2943 0.2837],0.12015414392100579,0.9107850700000001,0.18026693,0,0.9796972100000001,0.18575663000000003,0,0.96921754,0.182679765,0,1.01765625,0.19738299,0,0.9717267,0.18331178499999998,0,1.0210472099999999,0.19824694499999998,0,0.87933021,0.15130033,0,0.99389637,0.18316086999999998,0,0.7565821799999999,0.129284845,0,0.8609580199999999,0.156308885,0
Palmeiras,Fluminense,34,[0.7778 0.1617 0.0587],[0.7944 0.1527 0.0509],[0.7748 0.1635 0.0601],[0.7945 0.1527 0.0508],[0.7746 0.1637 0.06  ],[0.7962 0.145  0.0558],[0.7149 0.1939 0.0899],[0.8265 0.1443 0.0263],0.12739674187675548,0.13445590182425876,0.1261998416553289,0.13455178795714784,0.12617915386862819,0.13044884021966488,0.1032401471654785,0.1242,[0.6273 0.2269 0.1452],0.07735991858719565,0.05161643,0.01548165,1,0.07896541999999998,0.02651816499999999,1,0.08105929999999999,0.02726224499999999,1,0.06817946,0.022536884999999996,1,0.08120285000000003,0.027307470000000018,1,0.06812818,0.022511044999999997,1,0.12696123,0.04480057000000001,1,0.06567308,0.022500439999999993,1,0.21147194000000002,0.08008164500000002,1,0.36215801999999997,0.147408885,1
Chapecoense,Botafogo,34,[0.4823 0.2694 0.2482],[0.5066 0.2627 0.2306],[0.4829 0.268  0.249 ],[0.5008 0.2653 0.2337],[0.4777 0.2702 0.252 ],[0.544  0.2471 0.2086],[0.3858 0.2752 0.3388],[0.4652 0.32   0.2147],0.08872089936550423,0.08286594853766484,0.0878364212164662,0.08483633343288285,0.08963939895376051,0.07176264835504384,0.08608125387321909,0.0887,[0.4289 0.3105 0.2606],0.11740317206525454,0.93550713,0.41647504500000004,0,0.87039289,0.398833095,0,0.86901741,0.39852161500000005,0,0.91763121,0.4242330300000002,0,0.86070933,0.393775855,0,0.90840042,0.418854945,0,0.66176212,0.29288134,0,0.98330837,0.46088765000000004,0,0.8270778200000002,0.3653337850000001,0,0.91675802,0.424708885,0
Bahia,Ceará,34,[0.5103 0.299  0.1906],[0.5499 0.2853 0.1647],[0.5058 0.301  0.1932],[0.5504 0.2846 0.1649],[0.5054 0.3005 0.1941],[0.5478 0.2465 0.2053],[0.4022 0.3016 0.2962],[0.4575 0.3667 0.1758],0.0752921118932478,0.07679324366639965,0.07482564479122998,0.07708813853003507,0.07511488049648912,0.09528274367394209,0.08030920105751532,0.082,[0.4979 0.3098 0.1922],0.07129149407272169,0.45968078,0.16260594499999997,1,0.36553545000000004,0.13808629500000003,1,0.37216087999999997,0.14077994,1,0.31111218999999996,0.11487452999999997,1,0.37260422000000004,0.14115198500000004,1,0.31032933,0.114682585,1,0.53606184,0.22254964000000002,1,0.30739518000000005,0.12339874500000002,1,0.38502128999999996,0.14454185499999997,1,0.36215801999999997,0.147408885,1
Flamengo,Santos,34,[0.6371 0.2282 0.1342],[0.6518 0.2245 0.1232],[0.6358 0.2287 0.135 ],[0.6507 0.2248 0.124 ],[0.6354 0.2288 0.1354],[0.6281 0.2114 0.1596],[0.5015 0.2638 0.2345],[0.6015 0.268  0.1302],0.15930466381752914,0.16512102521986996,0.15922132487550272,0.16478512497893888,0.15892382659670007,0.11539252074527732,0.11350047530888825,0.1631,[0.5456 0.2359 0.2181],0.11079255180749696,0.24757828999999998,0.08791629499999999,1,0.20178129,0.07492037500000001,1,0.20317032999999995,0.07550106999999999,1,0.18682173,0.06827258999999998,1,0.20361576,0.07568748000000002,1,0.18792153000000006,0.06875549500000003,1,0.3730829400000001,0.15179319000000005,1,0.20847173,0.08203533499999999,1,0.30969578000000003,0.12711088500000003,1,0.36215801999999997,0.147408885,1
Cruzeiro,Corinthians,34,[0.4381 0.3426 0.2193],[0.4687 0.3339 0.1974],[0.4275 0.3472 0.2253],[0.4747 0.3307 0.1947],[0.4322 0.3449 0.2229],[0.5101 0.2467 0.2429],[0.408  0.3107 0.2813],[0.4717 0.3624 0.1659],0.19996073668112416,0.20705709970737624,0.1990329449417996,0.20691778478966902,0.1992503940322551,0.11228568364474453,0.13819289105507596,0.1875,[0.4811 0.2812 0.2376],0.1504782896398252,0.43795746,0.15331184999999997,1,0.48119886000000006,0.18191205000000005,1,0.49906418,0.18925817000000003,1,0.43273565999999997,0.16062322499999998,1,0.4910372600000001,0.18604062500000007,1,0.42321066999999996,0.15690463,1,0.5261281800000001,0.21479684500000007,1,0.35986331000000005,0.14957417,1,0.40478440999999993,0.16287925499999997,1,0.36215801999999997,0.147408885,1
São Paulo,Grêmio,34,[0.4367 0.3101 0.2532],[0.4255 0.3211 0.2534],[0.4309 0.3107 0.2584],[0.4336 0.3185 0.2479],[0.438  0.3085 0.2534],[0.4474 0.2902 0.2623],[0.3792 0.2847 0.336 ],[0.4334 0.3591 0.2074],0.130656781809307,0.13001337687543216,0.13119031120771374,0.12957133796358303,0.1307276691566961,0.1308194535104192,0.1353297525285133,0.1339,[0.3495 0.3026 0.3478],0.13519432729065262,0.6416031300000001,0.11544591000000001,0,0.7307791399999999,0.12740856500000003,0,0.7275798600000001,0.126222685,0,0.7061670200000001,0.12263090500000001,0,0.7342278099999999,0.12805313000000001,0,0.7139056199999999,0.124731685,0,0.7683427300000001,0.12837793000000003,0,0.77278409,0.134510265,0,0.72948185,0.12159233500000002,0,0.8609580199999999,0.156308885,0
