Home,Away,Rodada,prob_PB,prob_PD_gol,prob_PD_gol_FinC_RB,prob_PD_gol_Fina_RB,prob_PD_gol_FinC,prob_PD_gol_Fina,prob_DC,prob_binpo_log,prob_binpo_p,prob_PB_placar,prob_PD_gol_placar,prob_PD_gol_FinC_placar,prob_PD_gol_Fina_placar,prob_DC_placar,prob_binpo_log_placar,prob_binpo_p_placar,Defi_PB,RPS_PB,Defi_PD_gol,RPS_PD_gol,Defi_PD_gol_FinC_RB,RPS_PD_gol_FinC_RB,Defi_PD_gol_Fina_RB,RPS_PD_gol_Fina_RB,Defi_PD_gol_FinC,RPS_PD_gol_FinC,Defi_PD_gol_Fina,RPS_PD_gol_Fina,Defi_DC,RPS_DC,Defi_binpo_log,RPS_binpo_log,Defi_binpo_p,RPS_binpo_p,Defi_palp_br,RPS_palp_br
Corinthians,Atlético-MG,20,[0.5636 0.3001 0.1362],[0.5821 0.2674 0.1504],[0.5801 0.2686 0.1511],[0.5917 0.2662 0.1419],[0.5819 0.2674 0.1506],[0.5944 0.2644 0.1411],[0.4882 0.2323 0.2793],[0.5888 0.2198 0.1905],[0.5234 0.2643 0.2122],0.2016,0.18868604922832016,0.1886316531264449,0.19319094652405205,0.13640798570988585,0.1054819272420957,0.14627291258980413,0.29905540999999997,0.10451133000000001,0.2687633300000001,0.09864533500000003,0.2712931800000001,0.09960387000000002,0.25770694,0.09345067,0.26899073000000007,0.09875905500000003,0.25432793,0.09222440499999998,0.39391102,0.170029765,0.25368773,0.102860105,0.34203089000000003,0.13610943000000003,0.36215801999999997,0.147408885
Palmeiras,Criciúma,20,[0.5335 0.349  0.1174],[0.5622 0.3019 0.1359],[0.5643 0.3009 0.1347],[0.5738 0.297  0.1292],[0.5621 0.3019 0.1359],[0.5707 0.2983 0.1309],[0.4699 0.289  0.2412],[0.5968 0.279  0.1241],[0.462  0.3688 0.1692],0.2353,0.22713484226362177,0.22715351246789553,0.22859295929922246,0.20016904432631707,0.21990569407492405,0.23602065334346115,0.35320601,0.11571425500000002,0.30128126,0.10506882499999998,0.29851939,0.10400276999999998,0.28654808,0.09916954,0.30136883,0.10512620999999997,0.29041619,0.10072975,0.42270445,0.16956761500000003,0.25581205,0.088997945,0.45408608000000006,0.15903632,0.36215801999999997,0.147408885
Grêmio,Atlético-PR,20,[0.5999 0.2723 0.1276],[0.5649 0.2629 0.172 ],[0.5675 0.2615 0.1708],[0.5888 0.2515 0.1594],[0.5646 0.2631 0.1722],[0.5851 0.2536 0.1611],[0.4975 0.2273 0.275 ],[0.4557 0.2503 0.2938],[0.3858 0.2611 0.3529],0.1888,0.16886122006325802,0.16891322734990727,0.16671884753169128,0.1316772614095939,0.09869951764346661,0.09647135960615055,0.25050906,0.08820644500000002,0.28801242000000005,0.10948244500000003,0.28461114000000004,0.10814864500000002,0.25774605,0.09729481,0.28844761,0.10963023000000001,0.26240818000000005,0.09907987000000003,0.3797965399999999,0.16412066499999994,0.44523102,0.191349265,0.5699532600000001,0.25096064500000004,0.36215801999999997,0.147408885
Figueirense,Fluminense,20,[0.4019 0.2491 0.3485],[0.2873 0.2544 0.4581],[0.2849 0.2539 0.461 ],[0.2857 0.2537 0.4604],[0.2874 0.2544 0.458 ],[0.2887 0.2544 0.4567],[0.279  0.1905 0.529 ],[0.1799 0.2198 0.5995],[0.1716 0.2564 0.5719],0.1101,0.12088862862737731,0.12088548996194054,0.1208696752020858,0.07818830675651059,0.10445098498422614,0.11529118745614109,0.84682667,0.14166242999999998,0.84831626,0.14629010999999995,0.85035422,0.146936745,0.8505563399999999,0.146888445,0.8482821200000001,0.14627301999999998,0.84784194,0.14605267,1.01297225,0.17963675,1.0004763,0.19636237000000004,0.9094571300000001,0.17831528499999996,0.8609580199999999,0.156308885
Cruzeiro,Bahia,20,[0.818  0.1501 0.0298],[0.7998 0.1461 0.0515],[0.7999 0.1461 0.0514],[0.812  0.1384 0.0465],[0.7998 0.1462 0.0515],[0.8118 0.1385 0.0467],[0.7334 0.1614 0.1037],[0.8066 0.1338 0.0552],[0.8121 0.1358 0.0487],0.0632,0.0724960129690054,0.07251479590055711,0.07013877661654516,0.08903300729917904,0.07807656638278561,0.07265028358910795,0.056542050000000024,0.017073010000000013,0.06407750000000002,0.02150680500000001,0.06402717999999999,0.02148138499999999,0.05666080999999997,0.018906884999999988,0.06410673000000001,0.021501145000000013,0.056782380000000014,0.01894916500000001,0.10787920999999996,0.041072424999999975,0.05835304000000001,0.020487540000000005,0.05611973999999999,0.01901618999999999,0.36215801999999997,0.147408885
Sport,Santos,20,[0.2731 0.3553 0.3716],[0.2953 0.3418 0.3629],[0.2964 0.3417 0.3619],[0.3005 0.3433 0.3562],[0.2953 0.3417 0.363 ],[0.299  0.3433 0.3577],[0.2236 0.2358 0.5405],[0.2594 0.3171 0.4235],[0.3219 0.3328 0.3452],0.0144,0.013301529208684925,0.013298987514214749,0.013381992630814793,0.013597828996718238,0.013169049375648693,0.016450270518714616,0.7927082599999999,0.333235085,0.74512574,0.31414925,0.7427834600000001,0.313012285,0.73403358,0.308089345,0.74512998,0.314185545,0.73720518,0.30967514500000004,0.9505388499999999,0.447522665,0.8283930199999999,0.36392030499999994,0.6897384899999999,0.28952585499999994,0.36215801999999997,0.147408885
Coritiba,Chapecoense,20,[0.3954 0.4467 0.1579],[0.4413 0.3776 0.1811],[0.4408 0.3776 0.1816],[0.4566 0.3713 0.172 ],[0.4412 0.3776 0.1812],[0.457  0.3714 0.1716],[0.3975 0.3149 0.2876],[0.4588 0.2999 0.2412],[0.4107 0.3685 0.2208],0.0176,0.030378937149946772,0.030366810049134153,0.033146947280437496,0.024870065800696207,0.03979940640844642,0.02699592907606453,0.59001446,0.19523678500000002,0.48752466,0.17247145,0.4882649599999999,0.17284159999999996,0.46273125,0.16245099,0.48767263999999994,0.17254543999999997,0.46223351999999995,0.16214777999999996,0.5448820200000001,0.222860005,0.44101489000000005,0.17556157000000003,0.53181938,0.19801356499999997,0.36215801999999997,0.147408885
Botafogo,São Paulo,20,[0.4209 0.308  0.271 ],[0.3951 0.2746 0.3302],[0.3962 0.2748 0.3289],[0.3959 0.2734 0.3306],[0.3952 0.2746 0.3301],[0.3943 0.273  0.3325],[0.3526 0.2344 0.4129],[0.3562 0.22   0.4228],[0.2035 0.2319 0.5641],0.0035,0.0051419427577189345,0.0051378368565706215,0.005366243548508849,0.007879422323654087,0.02053657381006964,0.012635489792649689,0.8034618099999999,0.354226015,0.6801412099999999,0.302301055,0.6828646899999999,0.30360772500000005,0.67958073,0.302349655,0.68035421,0.302407545,0.67555774,0.30038091,0.52395653,0.234447885,0.5084382799999999,0.22944294,0.28519867,0.11549283,0.91675802,0.424708885
Vitória,Internacional,20,[0.235  0.3029 0.462 ],[0.2711 0.2833 0.4455],[0.2695 0.2825 0.4479],[0.2623 0.2803 0.4573],[0.2712 0.2833 0.4454],[0.2645 0.2816 0.4539],[0.1964 0.1951 0.6077],[0.1574 0.2286 0.6135],[0.1941 0.2954 0.5105],0.0366,0.0474818653174725,0.04750468963942029,0.04594481912073059,0.02614498712786853,0.023144746861696805,0.03174390937095796,0.89041741,0.39938071,0.81002435,0.36492729,0.8140509099999998,0.36716712999999995,0.83189267,0.3767080300000001,0.80978949,0.36480985000000005,0.8262840200000001,0.37349273,1.05313626,0.508022925,1.1386149700000001,0.543485505,0.99734622,0.45504253,0.36215801999999997,0.147408885
Goiás,Flamengo,20,[0.4058 0.3586 0.2357],[0.4502 0.3362 0.2136],[0.4476 0.3374 0.215 ],[0.4512 0.3357 0.2131],[0.4501 0.3363 0.2136],[0.4548 0.3341 0.2111],[0.3757 0.265  0.3593],[0.5355 0.2721 0.1922],[0.3621 0.3252 0.3127],0.1772,0.1998696259271693,0.19988264191743713,0.20006929295887796,0.14538896848675012,0.16527147968323286,0.15413935747619875,0.5372220900000001,0.20429050500000004,0.4609354400000001,0.17395250000000004,0.46520952,0.17568538,0.45928753999999994,0.173296525,0.46111266,0.17400748500000002,0.45342906000000005,0.17090312500000002,0.5890719800000002,0.25942349000000003,0.32673949999999996,0.126389025,0.61045274,0.25234885,0.36215801999999997,0.147408885
