Ano,Rodada,home_team,away_team,placar_casa,placar_visitante,resultado,FS_h,FT_h,FD_h,FF_h,RB_h,FC_h,CA_h,FinC_h,Finalizacoes_h,FS_a,FT_a,FD_a,FF_a,RB_a,FC_a,CA_a,FinC_a,Finalizacoes_a,Proporcao_C_h,Proporcao_Tot_h,Proporcao_C_a,Proporcao_Tot_a,resultado_v
2015,4,Coritiba,Avaí,1.0,2.0,3,19.0,1.0,2.0,5.0,9.0,17.0,4.0,3.0,8.0,17.0,0.0,3.0,3.0,8.0,21.0,4.0,3.0,6.0,0.3333333333333333,0.125,0.6666666666666666,0.3333333333333333,[0 0 1]
2015,4,Flamengo,Fluminense,2.0,3.0,3,20.0,0.0,4.0,5.0,7.0,23.0,6.0,4.0,9.0,22.0,0.0,0.0,3.0,7.0,22.0,3.0,3.0,6.0,0.5,0.2222222222222222,1.0,0.5,[0 0 1]
2015,4,Figueirense,Cruzeiro,2.0,1.0,1,11.0,0.0,3.0,3.0,16.0,16.0,3.0,3.0,6.0,16.0,0.0,6.0,6.0,10.0,11.0,5.0,6.0,12.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.08333333333333333,[1 0 0]
2015,4,Joinville,Atlético-PR,1.0,2.0,3,13.0,0.0,2.0,3.0,11.0,12.0,0.0,2.0,5.0,11.0,0.0,4.0,4.0,14.0,13.0,4.0,4.0,8.0,0.5,0.2,0.5,0.25,[0 0 1]
2015,5,Fluminense,Coritiba,2.0,0.0,1,23.0,0.0,4.0,4.0,21.0,13.0,1.0,4.0,8.0,13.0,0.0,5.0,0.0,12.0,23.0,4.0,5.0,5.0,0.5,0.25,0.0,0.0,[1 0 0]
2015,5,Vasco,Ponte Preta,0.0,3.0,3,18.0,1.0,6.0,3.0,18.0,14.0,1.0,7.0,10.0,14.0,1.0,3.0,5.0,14.0,19.0,3.0,4.0,9.0,0.0,0.0,0.75,0.3333333333333333,[0 0 1]
2015,5,Atlético-PR,Figueirense,1.0,0.0,1,8.0,0.0,2.0,8.0,16.0,12.0,1.0,2.0,10.0,11.0,0.0,2.0,3.0,16.0,8.0,4.0,2.0,5.0,0.5,0.1,0.0,0.0,[1 0 0]
2015,5,Chapecoense,Joinville,2.0,0.0,1,13.0,0.0,1.0,2.0,19.0,15.0,3.0,2.0,4.0,15.0,0.0,5.0,3.0,13.0,13.0,5.0,5.0,8.0,1.0,0.5,0.0,0.0,[1 0 0]
2015,5,São Paulo,Santos,3.0,2.0,1,12.0,0.0,1.0,4.0,24.0,13.0,4.0,3.0,7.0,11.0,0.0,1.0,3.0,23.0,13.0,3.0,2.0,5.0,1.0,0.42857142857142855,1.0,0.4,[1 0 0]
2015,5,Sport,Goiás,1.0,0.0,1,13.0,1.0,2.0,4.0,20.0,11.0,2.0,3.0,7.0,10.0,0.0,4.0,4.0,13.0,13.0,4.0,4.0,8.0,0.3333333333333333,0.14285714285714285,0.0,0.0,[1 0 0]
2015,5,Palmeiras,Internacional,1.0,1.0,2,13.0,0.0,5.0,4.0,16.0,15.0,1.0,5.0,9.0,15.0,0.0,2.0,2.0,12.0,13.0,4.0,2.0,4.0,0.2,0.1111111111111111,0.5,0.25,[0 1 0]
2015,5,Grêmio,Corinthians,3.0,1.0,1,7.0,1.0,3.0,5.0,23.0,23.0,2.0,4.0,9.0,22.0,1.0,8.0,6.0,9.0,9.0,3.0,9.0,15.0,0.75,0.3333333333333333,0.1111111111111111,0.06666666666666667,[1 0 0]
2015,5,Cruzeiro,Flamengo,1.0,0.0,1,15.0,0.0,3.0,6.0,17.0,16.0,2.0,3.0,9.0,16.0,0.0,1.0,7.0,14.0,17.0,3.0,1.0,8.0,0.3333333333333333,0.1111111111111111,0.0,0.0,[1 0 0]
2015,5,Avaí,Atlético-MG,1.0,4.0,3,13.0,0.0,4.0,1.0,15.0,12.0,3.0,4.0,5.0,11.0,1.0,5.0,5.0,13.0,15.0,3.0,6.0,11.0,0.25,0.2,0.6666666666666666,0.36363636363636365,[0 0 1]
2015,6,Internacional,Coritiba,2.0,0.0,1,15.0,1.0,3.0,3.0,18.0,5.0,3.0,4.0,7.0,5.0,1.0,6.0,4.0,5.0,16.0,5.0,7.0,11.0,0.5,0.2857142857142857,0.0,0.0,[1 0 0]
2015,6,Santos,Ponte Preta,2.0,2.0,2,13.0,1.0,3.0,6.0,16.0,17.0,2.0,4.0,10.0,17.0,0.0,4.0,7.0,14.0,14.0,2.0,4.0,11.0,0.5,0.2,0.5,0.18181818181818182,[0 1 0]
2015,6,Flamengo,Chapecoense,1.0,0.0,1,13.0,0.0,2.0,9.0,6.0,14.0,2.0,2.0,11.0,12.0,0.0,3.0,1.0,8.0,12.0,0.0,3.0,4.0,0.5,0.09090909090909091,0.0,0.0,[1 0 0]
2015,6,Atlético-MG,Cruzeiro,1.0,3.0,3,9.0,0.0,2.0,4.0,13.0,12.0,0.0,2.0,6.0,12.0,0.0,2.0,4.0,21.0,12.0,0.0,3.0,7.0,0.5,0.16666666666666666,1.0,0.42857142857142855,[0 0 1]
2015,6,Fluminense,Sport,0.0,0.0,2,7.0,0.0,4.0,7.0,11.0,12.0,3.0,4.0,11.0,9.0,0.0,1.0,4.0,10.0,11.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,[0 1 0]
2015,6,Figueirense,Palmeiras,2.0,1.0,1,13.0,0.0,2.0,2.0,11.0,22.0,3.0,2.0,4.0,19.0,0.0,0.0,4.0,5.0,12.0,2.0,1.0,5.0,1.0,0.5,1.0,0.2,[1 0 0]
2015,6,Goiás,Avaí,0.0,1.0,3,15.0,0.0,3.0,3.0,6.0,15.0,2.0,3.0,6.0,14.0,0.0,0.0,7.0,12.0,16.0,4.0,1.0,8.0,0.0,0.0,1.0,0.125,[0 0 1]
2015,6,São Paulo,Grêmio,2.0,0.0,1,13.0,0.0,3.0,3.0,16.0,20.0,3.0,3.0,6.0,20.0,0.0,0.0,5.0,14.0,14.0,2.0,0.0,5.0,0.6666666666666666,0.3333333333333333,0.0,0.0,[1 0 0]
2015,6,Atlético-PR,Vasco,2.0,0.0,1,5.0,1.0,1.0,7.0,13.0,15.0,4.0,2.0,9.0,14.0,1.0,6.0,4.0,8.0,7.0,3.0,7.0,11.0,1.0,0.2222222222222222,0.0,0.0,[1 0 0]
2015,6,Joinville,Corinthians,0.0,1.0,3,9.0,0.0,4.0,8.0,11.0,8.0,1.0,4.0,12.0,7.0,1.0,2.0,5.0,14.0,9.0,1.0,3.0,8.0,0.0,0.0,0.3333333333333333,0.125,[0 0 1]
2015,7,Ponte Preta,Goiás,0.0,0.0,2,17.0,0.0,4.0,6.0,14.0,25.0,3.0,4.0,10.0,25.0,0.0,6.0,7.0,18.0,17.0,3.0,6.0,13.0,0.0,0.0,0.0,0.0,[0 1 0]
2015,7,Palmeiras,Fluminense,2.0,1.0,1,11.0,2.0,10.0,9.0,12.0,6.0,0.0,12.0,21.0,6.0,0.0,3.0,2.0,11.0,13.0,6.0,3.0,5.0,0.16666666666666666,0.09523809523809523,0.3333333333333333,0.2,[1 0 0]
2015,7,Grêmio,Atlético-PR,2.0,1.0,1,21.0,0.0,4.0,5.0,12.0,8.0,1.0,4.0,9.0,8.0,1.0,1.0,5.0,8.0,21.0,4.0,2.0,7.0,0.5,0.2222222222222222,0.5,0.14285714285714285,[1 0 0]
2015,7,Avaí,Figueirense,1.0,1.0,2,24.0,0.0,3.0,2.0,7.0,14.0,4.0,3.0,5.0,9.0,0.0,0.0,5.0,20.0,25.0,3.0,1.0,6.0,0.3333333333333333,0.2,1.0,0.16666666666666666,[0 1 0]
2015,7,Corinthians,Internacional,2.0,1.0,1,9.0,1.0,2.0,5.0,12.0,10.0,0.0,3.0,8.0,10.0,1.0,2.0,6.0,10.0,9.0,2.0,3.0,9.0,0.6666666666666666,0.25,0.3333333333333333,0.1111111111111111,[1 0 0]
2015,7,Coritiba,Flamengo,0.0,1.0,3,13.0,0.0,5.0,4.0,14.0,17.0,2.0,5.0,9.0,17.0,0.0,2.0,4.0,16.0,14.0,3.0,2.0,6.0,0.0,0.0,0.5,0.16666666666666666,[0 0 1]
2015,7,Chapecoense,São Paulo,0.0,1.0,3,26.0,0.0,3.0,6.0,12.0,5.0,2.0,3.0,9.0,5.0,0.0,2.0,2.0,5.0,29.0,4.0,2.0,4.0,0.0,0.0,0.5,0.25,[0 0 1]
2015,7,Atlético-MG,Santos,2.0,2.0,2,15.0,0.0,6.0,8.0,23.0,8.0,1.0,6.0,14.0,21.0,0.0,6.0,2.0,27.0,15.0,4.0,6.0,8.0,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.25,[0 1 0]
2015,7,Vasco,Cruzeiro,1.0,3.0,3,24.0,0.0,4.0,4.0,13.0,13.0,2.0,4.0,8.0,12.0,0.0,0.0,4.0,11.0,24.0,4.0,3.0,7.0,0.25,0.125,1.0,0.42857142857142855,[0 0 1]
2015,7,Sport,Joinville,2.0,1.0,1,12.0,0.0,3.0,4.0,5.0,10.0,0.0,3.0,7.0,10.0,0.0,7.0,10.0,13.0,13.0,4.0,7.0,17.0,0.6666666666666666,0.2857142857142857,0.14285714285714285,0.058823529411764705,[1 0 0]
2015,8,Cruzeiro,Chapecoense,0.0,1.0,3,15.0,0.0,1.0,6.0,14.0,9.0,4.0,1.0,7.0,8.0,0.0,2.0,3.0,13.0,16.0,3.0,2.0,5.0,0.0,0.0,0.5,0.2,[0 0 1]
2015,8,São Paulo,Avaí,1.0,1.0,2,12.0,0.0,1.0,9.0,12.0,14.0,1.0,1.0,10.0,12.0,0.0,2.0,5.0,5.0,13.0,5.0,2.0,7.0,1.0,0.1,0.5,0.14285714285714285,[0 1 0]
2015,8,Atlético-PR,Coritiba,2.0,2.0,2,17.0,0.0,4.0,7.0,18.0,8.0,2.0,4.0,11.0,6.0,0.0,4.0,6.0,11.0,17.0,3.0,4.0,10.0,0.5,0.18181818181818182,0.5,0.2,[0 1 0]
2015,8,Joinville,Goiás,2.0,1.0,1,12.0,0.0,4.0,3.0,22.0,13.0,4.0,4.0,7.0,13.0,0.0,2.0,5.0,17.0,12.0,4.0,2.0,7.0,0.5,0.2857142857142857,0.5,0.14285714285714285,[1 0 0]
2015,8,Santos,Corinthians,1.0,0.0,1,15.0,0.0,5.0,2.0,21.0,19.0,4.0,5.0,7.0,19.0,2.0,3.0,1.0,12.0,17.0,3.0,5.0,6.0,0.2,0.14285714285714285,0.0,0.0,[1 0 0]
2015,8,Flamengo,Atlético-MG,0.0,2.0,3,14.0,0.0,3.0,6.0,9.0,6.0,0.0,3.0,9.0,5.0,0.0,2.0,3.0,16.0,14.0,0.0,2.0,5.0,0.0,0.0,1.0,0.4,[0 0 1]
2015,8,Sport,Vasco,2.0,1.0,1,11.0,1.0,1.0,4.0,9.0,11.0,2.0,2.0,6.0,10.0,0.0,1.0,5.0,11.0,12.0,3.0,1.0,6.0,1.0,0.3333333333333333,1.0,0.16666666666666666,[1 0 0]
2015,8,Fluminense,Ponte Preta,2.0,0.0,1,17.0,0.0,4.0,6.0,12.0,16.0,2.0,4.0,10.0,15.0,0.0,3.0,5.0,15.0,17.0,3.0,3.0,8.0,0.5,0.2,0.0,0.0,[1 0 0]
2015,8,Figueirense,Internacional,0.0,0.0,2,18.0,0.0,4.0,8.0,28.0,16.0,4.0,4.0,12.0,16.0,0.0,3.0,6.0,25.0,18.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,[0 1 0]
2015,8,Grêmio,Palmeiras,1.0,0.0,1,7.0,0.0,2.0,3.0,7.0,11.0,4.0,2.0,5.0,10.0,0.0,3.0,3.0,8.0,8.0,3.0,3.0,6.0,0.5,0.2,0.0,0.0,[1 0 0]
2015,9,Atlético-MG,Joinville,1.0,0.0,1,12.0,1.0,4.0,5.0,18.0,10.0,2.0,5.0,10.0,10.0,1.0,3.0,2.0,13.0,13.0,1.0,4.0,6.0,0.2,0.1,0.0,0.0,[1 0 0]
2015,9,Avaí,Grêmio,1.0,2.0,3,14.0,0.0,2.0,5.0,11.0,14.0,3.0,2.0,7.0,11.0,0.0,1.0,3.0,13.0,16.0,3.0,2.0,5.0,0.5,0.14285714285714285,1.0,0.4,[0 0 1]
2015,9,Chapecoense,Sport,1.0,1.0,2,16.0,0.0,3.0,3.0,14.0,7.0,1.0,3.0,6.0,5.0,0.0,1.0,7.0,7.0,16.0,6.0,1.0,8.0,0.3333333333333333,0.16666666666666666,1.0,0.125,[0 1 0]
2015,9,Palmeiras,São Paulo,4.0,0.0,1,12.0,1.0,3.0,1.0,12.0,18.0,1.0,4.0,5.0,17.0,1.0,1.0,4.0,7.0,14.0,3.0,2.0,6.0,1.0,0.8,0.0,0.0,[1 0 0]
2015,9,Ponte Preta,Atlético-PR,2.0,1.0,1,26.0,0.0,3.0,6.0,12.0,16.0,1.0,3.0,9.0,15.0,0.0,8.0,4.0,11.0,27.0,2.0,8.0,12.0,0.6666666666666666,0.2222222222222222,0.125,0.08333333333333333,[1 0 0]
2015,9,Coritiba,Cruzeiro,1.0,0.0,1,15.0,0.0,2.0,5.0,19.0,21.0,5.0,2.0,7.0,20.0,0.0,4.0,6.0,16.0,15.0,5.0,4.0,10.0,0.5,0.14285714285714285,0.0,0.0,[1 0 0]
2015,9,Goiás,Fluminense,1.0,2.0,3,9.0,0.0,5.0,6.0,10.0,15.0,2.0,5.0,11.0,12.0,0.0,3.0,3.0,9.0,11.0,2.0,3.0,6.0,0.2,0.09090909090909091,0.6666666666666666,0.3333333333333333,[0 0 1]
2015,9,Vasco,Flamengo,1.0,0.0,1,10.0,0.0,0.0,3.0,11.0,18.0,4.0,1.0,4.0,18.0,0.0,1.0,3.0,11.0,10.0,0.0,1.0,4.0,1.0,0.25,0.0,0.0,[1 0 0]
2015,9,Internacional,Santos,1.0,0.0,1,10.0,1.0,1.0,6.0,9.0,4.0,3.0,2.0,8.0,4.0,0.0,6.0,5.0,16.0,12.0,2.0,6.0,11.0,0.5,0.125,0.0,0.0,[1 0 0]
2015,9,Corinthians,Figueirense,2.0,1.0,1,10.0,1.0,4.0,6.0,12.0,10.0,0.0,5.0,11.0,9.0,0.0,1.0,2.0,29.0,11.0,2.0,1.0,3.0,0.4,0.18181818181818182,1.0,0.3333333333333333,[1 0 0]
2015,10,Vasco,Avaí,1.0,0.0,1,10.0,2.0,3.0,4.0,12.0,16.0,3.0,5.0,9.0,15.0,0.0,1.0,6.0,11.0,11.0,2.0,1.0,7.0,0.2,0.1111111111111111,0.0,0.0,[1 0 0]
2015,10,Sport,Internacional,3.0,0.0,1,8.0,0.0,4.0,4.0,10.0,13.0,2.0,4.0,8.0,12.0,0.0,5.0,7.0,9.0,8.0,2.0,5.0,12.0,0.75,0.375,0.0,0.0,[1 0 0]
2015,10,Corinthians,Ponte Preta,2.0,0.0,1,11.0,0.0,7.0,6.0,17.0,5.0,1.0,7.0,13.0,5.0,0.0,4.0,5.0,19.0,12.0,2.0,4.0,9.0,0.2857142857142857,0.15384615384615385,0.0,0.0,[1 0 0]
2015,10,Figueirense,Goiás,3.0,1.0,1,20.0,0.0,3.0,4.0,24.0,17.0,1.0,3.0,7.0,17.0,0.0,3.0,6.0,16.0,20.0,2.0,3.0,9.0,1.0,0.42857142857142855,0.3333333333333333,0.1111111111111111,[1 0 0]
2015,10,Palmeiras,Chapecoense,2.0,0.0,1,15.0,0.0,5.0,6.0,16.0,15.0,0.0,5.0,11.0,15.0,0.0,1.0,3.0,13.0,16.0,3.0,1.0,4.0,0.4,0.18181818181818182,0.0,0.0,[1 0 0]
2015,10,Atlético-MG,Coritiba,2.0,0.0,1,11.0,0.0,2.0,7.0,16.0,8.0,3.0,2.0,9.0,7.0,1.0,5.0,4.0,14.0,11.0,5.0,6.0,10.0,1.0,0.2222222222222222,0.0,0.0,[1 0 0]
2015,10,Fluminense,Santos,2.0,1.0,1,19.0,1.0,0.0,5.0,13.0,7.0,2.0,2.0,7.0,7.0,0.0,3.0,3.0,2.0,19.0,3.0,3.0,6.0,1.0,0.2857142857142857,0.3333333333333333,0.16666666666666666,[1 0 0]
2015,10,Grêmio,Cruzeiro,1.0,0.0,1,20.0,0.0,9.0,4.0,20.0,21.0,5.0,9.0,13.0,20.0,1.0,4.0,5.0,16.0,21.0,6.0,5.0,10.0,0.1111111111111111,0.07692307692307693,0.0,0.0,[1 0 0]
2015,10,Atlético-PR,São Paulo,2.0,1.0,1,7.0,0.0,3.0,5.0,15.0,17.0,2.0,3.0,8.0,14.0,0.0,1.0,5.0,16.0,8.0,0.0,1.0,6.0,0.6666666666666666,0.25,1.0,0.16666666666666666,[1 0 0]
2015,10,Joinville,Flamengo,0.0,1.0,3,12.0,0.0,1.0,5.0,13.0,15.0,3.0,1.0,6.0,14.0,0.0,5.0,1.0,21.0,12.0,2.0,5.0,6.0,0.0,0.0,0.2,0.16666666666666666,[0 0 1]
2015,11,Avaí,Sport,2.0,2.0,2,13.0,1.0,5.0,4.0,12.0,16.0,5.0,6.0,10.0,15.0,0.0,2.0,4.0,25.0,14.0,2.0,2.0,6.0,0.3333333333333333,0.2,1.0,0.3333333333333333,[0 1 0]
2015,11,Coritiba,Joinville,0.0,0.0,2,13.0,1.0,5.0,5.0,21.0,20.0,1.0,6.0,11.0,18.0,0.0,1.0,4.0,11.0,15.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,[0 1 0]
2015,11,São Paulo,Fluminense,0.0,0.0,2,15.0,1.0,7.0,3.0,22.0,18.0,1.0,8.0,11.0,18.0,0.0,0.0,4.0,13.0,16.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,[0 1 0]
2015,11,Santos,Grêmio,1.0,3.0,3,11.0,0.0,1.0,4.0,14.0,12.0,3.0,1.0,5.0,11.0,0.0,4.0,7.0,18.0,11.0,1.0,4.0,11.0,1.0,0.2,0.75,0.2727272727272727,[0 0 1]
2015,11,Goiás,Corinthians,0.0,0.0,2,11.0,0.0,2.0,2.0,20.0,12.0,2.0,2.0,4.0,12.0,0.0,8.0,5.0,15.0,12.0,2.0,8.0,13.0,0.0,0.0,0.0,0.0,[0 1 0]
2015,11,Ponte Preta,Palmeiras,0.0,2.0,3,21.0,0.0,2.0,12.0,20.0,12.0,3.0,2.0,14.0,11.0,0.0,1.0,5.0,16.0,22.0,3.0,2.0,7.0,0.0,0.0,1.0,0.2857142857142857,[0 0 1]
2015,11,Flamengo,Figueirense,1.0,2.0,3,20.0,1.0,2.0,7.0,15.0,9.0,3.0,3.0,10.0,9.0,0.0,3.0,2.0,23.0,21.0,2.0,3.0,5.0,0.3333333333333333,0.1,0.6666666666666666,0.4,[0 0 1]
2015,11,Internacional,Atlético-MG,1.0,3.0,3,11.0,0.0,3.0,6.0,11.0,5.0,1.0,3.0,9.0,4.0,0.0,6.0,5.0,7.0,11.0,3.0,6.0,11.0,0.3333333333333333,0.1111111111111111,0.5,0.2727272727272727,[0 0 1]
2015,11,Chapecoense,Vasco,1.0,0.0,1,12.0,0.0,3.0,10.0,5.0,12.0,1.0,3.0,13.0,12.0,0.0,4.0,2.0,10.0,12.0,1.0,4.0,6.0,0.3333333333333333,0.07692307692307693,0.0,0.0,[1 0 0]
2015,11,Cruzeiro,Atlético-PR,2.0,0.0,1,17.0,2.0,5.0,5.0,15.0,9.0,0.0,7.0,12.0,8.0,0.0,1.0,3.0,14.0,18.0,2.0,1.0,4.0,0.2857142857142857,0.16666666666666666,0.0,0.0,[1 0 0]
2015,12,Coritiba,Ponte Preta,0.0,0.0,2,16.0,0.0,9.0,3.0,17.0,17.0,4.0,9.0,12.0,16.0,2.0,3.0,2.0,13.0,17.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,[0 1 0]
2015,12,Goiás,Santos,4.0,1.0,1,7.0,0.0,7.0,1.0,12.0,8.0,0.0,7.0,8.0,7.0,0.0,1.0,3.0,10.0,8.0,3.0,1.0,4.0,0.5714285714285714,0.5,1.0,0.25,[1 0 0]
2015,12,Chapecoense,Grêmio,1.0,0.0,1,7.0,0.0,5.0,6.0,12.0,8.0,1.0,5.0,11.0,8.0,2.0,2.0,6.0,9.0,7.0,2.0,4.0,10.0,0.2,0.09090909090909091,0.0,0.0,[1 0 0]
2015,12,Corinthians,Atlético-PR,2.0,0.0,1,12.0,0.0,2.0,3.0,22.0,6.0,1.0,2.0,5.0,6.0,0.0,2.0,5.0,28.0,13.0,2.0,2.0,7.0,1.0,0.4,0.0,0.0,[1 0 0]
2015,12,Palmeiras,Avaí,3.0,0.0,1,11.0,0.0,3.0,4.0,21.0,12.0,2.0,3.0,7.0,11.0,1.0,1.0,6.0,14.0,11.0,5.0,2.0,8.0,1.0,0.42857142857142855,0.0,0.0,[1 0 0]
2015,12,Figueirense,Joinville,0.0,2.0,3,19.0,0.0,3.0,7.0,12.0,9.0,1.0,3.0,10.0,9.0,0.0,0.0,4.0,16.0,20.0,2.0,2.0,6.0,0.0,0.0,1.0,0.3333333333333333,[0 0 1]
2015,12,Fluminense,Cruzeiro,1.0,0.0,1,13.0,1.0,5.0,4.0,16.0,10.0,2.0,6.0,10.0,10.0,0.0,2.0,2.0,14.0,15.0,2.0,2.0,4.0,0.16666666666666666,0.1,0.0,0.0,[1 0 0]
2015,12,Vasco,São Paulo,0.0,4.0,3,8.0,0.0,5.0,6.0,15.0,12.0,3.0,5.0,11.0,11.0,0.0,2.0,3.0,12.0,10.0,0.0,4.0,7.0,0.0,0.0,1.0,0.5714285714285714,[0 0 1]
2015,12,Internacional,Flamengo,1.0,2.0,3,18.0,0.0,1.0,3.0,16.0,17.0,3.0,1.0,4.0,17.0,0.0,2.0,3.0,24.0,19.0,2.0,2.0,5.0,1.0,0.25,1.0,0.4,[0 0 1]
2015,12,Atlético-MG,Sport,2.0,1.0,1,12.0,0.0,4.0,4.0,8.0,16.0,2.0,4.0,8.0,14.0,0.0,1.0,7.0,12.0,12.0,2.0,1.0,8.0,0.5,0.25,1.0,0.125,[1 0 0]
2015,13,São Paulo,Coritiba,3.0,1.0,1,13.0,0.0,6.0,2.0,9.0,18.0,1.0,6.0,8.0,18.0,0.0,2.0,6.0,15.0,13.0,3.0,2.0,8.0,0.5,0.375,0.5,0.125,[1 0 0]
2015,13,Flamengo,Corinthians,0.0,3.0,3,15.0,0.0,6.0,5.0,11.0,7.0,0.0,6.0,11.0,7.0,1.0,1.0,1.0,14.0,15.0,2.0,3.0,4.0,0.0,0.0,1.0,0.75,[0 0 1]
2015,13,Cruzeiro,Goiás,1.0,0.0,1,11.0,0.0,6.0,6.0,8.0,13.0,2.0,6.0,12.0,13.0,0.0,0.0,3.0,13.0,11.0,1.0,0.0,3.0,0.16666666666666666,0.08333333333333333,0.0,0.0,[1 0 0]
2015,13,Atlético-PR,Fluminense,1.0,2.0,3,12.0,0.0,7.0,9.0,8.0,12.0,1.0,7.0,16.0,11.0,0.0,4.0,1.0,16.0,12.0,2.0,4.0,5.0,0.14285714285714285,0.0625,0.5,0.4,[0 0 1]
2015,13,Joinville,Internacional,0.0,2.0,3,18.0,1.0,3.0,1.0,19.0,18.0,4.0,4.0,5.0,18.0,0.0,2.0,4.0,18.0,19.0,3.0,2.0,6.0,0.0,0.0,1.0,0.3333333333333333,[0 0 1]
2015,13,Santos,Figueirense,3.0,0.0,1,12.0,1.0,1.0,7.0,14.0,12.0,1.0,3.0,10.0,12.0,0.0,2.0,2.0,21.0,12.0,5.0,2.0,4.0,1.0,0.3,0.0,0.0,[1 0 0]
2015,13,Grêmio,Vasco,2.0,0.0,1,12.0,0.0,4.0,11.0,12.0,15.0,1.0,4.0,15.0,15.0,0.0,3.0,2.0,12.0,12.0,3.0,3.0,5.0,0.5,0.13333333333333333,0.0,0.0,[1 0 0]
2015,13,Avaí,Chapecoense,2.0,1.0,1,12.0,0.0,5.0,4.0,12.0,14.0,4.0,5.0,9.0,13.0,0.0,3.0,7.0,19.0,14.0,2.0,3.0,10.0,0.4,0.2222222222222222,0.3333333333333333,0.1,[1 0 0]
2015,13,Sport,Palmeiras,2.0,2.0,2,17.0,0.0,7.0,1.0,12.0,11.0,2.0,7.0,8.0,10.0,0.0,3.0,3.0,9.0,18.0,1.0,3.0,6.0,0.2857142857142857,0.25,0.6666666666666666,0.3333333333333333,[0 1 0]
2015,13,Ponte Preta,Atlético-MG,0.0,2.0,3,18.0,0.0,3.0,3.0,14.0,13.0,1.0,3.0,6.0,13.0,0.0,4.0,5.0,13.0,19.0,3.0,4.0,9.0,0.0,0.0,0.5,0.2222222222222222,[0 0 1]
2015,14,Atlético-PR,Chapecoense,1.0,0.0,1,11.0,0.0,5.0,7.0,20.0,14.0,2.0,5.0,12.0,14.0,0.0,1.0,5.0,20.0,12.0,3.0,1.0,6.0,0.2,0.08333333333333333,0.0,0.0,[1 0 0]
2015,14,Palmeiras,Santos,1.0,0.0,1,10.0,0.0,3.0,4.0,19.0,24.0,3.0,3.0,7.0,23.0,0.0,3.0,8.0,12.0,10.0,3.0,3.0,11.0,0.3333333333333333,0.14285714285714285,0.0,0.0,[1 0 0]
2015,14,Fluminense,Vasco,1.0,2.0,3,16.0,0.0,3.0,7.0,13.0,15.0,2.0,3.0,10.0,14.0,0.0,4.0,1.0,11.0,17.0,6.0,4.0,5.0,0.3333333333333333,0.1,0.5,0.4,[0 0 1]
2015,14,Figueirense,Coritiba,0.0,0.0,2,17.0,0.0,3.0,3.0,11.0,19.0,1.0,3.0,6.0,19.0,0.0,3.0,6.0,19.0,18.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,[0 1 0]
2015,14,Sport,São Paulo,2.0,0.0,1,11.0,0.0,4.0,8.0,17.0,9.0,1.0,4.0,12.0,9.0,0.0,0.0,5.0,12.0,12.0,0.0,0.0,5.0,0.5,0.16666666666666666,0.0,0.0,[1 0 0]
2015,14,Internacional,Goiás,2.0,1.0,1,12.0,0.0,1.0,4.0,16.0,19.0,1.0,2.0,6.0,18.0,0.0,1.0,4.0,13.0,12.0,1.0,1.0,5.0,1.0,0.3333333333333333,1.0,0.2,[1 0 0]
2015,14,Flamengo,Grêmio,1.0,0.0,1,10.0,1.0,6.0,5.0,20.0,12.0,1.0,7.0,12.0,11.0,1.0,1.0,4.0,10.0,10.0,5.0,2.0,6.0,0.14285714285714285,0.08333333333333333,0.0,0.0,[1 0 0]
2015,14,Cruzeiro,Avaí,1.0,1.0,2,14.0,0.0,4.0,9.0,12.0,6.0,1.0,4.0,13.0,6.0,0.0,2.0,2.0,4.0,16.0,3.0,2.0,4.0,0.25,0.07692307692307693,0.5,0.25,[0 1 0]
2015,14,Joinville,Ponte Preta,1.0,1.0,2,13.0,3.0,4.0,9.0,7.0,11.0,2.0,7.0,16.0,10.0,0.0,0.0,4.0,13.0,14.0,5.0,1.0,5.0,0.14285714285714285,0.0625,1.0,0.2,[0 1 0]
2015,14,Corinthians,Atlético-MG,1.0,0.0,1,14.0,0.0,2.0,2.0,16.0,12.0,1.0,2.0,4.0,12.0,1.0,7.0,6.0,22.0,15.0,1.0,8.0,14.0,0.5,0.25,0.0,0.0,[1 0 0]
2015,15,Chapecoense,Fluminense,2.0,1.0,1,14.0,0.0,2.0,1.0,16.0,16.0,2.0,2.0,3.0,16.0,0.0,2.0,6.0,5.0,16.0,3.0,2.0,8.0,1.0,0.6666666666666666,0.5,0.125,[1 0 0]
2015,15,Santos,Joinville,2.0,0.0,1,11.0,0.0,3.0,6.0,22.0,5.0,2.0,3.0,9.0,5.0,0.0,1.0,5.0,20.0,11.0,2.0,1.0,6.0,0.6666666666666666,0.2222222222222222,0.0,0.0,[1 0 0]
