Ano,Rodada,home_team,away_team,placar_casa,placar_visitante,resultado,FS_h,FT_h,FD_h,FF_h,RB_h,FC_h,CA_h,FinC_h,Finalizacoes_h,FS_a,FT_a,FD_a,FF_a,RB_a,FC_a,CA_a,FinC_a,Finalizacoes_a,Proporcao_C_h,Proporcao_Tot_h,Proporcao_C_a,Proporcao_Tot_a,resultado_v
2016,16,Ponte Preta,Internacional,2.0,2.0,2,12.0,1.0,3.0,5.0,13.0,20.0,3.0,4.0,9.0,20.0,0.0,0.0,3.0,13.0,12.0,2.0,2.0,5.0,0.5,0.2222222222222222,1.0,0.4,[0 1 0]
2016,16,Corinthians,Figueirense,1.0,1.0,2,19.0,0.0,5.0,6.0,9.0,15.0,2.0,5.0,11.0,15.0,0.0,3.0,3.0,15.0,21.0,6.0,3.0,6.0,0.2,0.09090909090909091,0.3333333333333333,0.16666666666666666,[0 1 0]
2016,16,Cruzeiro,Sport,1.0,2.0,3,17.0,2.0,9.0,13.0,14.0,14.0,1.0,11.0,24.0,13.0,0.0,3.0,0.0,11.0,18.0,4.0,3.0,3.0,0.09090909090909091,0.041666666666666664,0.6666666666666666,0.6666666666666666,[0 0 1]
2016,16,Grêmio,São Paulo,1.0,0.0,1,12.0,0.0,9.0,11.0,23.0,16.0,0.0,9.0,20.0,13.0,0.0,0.0,5.0,22.0,12.0,2.0,0.0,5.0,0.1111111111111111,0.05,0.0,0.0,[1 0 0]
2016,16,Atlético-PR,Fluminense,1.0,0.0,1,18.0,0.0,4.0,5.0,10.0,13.0,3.0,4.0,9.0,11.0,0.0,2.0,3.0,12.0,20.0,5.0,2.0,5.0,0.25,0.1111111111111111,0.0,0.0,[1 0 0]
2016,16,Chapecoense,Botafogo,2.0,1.0,1,14.0,0.0,3.0,0.0,16.0,13.0,1.0,3.0,3.0,12.0,0.0,2.0,6.0,14.0,16.0,2.0,2.0,8.0,0.6666666666666666,0.6666666666666666,0.5,0.125,[1 0 0]
2016,16,Santa Cruz,Coritiba,0.0,1.0,3,19.0,0.0,2.0,1.0,10.0,17.0,2.0,2.0,3.0,13.0,0.0,5.0,10.0,13.0,19.0,1.0,5.0,15.0,0.0,0.0,0.2,0.06666666666666667,[0 0 1]
2016,16,Vitória,Santos,2.0,3.0,3,9.0,1.0,5.0,6.0,17.0,15.0,3.0,6.0,12.0,15.0,0.0,3.0,3.0,17.0,11.0,2.0,3.0,6.0,0.3333333333333333,0.16666666666666666,1.0,0.5,[0 0 1]
2016,16,Flamengo,América-MG,2.0,1.0,1,13.0,1.0,3.0,13.0,6.0,11.0,1.0,4.0,17.0,11.0,0.0,3.0,4.0,15.0,13.0,0.0,3.0,7.0,0.5,0.11764705882352941,0.3333333333333333,0.14285714285714285,[1 0 0]
2016,17,Fluminense,Ponte Preta,3.0,0.0,1,23.0,0.0,0.0,0.0,20.0,21.0,4.0,3.0,3.0,15.0,0.0,2.0,6.0,14.0,23.0,6.0,2.0,8.0,1.0,1.0,0.0,0.0,[1 0 0]
2016,17,São Paulo,Chapecoense,2.0,2.0,2,10.0,0.0,8.0,8.0,17.0,12.0,4.0,8.0,16.0,13.0,0.0,2.0,3.0,8.0,10.0,1.0,2.0,5.0,0.25,0.125,1.0,0.4,[0 1 0]
2016,17,Santos,Cruzeiro,2.0,0.0,1,9.0,0.0,2.0,3.0,10.0,12.0,1.0,2.0,5.0,12.0,0.0,4.0,6.0,11.0,9.0,1.0,4.0,10.0,1.0,0.4,0.0,0.0,[1 0 0]
2016,17,Internacional,Corinthians,0.0,1.0,3,21.0,0.0,3.0,2.0,10.0,20.0,2.0,3.0,5.0,19.0,0.0,3.0,5.0,15.0,19.0,2.0,3.0,8.0,0.0,0.0,0.3333333333333333,0.125,[0 0 1]
2016,17,Coritiba,Flamengo,0.0,2.0,3,12.0,0.0,1.0,5.0,10.0,9.0,1.0,1.0,6.0,8.0,0.0,2.0,2.0,7.0,13.0,2.0,2.0,4.0,0.0,0.0,1.0,0.5,[0 0 1]
2016,17,Figueirense,Vitória,1.0,0.0,1,24.0,0.0,2.0,1.0,10.0,18.0,3.0,2.0,3.0,19.0,0.0,2.0,6.0,6.0,26.0,3.0,2.0,8.0,0.5,0.3333333333333333,0.0,0.0,[1 0 0]
2016,17,Sport,Atlético-PR,2.0,0.0,1,10.0,0.0,4.0,2.0,20.0,23.0,2.0,4.0,6.0,23.0,0.0,3.0,4.0,5.0,10.0,1.0,3.0,7.0,0.5,0.3333333333333333,0.0,0.0,[1 0 0]
2016,17,América-MG,Grêmio,0.0,0.0,2,8.0,0.0,3.0,4.0,9.0,15.0,2.0,3.0,7.0,14.0,1.0,2.0,3.0,9.0,8.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,[0 1 0]
2016,17,Botafogo,Palmeiras,3.0,1.0,1,19.0,0.0,1.0,6.0,19.0,20.0,4.0,3.0,9.0,18.0,1.0,6.0,2.0,11.0,22.0,3.0,7.0,9.0,1.0,0.3333333333333333,0.14285714285714285,0.1111111111111111,[1 0 0]
2016,17,Atlético-MG,Santa Cruz,3.0,0.0,1,10.0,0.0,3.0,6.0,12.0,13.0,1.0,3.0,9.0,10.0,0.0,1.0,3.0,10.0,13.0,3.0,1.0,4.0,1.0,0.3333333333333333,0.0,0.0,[1 0 0]
2016,18,Fluminense,Figueirense,3.0,2.0,1,15.0,0.0,9.0,5.0,21.0,21.0,3.0,9.0,14.0,21.0,1.0,4.0,3.0,24.0,15.0,3.0,5.0,8.0,0.3333333333333333,0.21428571428571427,0.4,0.25,[1 0 0]
2016,18,Ponte Preta,Botafogo,2.0,0.0,1,12.0,0.0,3.0,2.0,16.0,16.0,2.0,3.0,5.0,16.0,0.0,0.0,3.0,12.0,12.0,2.0,0.0,3.0,0.6666666666666666,0.4,0.0,0.0,[1 0 0]
2016,18,São Paulo,Atlético-MG,1.0,2.0,3,15.0,0.0,9.0,8.0,21.0,9.0,2.0,9.0,17.0,9.0,0.0,1.0,4.0,21.0,16.0,2.0,2.0,6.0,0.1111111111111111,0.058823529411764705,1.0,0.3333333333333333,[0 0 1]
2016,18,Vitória,Coritiba,3.0,1.0,1,15.0,0.0,3.0,3.0,16.0,9.0,2.0,3.0,6.0,8.0,1.0,4.0,8.0,9.0,18.0,1.0,5.0,13.0,1.0,0.5,0.2,0.07692307692307693,[1 0 0]
2016,18,Sport,América-MG,1.0,1.0,2,20.0,0.0,4.0,4.0,4.0,9.0,1.0,4.0,8.0,9.0,0.0,0.0,4.0,11.0,22.0,3.0,1.0,5.0,0.25,0.125,1.0,0.2,[0 1 0]
2016,18,Grêmio,Santa Cruz,0.0,0.0,2,16.0,2.0,1.0,9.0,18.0,18.0,1.0,3.0,12.0,16.0,0.0,3.0,4.0,16.0,17.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,[0 1 0]
2016,18,Cruzeiro,Internacional,4.0,2.0,1,11.0,1.0,2.0,5.0,12.0,11.0,1.0,4.0,9.0,10.0,0.0,2.0,4.0,12.0,14.0,1.0,2.0,6.0,1.0,0.4444444444444444,1.0,0.3333333333333333,[1 0 0]
2016,18,Chapecoense,Palmeiras,1.0,1.0,2,13.0,0.0,3.0,5.0,13.0,18.0,1.0,3.0,8.0,17.0,0.0,10.0,6.0,13.0,15.0,0.0,10.0,16.0,0.3333333333333333,0.125,0.1,0.0625,[0 1 0]
2016,18,Santos,Flamengo,0.0,0.0,2,9.0,1.0,5.0,2.0,7.0,10.0,2.0,6.0,8.0,10.0,1.0,4.0,7.0,19.0,9.0,2.0,5.0,12.0,0.0,0.0,0.0,0.0,[0 1 0]
2016,18,Atlético-PR,Corinthians,2.0,0.0,1,13.0,0.0,6.0,1.0,6.0,11.0,3.0,6.0,7.0,9.0,0.0,3.0,4.0,12.0,14.0,0.0,3.0,7.0,0.3333333333333333,0.2857142857142857,0.0,0.0,[1 0 0]
2016,19,América-MG,Santos,1.0,0.0,1,7.0,0.0,2.0,3.0,13.0,11.0,2.0,2.0,5.0,10.0,0.0,3.0,2.0,9.0,7.0,1.0,3.0,5.0,0.5,0.2,0.0,0.0,[1 0 0]
2016,19,Palmeiras,Vitória,2.0,1.0,1,16.0,0.0,6.0,5.0,12.0,14.0,2.0,6.0,11.0,14.0,0.0,3.0,4.0,9.0,19.0,4.0,3.0,7.0,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.14285714285714285,[1 0 0]
2016,19,Coritiba,Ponte Preta,3.0,1.0,1,17.0,0.0,2.0,4.0,14.0,20.0,4.0,3.0,7.0,20.0,0.0,4.0,5.0,4.0,18.0,3.0,4.0,9.0,1.0,0.42857142857142855,0.25,0.1111111111111111,[1 0 0]
2016,19,Botafogo,Grêmio,2.0,1.0,1,25.0,0.0,2.0,7.0,28.0,16.0,3.0,2.0,9.0,16.0,0.0,1.0,3.0,19.0,25.0,3.0,1.0,4.0,1.0,0.2222222222222222,1.0,0.25,[1 0 0]
2016,19,Internacional,Fluminense,2.0,2.0,2,14.0,0.0,5.0,4.0,15.0,22.0,4.0,5.0,9.0,21.0,0.0,1.0,4.0,13.0,14.0,4.0,2.0,6.0,0.4,0.2222222222222222,1.0,0.3333333333333333,[0 1 0]
2016,19,Santa Cruz,São Paulo,1.0,2.0,3,24.0,0.0,2.0,3.0,19.0,15.0,1.0,2.0,5.0,15.0,0.0,3.0,4.0,12.0,24.0,3.0,3.0,7.0,0.5,0.2,0.6666666666666666,0.2857142857142857,[0 0 1]
2016,19,Flamengo,Atlético-PR,1.0,0.0,1,11.0,0.0,4.0,8.0,12.0,11.0,2.0,4.0,12.0,10.0,1.0,2.0,4.0,9.0,11.0,4.0,3.0,7.0,0.25,0.08333333333333333,0.0,0.0,[1 0 0]
2016,19,Figueirense,Sport,1.0,1.0,2,15.0,0.0,3.0,5.0,16.0,19.0,5.0,3.0,8.0,17.0,0.0,5.0,6.0,9.0,16.0,3.0,5.0,11.0,0.3333333333333333,0.125,0.2,0.09090909090909091,[0 1 0]
2016,19,Atlético-MG,Chapecoense,3.0,1.0,1,12.0,0.0,2.0,5.0,13.0,15.0,0.0,3.0,8.0,15.0,0.0,5.0,8.0,15.0,12.0,1.0,5.0,13.0,1.0,0.375,0.2,0.07692307692307693,[1 0 0]
2016,19,Corinthians,Cruzeiro,1.0,1.0,2,8.0,0.0,4.0,4.0,9.0,15.0,4.0,4.0,8.0,14.0,1.0,1.0,10.0,14.0,8.0,3.0,2.0,12.0,0.25,0.125,0.5,0.08333333333333333,[0 1 0]
2016,20,Fluminense,América-MG,1.0,0.0,1,27.0,0.0,2.0,6.0,12.0,12.0,2.0,2.0,8.0,12.0,0.0,2.0,3.0,6.0,27.0,5.0,2.0,5.0,0.5,0.125,0.0,0.0,[1 0 0]
2016,20,Grêmio,Corinthians,3.0,0.0,1,13.0,0.0,6.0,3.0,18.0,15.0,4.0,6.0,9.0,14.0,1.0,6.0,7.0,8.0,14.0,1.0,7.0,14.0,0.5,0.3333333333333333,0.0,0.0,[1 0 0]
2016,20,Vitória,Santa Cruz,2.0,2.0,2,19.0,1.0,5.0,3.0,12.0,15.0,1.0,6.0,9.0,14.0,0.0,4.0,5.0,16.0,19.0,2.0,4.0,9.0,0.3333333333333333,0.2222222222222222,0.5,0.2222222222222222,[0 1 0]
2016,20,Sport,Flamengo,1.0,0.0,1,12.0,0.0,3.0,4.0,12.0,22.0,2.0,3.0,7.0,21.0,0.0,1.0,4.0,16.0,14.0,3.0,1.0,5.0,0.3333333333333333,0.14285714285714285,0.0,0.0,[1 0 0]
2016,20,Santos,Atlético-MG,3.0,0.0,1,10.0,0.0,4.0,4.0,24.0,22.0,4.0,4.0,8.0,20.0,1.0,3.0,4.0,12.0,10.0,4.0,4.0,8.0,0.75,0.375,0.0,0.0,[1 0 0]
2016,20,Cruzeiro,Coritiba,2.0,2.0,2,19.0,0.0,4.0,5.0,12.0,14.0,2.0,4.0,9.0,14.0,0.0,2.0,3.0,5.0,18.0,4.0,2.0,5.0,0.5,0.2222222222222222,1.0,0.4,[0 1 0]
2016,20,São Paulo,Botafogo,0.0,1.0,3,14.0,0.0,3.0,8.0,12.0,10.0,2.0,3.0,11.0,10.0,0.0,0.0,2.0,14.0,14.0,2.0,1.0,3.0,0.0,0.0,1.0,0.3333333333333333,[0 0 1]
2016,20,Ponte Preta,Figueirense,2.0,0.0,1,24.0,0.0,2.0,9.0,7.0,21.0,2.0,2.0,11.0,20.0,0.0,0.0,1.0,4.0,24.0,2.0,0.0,1.0,1.0,0.18181818181818182,0.0,0.0,[1 0 0]
2016,20,Atlético-PR,Palmeiras,0.0,1.0,3,15.0,0.0,4.0,2.0,8.0,12.0,3.0,4.0,6.0,12.0,0.0,1.0,7.0,15.0,15.0,3.0,1.0,8.0,0.0,0.0,1.0,0.125,[0 0 1]
2016,20,Chapecoense,Internacional,1.0,0.0,1,16.0,0.0,4.0,8.0,10.0,15.0,1.0,4.0,12.0,12.0,0.0,4.0,4.0,8.0,17.0,2.0,4.0,8.0,0.25,0.08333333333333333,0.0,0.0,[1 0 0]
2016,21,Flamengo,Grêmio,2.0,1.0,1,15.0,1.0,4.0,6.0,15.0,13.0,2.0,5.0,11.0,12.0,0.0,1.0,2.0,12.0,16.0,1.0,1.0,3.0,0.4,0.18181818181818182,1.0,0.3333333333333333,[1 0 0]
2016,21,Atlético-MG,Atlético-PR,1.0,0.0,1,16.0,0.0,3.0,6.0,6.0,16.0,0.0,3.0,9.0,16.0,0.0,4.0,2.0,13.0,16.0,2.0,4.0,6.0,0.3333333333333333,0.1111111111111111,0.0,0.0,[1 0 0]
2016,21,Palmeiras,Ponte Preta,2.0,2.0,2,21.0,0.0,3.0,5.0,3.0,12.0,3.0,3.0,8.0,10.0,0.0,3.0,3.0,11.0,22.0,6.0,3.0,6.0,0.6666666666666666,0.25,0.6666666666666666,0.3333333333333333,[0 1 0]
2016,21,Internacional,São Paulo,1.0,1.0,2,22.0,0.0,7.0,9.0,11.0,9.0,1.0,7.0,16.0,9.0,0.0,1.0,1.0,13.0,22.0,2.0,1.0,2.0,0.14285714285714285,0.0625,1.0,0.5,[0 1 0]
2016,21,Santa Cruz,Fluminense,0.0,1.0,3,14.0,0.0,3.0,9.0,6.0,15.0,0.0,3.0,12.0,13.0,0.0,4.0,1.0,14.0,14.0,2.0,4.0,5.0,0.0,0.0,0.25,0.2,[0 0 1]
2016,21,Coritiba,Santos,2.0,1.0,1,15.0,1.0,5.0,4.0,9.0,13.0,1.0,6.0,10.0,13.0,0.0,3.0,1.0,11.0,16.0,3.0,3.0,4.0,0.3333333333333333,0.2,0.3333333333333333,0.25,[1 0 0]
2016,21,Figueirense,Cruzeiro,1.0,2.0,3,20.0,1.0,8.0,1.0,9.0,19.0,3.0,9.0,10.0,17.0,2.0,2.0,5.0,13.0,20.0,5.0,4.0,9.0,0.1111111111111111,0.1,0.5,0.2222222222222222,[0 0 1]
2016,21,Corinthians,Vitória,2.0,1.0,1,18.0,1.0,7.0,4.0,7.0,13.0,2.0,8.0,12.0,15.0,0.0,0.0,6.0,19.0,19.0,4.0,1.0,7.0,0.25,0.16666666666666666,1.0,0.14285714285714285,[1 0 0]
2016,21,Botafogo,Sport,3.0,0.0,1,11.0,0.0,3.0,6.0,16.0,19.0,1.0,3.0,9.0,15.0,1.0,2.0,7.0,12.0,12.0,2.0,3.0,10.0,1.0,0.3333333333333333,0.0,0.0,[1 0 0]
2016,21,América-MG,Chapecoense,1.0,2.0,3,10.0,0.0,6.0,3.0,22.0,13.0,1.0,6.0,9.0,13.0,0.0,2.0,10.0,16.0,10.0,1.0,2.0,12.0,0.16666666666666666,0.1111111111111111,1.0,0.16666666666666666,[0 0 1]
2016,22,Cruzeiro,Santa Cruz,2.0,0.0,1,9.0,1.0,1.0,3.0,14.0,17.0,3.0,2.0,5.0,14.0,1.0,3.0,4.0,3.0,12.0,3.0,4.0,8.0,1.0,0.4,0.0,0.0,[1 0 0]
2016,22,Santos,Figueirense,0.0,1.0,3,10.0,2.0,8.0,5.0,7.0,12.0,3.0,10.0,15.0,11.0,0.0,1.0,2.0,13.0,12.0,2.0,1.0,3.0,0.0,0.0,1.0,0.3333333333333333,[0 0 1]
2016,22,Ponte Preta,Corinthians,2.0,0.0,1,8.0,1.0,4.0,4.0,15.0,14.0,2.0,5.0,9.0,13.0,0.0,2.0,0.0,4.0,8.0,1.0,2.0,2.0,0.4,0.2222222222222222,0.0,0.0,[1 0 0]
2016,22,Fluminense,Palmeiras,0.0,2.0,3,19.0,0.0,3.0,3.0,7.0,17.0,7.0,3.0,6.0,17.0,1.0,0.0,5.0,8.0,19.0,5.0,2.0,7.0,0.0,0.0,1.0,0.2857142857142857,[0 0 1]
2016,22,São Paulo,Coritiba,0.0,0.0,2,13.0,0.0,9.0,8.0,11.0,18.0,2.0,9.0,17.0,18.0,0.0,2.0,3.0,15.0,14.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,[0 1 0]
2016,22,Grêmio,Atlético-MG,1.0,1.0,2,15.0,0.0,7.0,12.0,8.0,17.0,4.0,7.0,19.0,17.0,0.0,0.0,1.0,11.0,17.0,4.0,1.0,2.0,0.14285714285714285,0.05263157894736842,1.0,0.5,[0 1 0]
2016,22,Chapecoense,Flamengo,1.0,3.0,3,12.0,0.0,6.0,5.0,9.0,16.0,4.0,6.0,11.0,16.0,0.0,3.0,6.0,14.0,13.0,0.0,3.0,9.0,0.16666666666666666,0.09090909090909091,1.0,0.3333333333333333,[0 0 1]
2016,22,Vitória,América-MG,2.0,1.0,1,18.0,1.0,1.0,1.0,10.0,19.0,3.0,2.0,3.0,18.0,0.0,3.0,6.0,10.0,19.0,5.0,3.0,9.0,1.0,0.6666666666666666,0.3333333333333333,0.1111111111111111,[1 0 0]
2016,22,Sport,Internacional,1.0,1.0,2,17.0,0.0,2.0,4.0,12.0,17.0,4.0,2.0,6.0,17.0,0.0,2.0,2.0,14.0,18.0,5.0,2.0,4.0,0.5,0.16666666666666666,0.5,0.25,[0 1 0]
2016,22,Atlético-PR,Botafogo,1.0,0.0,1,14.0,0.0,3.0,6.0,13.0,13.0,3.0,3.0,9.0,13.0,1.0,4.0,5.0,10.0,14.0,2.0,5.0,10.0,0.3333333333333333,0.1111111111111111,0.0,0.0,[1 0 0]
2016,23,Botafogo,Fluminense,1.0,0.0,1,15.0,1.0,3.0,3.0,7.0,22.0,5.0,4.0,7.0,19.0,2.0,3.0,3.0,9.0,15.0,2.0,5.0,8.0,0.25,0.14285714285714285,0.0,0.0,[1 0 0]
2016,23,Figueirense,Atlético-PR,1.0,0.0,1,19.0,0.0,3.0,5.0,11.0,16.0,1.0,3.0,8.0,16.0,0.0,1.0,5.0,8.0,19.0,2.0,1.0,6.0,0.3333333333333333,0.125,0.0,0.0,[1 0 0]
2016,23,Santa Cruz,Chapecoense,2.0,2.0,2,17.0,0.0,6.0,2.0,20.0,10.0,2.0,6.0,8.0,10.0,0.0,1.0,3.0,9.0,17.0,3.0,2.0,5.0,0.3333333333333333,0.25,1.0,0.4,[0 1 0]
2016,23,Atlético-MG,Vitória,2.0,1.0,1,12.0,2.0,3.0,10.0,15.0,16.0,2.0,5.0,15.0,16.0,0.0,4.0,6.0,20.0,17.0,5.0,4.0,10.0,0.4,0.13333333333333333,0.25,0.1,[1 0 0]
2016,23,Corinthians,Sport,3.0,0.0,1,15.0,0.0,1.0,5.0,12.0,16.0,2.0,3.0,8.0,16.0,0.0,3.0,10.0,19.0,15.0,2.0,3.0,13.0,1.0,0.375,0.0,0.0,[1 0 0]
2016,23,Internacional,Santos,2.0,1.0,1,8.0,0.0,4.0,9.0,8.0,19.0,4.0,4.0,13.0,18.0,0.0,2.0,3.0,12.0,8.0,3.0,2.0,5.0,0.5,0.15384615384615385,0.5,0.2,[1 0 0]
2016,23,América-MG,Cruzeiro,0.0,2.0,3,12.0,0.0,2.0,3.0,4.0,18.0,1.0,2.0,5.0,18.0,0.0,1.0,5.0,9.0,13.0,2.0,2.0,7.0,0.0,0.0,1.0,0.2857142857142857,[0 0 1]
2016,23,Flamengo,Ponte Preta,2.0,1.0,1,18.0,0.0,7.0,4.0,10.0,15.0,1.0,7.0,11.0,15.0,0.0,1.0,4.0,10.0,18.0,3.0,1.0,5.0,0.2857142857142857,0.18181818181818182,1.0,0.2,[1 0 0]
2016,23,Palmeiras,São Paulo,2.0,1.0,1,18.0,0.0,7.0,3.0,12.0,20.0,3.0,7.0,10.0,19.0,0.0,2.0,3.0,11.0,18.0,3.0,2.0,5.0,0.2857142857142857,0.2,0.5,0.2,[1 0 0]
2016,23,Coritiba,Grêmio,4.0,0.0,1,10.0,0.0,3.0,6.0,12.0,16.0,3.0,4.0,10.0,15.0,0.0,1.0,4.0,15.0,9.0,0.0,1.0,5.0,1.0,0.4,0.0,0.0,[1 0 0]
2016,24,São Paulo,Figueirense,3.0,1.0,1,14.0,1.0,6.0,3.0,23.0,24.0,2.0,7.0,10.0,24.0,0.0,3.0,2.0,5.0,14.0,2.0,3.0,5.0,0.42857142857142855,0.3,0.3333333333333333,0.2,[1 0 0]
2016,24,Chapecoense,Coritiba,1.0,0.0,1,13.0,1.0,2.0,6.0,11.0,20.0,2.0,3.0,9.0,17.0,0.0,7.0,6.0,12.0,14.0,3.0,7.0,13.0,0.3333333333333333,0.1111111111111111,0.0,0.0,[1 0 0]
2016,24,Santos,Corinthians,2.0,1.0,1,15.0,0.0,3.0,7.0,19.0,18.0,2.0,3.0,10.0,16.0,0.0,3.0,6.0,17.0,16.0,1.0,3.0,9.0,0.6666666666666666,0.2,0.3333333333333333,0.1111111111111111,[1 0 0]
2016,24,Cruzeiro,Botafogo,0.0,2.0,3,14.0,0.0,5.0,8.0,5.0,16.0,4.0,5.0,13.0,16.0,0.0,1.0,3.0,9.0,16.0,2.0,2.0,5.0,0.0,0.0,1.0,0.4,[0 0 1]
2016,24,Atlético-PR,Internacional,2.0,1.0,1,12.0,0.0,4.0,6.0,5.0,11.0,0.0,4.0,10.0,11.0,1.0,4.0,4.0,6.0,12.0,2.0,5.0,9.0,0.5,0.2,0.2,0.1111111111111111,[1 0 0]
2016,24,Sport,Santa Cruz,5.0,3.0,1,18.0,0.0,5.0,3.0,13.0,13.0,2.0,5.0,8.0,10.0,1.0,1.0,1.0,10.0,18.0,1.0,3.0,4.0,1.0,0.625,1.0,0.75,[1 0 0]
2016,24,Vitória,Flamengo,1.0,2.0,3,7.0,0.0,6.0,8.0,5.0,13.0,1.0,6.0,14.0,13.0,0.0,6.0,5.0,13.0,7.0,1.0,6.0,11.0,0.16666666666666666,0.07142857142857142,0.3333333333333333,0.18181818181818182,[0 0 1]
2016,24,Grêmio,Palmeiras,0.0,0.0,2,16.0,0.0,4.0,5.0,7.0,23.0,4.0,4.0,9.0,21.0,1.0,2.0,3.0,15.0,16.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,[0 1 0]
2016,24,Ponte Preta,América-MG,1.0,1.0,2,9.0,0.0,4.0,4.0,6.0,10.0,2.0,4.0,8.0,8.0,0.0,2.0,2.0,4.0,12.0,1.0,2.0,4.0,0.25,0.125,0.5,0.25,[0 1 0]
2016,24,Fluminense,Atlético-MG,4.0,2.0,1,17.0,0.0,1.0,7.0,14.0,13.0,1.0,4.0,11.0,12.0,0.0,2.0,4.0,13.0,17.0,4.0,2.0,6.0,1.0,0.36363636363636365,1.0,0.3333333333333333,[1 0 0]
2016,25,Botafogo,Santos,0.0,1.0,3,9.0,0.0,5.0,9.0,18.0,9.0,2.0,5.0,14.0,8.0,0.0,2.0,4.0,14.0,10.0,1.0,2.0,6.0,0.0,0.0,0.5,0.16666666666666666,[0 0 1]
2016,25,Figueirense,América-MG,2.0,2.0,2,13.0,0.0,3.0,1.0,10.0,15.0,0.0,3.0,4.0,16.0,1.0,2.0,4.0,14.0,12.0,1.0,3.0,7.0,0.6666666666666666,0.5,0.6666666666666666,0.2857142857142857,[0 1 0]
2016,25,Fluminense,Chapecoense,1.0,2.0,3,17.0,0.0,5.0,5.0,12.0,19.0,3.0,5.0,10.0,18.0,0.0,1.0,8.0,15.0,18.0,4.0,2.0,10.0,0.2,0.1,1.0,0.2,[0 0 1]
2016,25,Atlético-MG,Sport,1.0,0.0,1,13.0,1.0,2.0,6.0,16.0,13.0,0.0,3.0,9.0,12.0,0.0,2.0,3.0,12.0,15.0,1.0,2.0,5.0,0.3333333333333333,0.1111111111111111,0.0,0.0,[1 0 0]
2016,25,Ponte Preta,Grêmio,3.0,0.0,1,17.0,1.0,3.0,4.0,9.0,16.0,2.0,4.0,8.0,15.0,0.0,1.0,1.0,11.0,18.0,1.0,1.0,2.0,0.75,0.375,0.0,0.0,[1 0 0]
2016,25,Santa Cruz,Atlético-PR,1.0,0.0,1,10.0,0.0,4.0,10.0,8.0,12.0,3.0,4.0,14.0,10.0,0.0,2.0,2.0,9.0,11.0,4.0,2.0,4.0,0.25,0.07142857142857142,0.0,0.0,[1 0 0]
2016,25,Internacional,Vitória,0.0,1.0,3,24.0,0.0,8.0,8.0,18.0,17.0,3.0,8.0,16.0,16.0,0.0,4.0,4.0,15.0,24.0,5.0,4.0,8.0,0.0,0.0,0.25,0.125,[0 0 1]
2016,25,São Paulo,Cruzeiro,1.0,0.0,1,8.0,1.0,3.0,2.0,11.0,14.0,0.0,4.0,6.0,14.0,0.0,3.0,6.0,9.0,8.0,0.0,3.0,9.0,0.25,0.16666666666666666,0.0,0.0,[1 0 0]
2016,25,Palmeiras,Flamengo,1.0,1.0,2,13.0,0.0,3.0,12.0,22.0,14.0,2.0,3.0,15.0,13.0,0.0,1.0,4.0,15.0,13.0,0.0,1.0,5.0,0.3333333333333333,0.06666666666666667,1.0,0.2,[0 1 0]
2016,25,Coritiba,Corinthians,1.0,1.0,2,9.0,1.0,2.0,1.0,19.0,15.0,2.0,3.0,4.0,10.0,0.0,3.0,5.0,11.0,11.0,1.0,3.0,8.0,0.3333333333333333,0.25,0.3333333333333333,0.125,[0 1 0]
2016,26,Flamengo,Figueirense,2.0,0.0,1,16.0,1.0,3.0,10.0,12.0,15.0,2.0,4.0,14.0,16.0,0.0,0.0,4.0,11.0,15.0,2.0,0.0,4.0,0.5,0.14285714285714285,0.0,0.0,[1 0 0]
2016,26,Corinthians,Palmeiras,0.0,2.0,3,12.0,0.0,2.0,7.0,14.0,16.0,1.0,2.0,9.0,14.0,0.0,2.0,6.0,12.0,15.0,4.0,2.0,8.0,0.0,0.0,1.0,0.25,[0 0 1]
2016,26,Chapecoense,Ponte Preta,2.0,2.0,2,11.0,0.0,4.0,2.0,14.0,16.0,2.0,4.0,6.0,15.0,0.0,4.0,3.0,7.0,11.0,0.0,4.0,7.0,0.5,0.3333333333333333,0.5,0.2857142857142857,[0 1 0]
2016,26,Cruzeiro,Atlético-MG,1.0,1.0,2,22.0,1.0,2.0,6.0,17.0,11.0,0.0,3.0,9.0,12.0,1.0,1.0,2.0,10.0,22.0,2.0,2.0,4.0,0.3333333333333333,0.1111111111111111,0.5,0.25,[0 1 0]
2016,26,Grêmio,Fluminense,0.0,1.0,3,11.0,0.0,10.0,7.0,11.0,17.0,4.0,10.0,17.0,17.0,0.0,1.0,5.0,17.0,11.0,3.0,1.0,6.0,0.0,0.0,1.0,0.16666666666666666,[0 0 1]
2016,26,Atlético-PR,São Paulo,1.0,0.0,1,10.0,0.0,4.0,4.0,9.0,12.0,1.0,4.0,8.0,12.0,0.0,3.0,5.0,12.0,12.0,1.0,3.0,8.0,0.25,0.125,0.0,0.0,[1 0 0]
2016,26,Sport,Coritiba,0.0,1.0,3,17.0,0.0,5.0,6.0,14.0,20.0,0.0,5.0,11.0,19.0,0.0,2.0,3.0,13.0,21.0,1.0,2.0,5.0,0.0,0.0,0.5,0.2,[0 0 1]
