Var;Sum
prob_PB;[79.8151 51.6466 58.4808]
prob_PD_gol;[82.8479 50.5094 56.5741]
prob_PD_gol_FinC_RB;[80.8895 50.8346 58.2109]
prob_PD_gol_Fina_RB;[87.5144 49.5521 52.8501]
prob_PD_gol_FinC;[81.2468 50.8061 57.8825]
prob_PD_gol_Fina;[87.7955 49.5072 52.6136]
prob_DC;[77.4527 47.7723 64.713 ]
prob_binpo_log;[90.7248 44.3731 54.7028]
prob_binpo_p;[86.9833 50.1585 52.8084]
prob_PB_placar;15.251299999999995
prob_PD_gol_placar;15.075175698704466
prob_PD_gol_FinC_placar;15.051617571494864
prob_PD_gol_Fina_placar;15.122003312770804
prob_DC_placar;14.870306325221232
prob_binpo_log_placar;13.820229917944967
prob_binpo_p_placar;15.382301526425879
Defi_PB;131.44629854999997
RPS_PB;46.255745595
Defi_PD_gol;131.08286958000008
RPS_PD_gol;46.00226268000001
Defi_PD_gol_FinC_RB;131.3281773399999
RPS_PD_gol_FinC_RB;46.147667719999994
Defi_PD_gol_Fina_RB;131.10225823999994
RPS_PD_gol_Fina_RB;45.921027865
Defi_PD_gol_FinC;131.1872403
RPS_PD_gol_FinC;46.07736777499996
Defi_PD_gol_Fina;131.04421005000003
RPS_PD_gol_Fina;45.88948122499999
Defi_DC;132.16789042
RPS_DC;46.447874324999994
Defi_binpo_log;131.50681605000003
RPS_binpo_log;45.99534203000002
Defi_binpo_p;128.4543811800001
RPS_binpo_p;44.504514775000004
Defi_palp_br;124.52862379999985
RPS_palp_br;42.639488150000034
