Var;Sum
prob_PB;[92.4796 56.5722 40.7662]
prob_PD_gol;[94.5853 49.8835 45.3931]
prob_PD_gol_FinC_RB;[93.5386 50.1479 46.1817]
prob_PD_gol_Fina_RB;[97.13   49.1232 43.5796]
prob_PD_gol_FinC;[93.752  50.1371 45.9798]
prob_PD_gol_Fina;[97.4138 49.0906 43.3304]
prob_DC;[78.2551 49.0571 62.5371]
prob_binpo_log;[102.3625  42.4216  44.9242]
prob_binpo_p;[80.3228 53.443  56.1877]
prob_PB_placar;19.8157
prob_PD_gol_placar;19.117103074948055
prob_PD_gol_FinC_placar;19.099256636876728
prob_PD_gol_Fina_placar;19.20547278074247
prob_DC_placar;16.214907194896337
prob_binpo_log_placar;16.327724398060628
prob_binpo_p_placar;17.943825341719013
Defi_PB;105.95191930000007
RPS_PB;33.81137398000001
Defi_PD_gol;106.29621446999997
RPS_PD_gol;33.75564208999999
Defi_PD_gol_FinC_RB;106.86573350000003
RPS_PD_gol_FinC_RB;34.02229552500001
Defi_PD_gol_Fina_RB;105.92560686000004
RPS_PD_gol_Fina_RB;33.61551696000001
Defi_PD_gol_FinC;106.61288059000003
RPS_PD_gol_FinC;33.89469210999998
Defi_PD_gol_Fina;105.64304057999998
RPS_PD_gol_Fina;33.46753653000001
Defi_DC;115.23518399000005
RPS_DC;37.72022811999999
Defi_binpo_log;108.29667577000002
RPS_binpo_log;34.14193054500001
Defi_binpo_p;113.48582108999999
RPS_binpo_p;36.786626385
Defi_palp_br;114.43422379999987
RPS_palp_br;37.11128815000005
