Var;Média
Acertos_PD_gol_FinC;0.3769230769230769
Acertos_PD_gol_FinC_RB;0.3769230769230769
Acertos_PD_gol_Fina;0.38461538461538464
Acertos_PD_gol_Fina_RB;0.38461538461538464
Acertos_binpo_log;0.4076923076923077
Acertos_binpo_p;0.45384615384615384
Acertos_palp_br_binpo_p;0.4461538461538462
Defi_DC;0.6875409998461541
Defi_PB;0.6817955719230768
Defi_PD_gol;0.6791206695384618
Defi_PD_gol_FinC;0.6798296386923075
Defi_PD_gol_FinC_RB;0.6802403357692308
Defi_PD_gol_Fina;0.6761437693076923
Defi_PD_gol_Fina_RB;0.6763138411538462
Defi_binpo_log;0.6831854004615382
Defi_binpo_p;0.6505434743076924
Defi_palp_br;0.6525810969230766
RPS_DC;0.23667362599999994
RPS_PB;0.23415996119230767
RPS_PD_gol;0.23224322184615387
RPS_PD_gol_FinC;0.2328009661538462
RPS_PD_gol_FinC_RB;0.2329909184615384
RPS_PD_gol_Fina;0.23017350396153852
RPS_PD_gol_Fina_RB;0.23025060023076918
RPS_binpo_log;0.23299096311538456
RPS_binpo_p;0.21903131015384625
RPS_palp_br;0.22047042346153897
Rodada;32.0
prob_DC_placar;0.077341475584262
prob_PB_placar;0.07928923076923076
prob_PD_gol_FinC_RB_placar;0.07800821251443452
prob_PD_gol_FinC_placar;0.07799589894536291
prob_PD_gol_Fina_RB_placar;0.07884734777930544
prob_PD_gol_Fina_placar;0.07881848835080348
prob_PD_gol_placar;0.07814942825702564
prob_binpo_log_placar;0.07282526491814063
prob_binpo_p_placar;0.08194118455933831
