Var;Sum
prob_PB;[54.3418 35.615  40.0121]
prob_PD_gol;[56.4685 34.969  38.5251]
prob_PD_gol_FinC_RB;[55.2368 35.181  39.5478]
prob_PD_gol_Fina_RB;[59.8241 34.3088 35.8162]
prob_PD_gol_FinC;[55.3996 35.1565 39.4085]
prob_PD_gol_Fina;[59.9491 34.2783 35.7219]
prob_DC;[52.4382 32.482  45.0462]
prob_binpo_log;[62.3163 30.7133 36.8502]
prob_binpo_p;[59.3317 34.5584 36.0759]
prob_PB_placar;10.307599999999999
prob_PD_gol_placar;10.159425673413333
prob_PD_gol_FinC_placar;10.134188640300527
prob_PD_gol_Fina_placar;10.202440970473015
prob_DC_placar;10.054391825954061
prob_binpo_log_placar;9.467284439358282
prob_binpo_p_placar;10.65235399271398
Defi_PB;88.63342434999998
RPS_PB;30.440794954999998
Defi_PD_gol;88.28568704000004
RPS_PD_gol;30.191618840000004
Defi_PD_gol_FinC_RB;88.4435925
RPS_PD_gol_FinC_RB;30.294343799999986
Defi_PD_gol_Fina_RB;87.98739378999998
RPS_PD_gol_Fina_RB;29.96055267499998
Defi_PD_gol_FinC;88.38849067999996
RPS_PD_gol_FinC;30.268933034999996
Defi_PD_gol_Fina;87.97243542999998
RPS_PD_gol_Fina;29.95444185
Defi_DC;89.38032998000004
RPS_DC;30.767571379999993
Defi_binpo_log;88.81410205999997
RPS_binpo_log;30.28882520499999
Defi_binpo_p;84.57065166000001
RPS_binpo_p;28.474070320000013
Defi_palp_br;84.83554259999997
RPS_palp_br;28.661155050000065
