Var;Sum
prob_PB;[21.2618 13.8084 14.9185]
prob_PD_gol;[22.0109 13.2322 14.7426]
prob_PD_gol_FinC_RB;[21.3341 13.3458 15.3072]
prob_PD_gol_Fina_RB;[22.9986 13.0301 13.9546]
prob_PD_gol_FinC;[21.4608 13.3322 15.1938]
prob_PD_gol_Fina;[23.0946 13.0117 13.8768]
prob_DC;[21.1369 12.4878 16.3632]
prob_binpo_log;[23.8186 11.7102 14.4191]
prob_binpo_p;[23.2593 13.1214 13.6068]
prob_PB_placar;3.878999999999999
prob_PD_gol_placar;3.8260533333653646
prob_PD_gol_FinC_placar;3.822674170385195
prob_PD_gol_Fina_placar;3.8400497828855804
prob_DC_placar;3.822427861453428
prob_binpo_log_placar;3.506152673363803
prob_binpo_p_placar;4.013766438155596
Defi_PB;34.57451527
RPS_PB;11.864879925
Defi_PD_gol;35.07045621000001
RPS_PD_gol;12.104705015
Defi_PD_gol_FinC_RB;35.26256387
RPS_PD_gol_FinC_RB;12.226403495000005
Defi_PD_gol_Fina_RB;34.837328889999995
RPS_PD_gol_Fina_RB;11.95580631
Defi_PD_gol_FinC;35.195452180000004
RPS_PD_gol_FinC;12.18979162
Defi_PD_gol_Fina;34.80155833
RPS_PD_gol_Fina;11.934939980000001
Defi_DC;34.85923901
RPS_DC;11.997509545000005
Defi_binpo_log;34.94303444999999
RPS_binpo_log;11.950593994999998
Defi_binpo_p;32.45316821000001
RPS_binpo_p;10.930938364999998
Defi_palp_br;30.581300999999986
RPS_palp_br;9.999644250000001
