Var;Sum
prob_PB;[63.9195 34.3856 31.5696]
prob_PD_gol;[63.7017 34.5079 31.7026]
prob_PD_gol_FinC_RB;[62.4525 34.8037 32.6611]
prob_PD_gol_Fina_RB;[65.0496 34.1932 30.6618]
prob_PD_gol_FinC;[62.6115 34.7739 32.528 ]
prob_PD_gol_Fina;[65.3197 34.1413 30.4416]
prob_DC;[56.3003 30.1806 43.3969]
prob_binpo_log;[67.056  30.495  32.2763]
prob_binpo_p;[54.8094 36.2355 38.9136]
prob_PB_placar;9.909599999999994
prob_PD_gol_placar;9.944886782222971
prob_PD_gol_FinC_placar;9.929828593252822
prob_PD_gol_Fina_placar;9.939717036379298
prob_DC_placar;8.990717100651112
prob_binpo_log_placar;8.971177021152634
prob_binpo_p_placar;9.758290472792028
Defi_PB;85.35598922999996
RPS_PB;30.53634198500001
Defi_PD_gol;84.30304019999996
RPS_PD_gol;30.164715075000014
Defi_PD_gol_FinC_RB;84.57973832999997
RPS_PD_gol_FinC_RB;30.24730634999999
Defi_PD_gol_Fina_RB;84.50096380000002
RPS_PD_gol_Fina_RB;30.253256980000003
Defi_PD_gol_FinC;84.52833576000002
RPS_PD_gol_FinC;30.230056535
Defi_PD_gol_Fina;84.35399546000001
RPS_PD_gol_Fina;30.202148334999986
Defi_DC;86.50312022
RPS_DC;31.303285569999993
Defi_binpo_log;84.01318830999998
RPS_binpo_log;30.263220405000002
Defi_binpo_p;83.99864651
RPS_binpo_p;30.700528499999983
Defi_palp_br;80.90094260000001
RPS_palp_br;28.858355050000064
