Var;Sum
prob_PB;[90.5466 53.2622 45.9181]
prob_PD_gol;[92.7045 50.0095 47.0973]
prob_PD_gol_FinC_RB;[91.1707 50.0606 48.5854]
prob_PD_gol_Fina_RB;[94.3019 49.1869 46.287 ]
prob_PD_gol_FinC;[91.6115 50.227  47.9811]
prob_PD_gol_Fina;[94.7768 49.4024 45.6041]
prob_DC;[78.5379 46.8722 64.336 ]
prob_binpo_log;[99.7036 42.7042 47.2052]
prob_binpo_p;[80.3134 53.0686 56.5396]
prob_PB_placar;18.766499999999997
prob_PD_gol_placar;18.509778902697025
prob_PD_gol_FinC_placar;18.438818090549827
prob_PD_gol_Fina_placar;18.558151077398282
prob_DC_placar;15.937110901333613
prob_binpo_log_placar;16.042162895879766
prob_binpo_p_placar;17.349991266191243
Defi_PB;111.13927125
RPS_PB;35.77679185500001
Defi_PD_gol;109.86874470999997
RPS_PD_gol;35.17558499999999
Defi_PD_gol_FinC_RB;111.12354448999993
RPS_PD_gol_FinC_RB;35.734374065000004
Defi_PD_gol_Fina_RB;110.26062090000002
RPS_PD_gol_Fina_RB;35.36948175499999
Defi_PD_gol_FinC;110.36894932000003
RPS_PD_gol_FinC;35.390715410000006
Defi_PD_gol_Fina;109.37426565
RPS_PD_gol_Fina;34.96648449499999
Defi_DC;118.93697693000003
RPS_DC;39.195493175000024
Defi_binpo_log;112.90377678000002
RPS_binpo_log;36.17607870000002
Defi_binpo_p;117.61942007999994
RPS_binpo_p;38.63738554999999
Defi_palp_br;114.43422379999987
RPS_palp_br;37.11128815000005
