Var;Média
Acertos_PD_gol_FinC;0.3736842105263158
Acertos_PD_gol_FinC_RB;0.37894736842105264
Acertos_PD_gol_Fina;0.37894736842105264
Acertos_PD_gol_Fina_RB;0.37894736842105264
Acertos_binpo_log;0.35789473684210527
Acertos_binpo_p;0.39473684210526316
Acertos_palp_br_binpo_p;0.4421052631578947
Defi_DC;0.7221680014736843
Defi_PB;0.7234424136842104
Defi_PD_gol;0.7092478703684214
Defi_PD_gol_FinC;0.7095019788947367
Defi_PD_gol_FinC_RB;0.7114141421052632
Defi_PD_gol_Fina;0.7064188379473683
Defi_PD_gol_Fina_RB;0.7072468266315796
Defi_binpo_log;0.7189800660526313
Defi_binpo_p;0.6865977983684208
Defi_palp_br;0.6554138094736834
RPS_DC;0.2571485763421052
RPS_PB;0.2576565742105265
RPS_PD_gol;0.2504927219210527
RPS_PD_gol_FinC;0.2507065112368421
RPS_PD_gol_FinC_RB;0.25167841113157907
RPS_PD_gol_Fina;0.2485654033157894
RPS_PD_gol_Fina_RB;0.2490328061315788
RPS_binpo_log;0.25420039463157906
RPS_binpo_p;0.23920936581578953
RPS_palp_br;0.2244183586842107
Rodada;29.0
prob_DC_placar;0.07545362221649093
prob_PB_placar;0.07720157894736837
prob_PD_gol_FinC_RB_placar;0.07622979906408021
prob_PD_gol_FinC_placar;0.07629832156548723
prob_PD_gol_Fina_RB_placar;0.07722685384391859
prob_PD_gol_Fina_placar;0.07719600959963967
prob_PD_gol_placar;0.07637001071735391
prob_binpo_log_placar;0.07024446756334421
prob_binpo_p_placar;0.07863227249651106
