Var;Média
Acertos_PD_gol_FinC;0.5105263157894737
Acertos_PD_gol_FinC_RB;0.5157894736842106
Acertos_PD_gol_Fina;0.5368421052631579
Acertos_PD_gol_Fina_RB;0.5263157894736842
Acertos_binpo_log;0.5157894736842106
Acertos_binpo_p;0.47368421052631576
Acertos_palp_br_binpo_p;0.5368421052631579
Defi_DC;0.6259840891052633
Defi_PB;0.5849435328947368
Defi_PD_gol;0.578256551105263
Defi_PD_gol_FinC;0.5808833810526315
Defi_PD_gol_FinC_RB;0.584778236631579
Defi_PD_gol_Fina;0.5756527510000001
Defi_PD_gol_Fina_RB;0.5801786106842106
Defi_binpo_log;0.5942304041052633
Defi_binpo_p;0.6190495793684208
Defi_palp_br;0.602285388421052
RPS_DC;0.2062920693421054
RPS_PB;0.18829890450000006
RPS_PD_gol;0.1851346578947368
RPS_PD_gol_FinC;0.1862652508421053
RPS_PD_gol_FinC_RB;0.18805331442105272
RPS_PD_gol_Fina;0.1840454202368422
RPS_PD_gol_Fina_RB;0.1861362389210526
RPS_binpo_log;0.19040041421052642
RPS_binpo_p;0.20335466078947365
RPS_palp_br;0.19532256921052657
Rodada;29.0
prob_DC_placar;0.0838795310596506
prob_PB_placar;0.09877105263157893
prob_PD_gol_FinC_RB_placar;0.0969512160208668
prob_PD_gol_FinC_placar;0.09712961788429554
prob_PD_gol_Fina_RB_placar;0.09763037797859046
prob_PD_gol_Fina_placar;0.09780605063854936
prob_PD_gol_placar;0.0974198889615633
prob_binpo_log_placar;0.08443243629410403
prob_binpo_p_placar;0.0913157435062697
