Var;Sum
prob_PB;[63.2508 36.1471 30.5149]
prob_PD_gol;[63.9303 32.7943 33.1884]
prob_PD_gol_FinC_RB;[62.5278 33.0781 34.3168]
prob_PD_gol_Fina_RB;[65.2486 32.4608 32.1926]
prob_PD_gol_FinC;[63.1117 32.9919 33.817 ]
prob_PD_gol_Fina;[65.7642 32.3697 31.7662]
prob_DC;[61.3073 28.7552 39.856 ]
prob_binpo_log;[66.4    28.6709 34.6455]
prob_binpo_p;[61.057  33.5094 35.3756]
prob_PB_placar;11.779200000000007
prob_PD_gol_placar;11.505998249829885
prob_PD_gol_FinC_placar;11.5006687503301
prob_PD_gol_Fina_placar;11.555771850265852
prob_DC_placar;11.015462012068186
prob_binpo_log_placar;9.908385572480015
prob_binpo_p_placar;11.145660454692706
Defi_PB;73.54717567999998
RPS_PB;24.435941664999998
Defi_PD_gol;74.24117088000001
RPS_PD_gol;24.928832085
Defi_PD_gol_FinC_RB;74.51343844999998
RPS_PD_gol_FinC_RB;25.080649290000004
Defi_PD_gol_Fina_RB;73.95871362000001
RPS_PD_gol_Fina_RB;24.82934023000001
Defi_PD_gol_FinC;74.36287629999997
RPS_PD_gol_FinC;24.983524974999995
Defi_PD_gol_Fina;73.93198773
RPS_PD_gol_Fina;24.784975430000006
Defi_DC;74.33313436999997
RPS_DC;24.880841194999995
Defi_binpo_log;76.13562718
RPS_binpo_log;25.88661436499999
Defi_binpo_p;76.88245982
RPS_binpo_p;26.149466969999995
Defi_palp_br;79.06974259999998
RPS_palp_br;27.221255050000067
