Var;Média
Acertos_PD_gol_FinC;0.46
Acertos_PD_gol_FinC_RB;0.46
Acertos_PD_gol_Fina;0.48
Acertos_PD_gol_Fina_RB;0.48
Acertos_binpo_log;0.5
Acertos_binpo_p;0.44
Acertos_palp_br_binpo_p;0.52
Defi_DC;0.6865983638000001
Defi_PB;0.6792395076
Defi_PD_gol;0.6756104186
Defi_PD_gol_FinC;0.6808851813999999
Defi_PD_gol_FinC_RB;0.6812353863999999
Defi_PD_gol_Fina;0.6730492481999998
Defi_PD_gol_Fina_RB;0.6739755324000001
Defi_binpo_log;0.6815072079999998
Defi_binpo_p;0.6575564957999999
Defi_palp_br;0.6149740199999996
RPS_DC;0.24713438949999986
RPS_PB;0.24238695680000003
RPS_PD_gol;0.2407942076000001
RPS_PD_gol_FinC;0.24301708889999996
RPS_PD_gol_FinC_RB;0.2432256297
RPS_PD_gol_Fina;0.23970065409999994
RPS_PD_gol_Fina_RB;0.24016529360000002
RPS_binpo_log;0.24383264279999994
RPS_binpo_p;0.23575812000000007
RPS_palp_br;0.21609688499999993
Rodada;36.0
prob_DC_placar;0.0695115346695085
prob_PB_placar;0.07647799999999999
prob_PD_gol_FinC_RB_placar;0.07642279641836884
prob_PD_gol_FinC_placar;0.07689592253802381
prob_PD_gol_Fina_RB_placar;0.07566704790500042
prob_PD_gol_Fina_placar;0.07640636782876004
prob_PD_gol_placar;0.07656879860313295
prob_binpo_log_placar;0.06269416780935198
prob_binpo_p_placar;0.07298911253614444
