Var;Sum
prob_PB;[24.1812 14.132  11.6643]
prob_PD_gol;[24.5519 12.8949 12.5273]
prob_PD_gol_FinC_RB;[24.045  12.9739 12.9578]
prob_PD_gol_Fina_RB;[25.3396 12.6748 11.9552]
prob_PD_gol_FinC;[24.2547 12.9623 12.759 ]
prob_PD_gol_Fina;[25.5552 12.6535 11.7601]
prob_DC;[22.7339 10.7569 16.4832]
prob_binpo_log;[26.232  11.14   12.5308]
prob_binpo_p;[23.7385 13.1379 13.1059]
prob_PB_placar;4.571599999999999
prob_PD_gol_placar;4.420433380311412
prob_PD_gol_FinC_placar;4.4089623335143155
prob_PD_gol_Fina_placar;4.456957467487373
prob_DC_placar;4.084820494487889
prob_binpo_log_placar;3.7945272955822875
prob_binpo_p_placar;4.44677376508453
Defi_PB;28.18741000999999
RPS_PB;9.047573765
Defi_PD_gol;28.481040889999996
RPS_PD_gol;9.187893339999999
Defi_PD_gol_FinC_RB;28.74256301
RPS_PD_gol_FinC_RB;9.305363660000001
Defi_PD_gol_Fina_RB;28.255159959999993
RPS_PD_gol_Fina_RB;9.107936489999998
Defi_PD_gol_FinC;28.576016839999998
RPS_PD_gol_FinC;9.223686365000002
Defi_PD_gol_Fina;28.120536939999994
RPS_PD_gol_Fina;9.038717165000001
Defi_DC;29.904224980000002
RPS_DC;9.641357265000002
Defi_binpo_log;29.301221900000005
RPS_binpo_log;9.526034220000003
Defi_binpo_p;28.956012069999996
RPS_binpo_p;9.31083862
Defi_palp_br;30.581300999999975
RPS_palp_br;9.99964425
