Var;Sum
prob_PB;[76.4749 50.9408 62.4912]
prob_PD_gol;[81.9664 48.9618 58.9553]
prob_PD_gol_FinC_RB;[80.1315 49.2671 60.49  ]
prob_PD_gol_Fina_RB;[86.5833 48.4251 54.8554]
prob_PD_gol_FinC;[81.0339 49.16   59.6972]
prob_PD_gol_Fina;[87.2945 48.3067 54.2635]
prob_DC;[74.8356 48.9117 66.1546]
prob_binpo_log;[90.5782 42.8449 56.2266]
prob_binpo_p;[86.9098 49.0244 53.9789]
prob_PB_placar;14.667599999999991
prob_PD_gol_placar;14.510302036297244
prob_PD_gol_FinC_placar;14.496681097442574
prob_PD_gol_Fina_placar;14.667241823931537
prob_DC_placar;14.336385566914089
prob_binpo_log_placar;13.3464488370354
prob_binpo_p_placar;14.940131774337102
Defi_PB;137.45696140999996
RPS_PB;48.956164105000056
Defi_PD_gol;134.75709537000006
RPS_PD_gol;47.59361716500001
Defi_PD_gol_FinC_RB;135.168687
RPS_PD_gol_FinC_RB;47.818898115000025
Defi_PD_gol_Fina_RB;134.37689706000012
RPS_PD_gol_Fina_RB;47.31623316499997
Defi_PD_gol_FinC;134.80537598999996
RPS_PD_gol_FinC;47.634237135000006
Defi_PD_gol_Fina;134.21957920999998
RPS_PD_gol_Fina;47.22742662999999
Defi_DC;137.21096521
RPS_DC;48.858230579999955
Defi_binpo_log;136.60621254999995
RPS_binpo_log;48.298074980000024
Defi_binpo_p;130.45358168999996
RPS_binpo_p;45.44977950500001
Defi_palp_br;124.52862379999985
RPS_palp_br;42.639488150000034
