Var;Média
Acertos_PD_gol_FinC;0.5538461538461539
Acertos_PD_gol_FinC_RB;0.5461538461538461
Acertos_PD_gol_Fina;0.5461538461538461
Acertos_PD_gol_Fina_RB;0.5384615384615384
Acertos_binpo_log;0.5153846153846153
Acertos_binpo_p;0.5076923076923077
Acertos_palp_br_binpo_p;0.5307692307692308
Defi_DC;0.571805632923077
Defi_PB;0.5657491069230768
Defi_PD_gol;0.5710859298461539
Defi_PD_gol_FinC;0.5720221253846152
Defi_PD_gol_FinC_RB;0.5731802957692306
Defi_PD_gol_Fina;0.5687075979230769
Defi_PD_gol_Fina_RB;0.5689131816923078
Defi_binpo_log;0.5856586706153846
Defi_binpo_p;0.5914035370769231
Defi_palp_br;0.6082287892307691
RPS_DC;0.19139367142307695
RPS_PB;0.18797377557692305
RPS_PD_gol;0.1917602468076923
RPS_PD_gol_FinC;0.1921809613461538
RPS_PD_gol_FinC_RB;0.19292807146153848
RPS_PD_gol_Fina;0.1906536571538462
RPS_PD_gol_Fina_RB;0.19099492484615394
RPS_binpo_log;0.1991278028076922
RPS_binpo_p;0.20114974592307688
RPS_palp_br;0.20939426961538513
Rodada;32.0
prob_DC_placar;0.08473419923955805
prob_PB_placar;0.0906084615384616
prob_PD_gol_FinC_RB_placar;0.08857028803052135
prob_PD_gol_FinC_placar;0.08846668269484692
prob_PD_gol_Fina_RB_placar;0.08905810585488068
prob_PD_gol_Fina_placar;0.08889055269435271
prob_PD_gol_placar;0.08850767884484527
prob_binpo_log_placar;0.07621835055753858
prob_binpo_p_placar;0.08573584965148236
