Var;Média
Acertos_PD_gol_FinC;0.3
Acertos_PD_gol_FinC_RB;0.3
Acertos_PD_gol_Fina;0.36
Acertos_PD_gol_Fina_RB;0.36
Acertos_binpo_log;0.36
Acertos_binpo_p;0.42
Acertos_palp_br_binpo_p;0.52
Defi_DC;0.6971847802000001
Defi_PB;0.6914903054
Defi_PD_gol;0.7014091242000002
Defi_PD_gol_FinC;0.7037292504000001
Defi_PD_gol_FinC_RB;0.7049953049999997
Defi_PD_gol_Fina;0.6957420863999998
Defi_PD_gol_Fina_RB;0.6965033434
Defi_binpo_log;0.6988606889999999
Defi_binpo_p;0.6490633642000002
Defi_palp_br;0.6116260199999997
RPS_DC;0.2399501909000001
RPS_PB;0.2372975985
RPS_PD_gol;0.2420941003
RPS_PD_gol_FinC;0.24371835100000008
RPS_PD_gol_FinC_RB;0.24441876259999995
RPS_PD_gol_Fina;0.23859902840000002
RPS_PD_gol_Fina_RB;0.2390322906
RPS_binpo_log;0.23901187989999997
RPS_binpo_p;0.21861876729999996
RPS_palp_br;0.199992885
Rodada;36.0
prob_DC_placar;0.07644855722906856
prob_PB_placar;0.07757999999999998
prob_PD_gol_FinC_RB_placar;0.0765525729387731
prob_PD_gol_FinC_placar;0.07651572061775168
prob_PD_gol_Fina_RB_placar;0.07703074125427867
prob_PD_gol_Fina_placar;0.07696901369848196
prob_PD_gol_placar;0.07652106666730729
prob_binpo_log_placar;0.07012305346727606
prob_binpo_p_placar;0.08027532876311191
