Var;média
Acerto_PD_gol_FinC;0.48947368421052634
Acerto_PD_gol_FinC_RB;0.48947368421052634
Acerto_PD_gol_Fina;0.5
Acerto_PD_gol_Fina_RB;0.49473684210526314
Acerto_binpo_log;0.49473684210526314
Acerto_binpo_p;0.5
Acertos_palp_br_binpo_p;0.5157894736842106
Defi_DC;0.6346091947894735
Defi_PB;0.6247860178947371
Defi_PD_gol;0.6264473997368425
Defi_PD_gol_FinC;0.6285852538421053
Defi_PD_gol_FinC_RB;0.6293715071578949
Defi_PD_gol_Fina;0.6252754453684208
Defi_PD_gol_Fina_RB;0.6264271127894736
Defi_binpo_log;0.621766602631579
Defi_binpo_p;0.6313176385789473
Defi_palp_br;0.6180727568421047
RPS_DC;0.22918657813157903
RPS_PB;0.2236971898421053
RPS_PD_gol;0.22460332055263166
RPS_PD_gol_FinC;0.2253790844473684
RPS_PD_gol_FinC_RB;0.22570941386842094
RPS_PD_gol_Fina;0.22405051552631589
RPS_PD_gol_Fina_RB;0.22447509086842096
RPS_binpo_log;0.2232661816052631
RPS_binpo_p;0.22719087457894754
RPS_palp_br;0.22093730605263176
Rodada;29.0
prob_DC_placar;0.07066231077367392
prob_PB_placar;0.07760684210526314
prob_PD_gol_FinC_RB_placar;0.077584499282379
prob_PD_gol_FinC_placar;0.07783100799350026
prob_PD_gol_Fina_RB_placar;0.0776957826693498
prob_PD_gol_Fina_placar;0.078054482045392
prob_PD_gol_placar;0.07787505081721027
prob_binpo_log_placar;0.07038920839075724
prob_binpo_p_placar;0.07486722813349285
