Var;Média
Acertos_PD_gol_FinC;0.5473684210526316
Acertos_PD_gol_FinC_RB;0.5421052631578948
Acertos_PD_gol_Fina;0.5631578947368421
Acertos_PD_gol_Fina_RB;0.5631578947368421
Acertos_binpo_log;0.5789473684210527
Acertos_binpo_p;0.531578947368421
Acertos_palp_br_binpo_p;0.5578947368421052
Defi_DC;0.6097928320000001
Defi_PB;0.5973957630000003
Defi_PD_gol;0.5847615147368421
Defi_PD_gol_FinC;0.5847846975263159
Defi_PD_gol_FinC_RB;0.5847130366842104
Defi_PD_gol_Fina;0.5823993986842108
Defi_PD_gol_Fina_RB;0.582317998157895
Defi_binpo_log;0.5911138298421049
Defi_binpo_p;0.6079100436315795
Defi_palp_br;0.5956022305263154
RPS_DC;0.2197326054210527
RPS_PB;0.20664960944736852
RPS_PD_gol;0.20410891426315791
RPS_PD_gol_FinC;0.20411881452631583
RPS_PD_gol_FinC_RB;0.204114269
RPS_PD_gol_Fina;0.20314357492105273
RPS_PD_gol_Fina_RB;0.20314261960526311
RPS_binpo_log;0.2089511443947367
RPS_binpo_p;0.21530246465789477
RPS_palp_br;0.21349941131578976
Rodada;29.0
prob_DC_placar;0.0811680451739089
prob_PB_placar;0.09034157894736845
prob_PD_gol_FinC_RB_placar;0.09088536790060092
prob_PD_gol_FinC_placar;0.09092035279833224
prob_PD_gol_Fina_RB_placar;0.09096426091612743
prob_PD_gol_Fina_placar;0.09101545841141988
prob_PD_gol_placar;0.09092071898598388
prob_binpo_log_placar;0.08216725137631628
prob_binpo_p_placar;0.08549847585475408
