Var;Sum
prob_PB;[96.0621 54.3698 39.4064]
prob_PD_gol;[94.1658 52.0267 43.6677]
prob_PD_gol_FinC_RB;[93.0641 52.4389 44.3709]
prob_PD_gol_Fina_RB;[94.8253 51.7716 43.2538]
prob_PD_gol_FinC;[93.1339 52.4576 44.2824]
prob_PD_gol_Fina;[94.9258 51.7794 43.1464]
prob_DC;[83.7379 42.9348 63.2116]
prob_binpo_log;[95.8748 45.9684 47.8861]
prob_binpo_p;[76.5051 53.1888 60.251 ]
prob_PB_placar;16.854499999999994
prob_PD_gol_placar;16.977136362775916
prob_PD_gol_FinC_placar;16.985787447879392
prob_PD_gol_Fina_placar;17.00528056131224
prob_DC_placar;15.122365570094217
prob_binpo_log_placar;15.317353255059171
prob_binpo_p_placar;16.086435010338725
Defi_PB;113.76634847000003
RPS_PB;40.033862825
Defi_PD_gol;111.59168287999994
RPS_PD_gol;39.31870139500001
Defi_PD_gol_FinC_RB;111.89563301000003
RPS_PD_gol_FinC_RB;39.456665650000005
Defi_PD_gol_Fina_RB;111.21757465000002
RPS_PD_gol_Fina_RB;39.171551414999975
Defi_PD_gol_FinC;111.95776109000005
RPS_PD_gol_FinC;39.481149885
Defi_PD_gol_Fina;111.26435096000006
RPS_PD_gol_Fina;39.18768031
Defi_DC;115.92617317
RPS_DC;41.92199834500003
Defi_binpo_log;112.40423686999996
RPS_binpo_log;39.95642357500001
Defi_binpo_p;114.77981651
RPS_binpo_p;40.84736123499998
Defi_palp_br;113.16442379999994
RPS_palp_br;40.56488815000005
