Var;Média
Acertos_PD_gol_FinC;0.49230769230769234
Acertos_PD_gol_FinC_RB;0.4846153846153846
Acertos_PD_gol_Fina;0.5
Acertos_PD_gol_Fina_RB;0.4846153846153846
Acertos_binpo_log;0.5076923076923077
Acertos_binpo_p;0.4846153846153846
Acertos_palp_br_binpo_p;0.5076923076923077
Defi_DC;0.6653900626923077
Defi_PB;0.6565876620769229
Defi_PD_gol;0.6484849246153843
Defi_PD_gol_FinC;0.6502179673846156
Defi_PD_gol_FinC_RB;0.6506133717692305
Defi_PD_gol_Fina;0.6488768881538463
Defi_PD_gol_Fina_RB;0.650007413846154
Defi_binpo_log;0.6462552946923075
Defi_binpo_p;0.6461434346923077
Defi_palp_br;0.6223149430769231
RPS_DC;0.24078994323076922
RPS_PB;0.2348983317307693
RPS_PD_gol;0.23203626980769243
RPS_PD_gol_FinC;0.23253889642307693
RPS_PD_gol_FinC_RB;0.23267158730769225
RPS_PD_gol_Fina;0.23232421796153835
RPS_PD_gol_Fina_RB;0.2327173613846154
RPS_binpo_log;0.23279400311538462
RPS_binpo_p;0.2361579115384614
RPS_palp_br;0.22198734653846203
Rodada;32.0
prob_DC_placar;0.06915756557056653
prob_PB_placar;0.07622615384615379
prob_PD_gol_FinC_RB_placar;0.07620490845689976
prob_PD_gol_FinC_placar;0.07638329687117555
prob_PD_gol_Fina_RB_placar;0.07615341954491904
prob_PD_gol_Fina_placar;0.07645936181830229
prob_PD_gol_placar;0.07649912909402286
prob_binpo_log_placar;0.06900905400886642
prob_binpo_p_placar;0.07506377286763098
