Var;Média
Acertos_PD_gol_FinC;0.5461538461538461
Acertos_PD_gol_FinC_RB;0.5461538461538461
Acertos_PD_gol_Fina;0.5461538461538461
Acertos_PD_gol_Fina_RB;0.5461538461538461
Acertos_binpo_log;0.5615384615384615
Acertos_binpo_p;0.5615384615384615
Acertos_palp_br_binpo_p;0.5153846153846153
Defi_DC;0.5871324753076924
Defi_PB;0.5956975392307693
Defi_PD_gol;0.5851253835384613
Defi_PD_gol_FinC;0.5869199241538461
Defi_PD_gol_FinC_RB;0.5866302988461537
Defi_PD_gol_Fina;0.584123609923077
Defi_PD_gol_Fina_RB;0.5838516612307691
Defi_binpo_log;0.5821501433076925
Defi_binpo_p;0.5809421445384613
Defi_palp_br;0.6193364815384615
RPS_DC;0.21064564715384604
RPS_PB;0.21089906280769236
RPS_PD_gol;0.206902074423077
RPS_PD_gol_FinC;0.2077062512307692
RPS_PD_gol_FinC_RB;0.20762459703846153
RPS_PD_gol_Fina;0.20646114984615382
RPS_PD_gol_Fina_RB;0.20641315503846147
RPS_binpo_log;0.20655417634615392
RPS_binpo_p;0.204331114
RPS_palp_br;0.22604811576923126
Rodada;32.0
prob_DC_placar;0.08172551727329948
prob_PB_placar;0.08702384615384616
prob_PD_gol_FinC_RB_placar;0.0891828612410539
prob_PD_gol_FinC_placar;0.08923572021527035
prob_PD_gol_Fina_RB_placar;0.08892588369141576
prob_PD_gol_Fina_placar;0.08900087281908321
prob_PD_gol_placar;0.0890701986918225
prob_binpo_log_placar;0.08148499820137949
prob_binpo_p_placar;0.08782477912313252
