Var;Sum
prob_PB;[79.8166 51.6432 58.4821]
prob_PD_gol;[82.8479 50.5094 56.5741]
prob_PD_gol_FinC_RB;[80.8511 50.8952 58.1903]
prob_PD_gol_Fina_RB;[87.3005 49.8583 52.763 ]
prob_PD_gol_FinC;[81.221  50.8478 57.8679]
prob_PD_gol_Fina;[87.5831 49.8115 52.5268]
prob_DC;[77.4527 47.7726 64.713 ]
prob_binpo_log;[90.7248 44.3731 54.7028]
prob_binpo_p;[86.9833 50.1585 52.8084]
prob_PB_placar;15.2511
prob_PD_gol_placar;15.075175698704466
prob_PD_gol_FinC_placar;15.060204236953838
prob_PD_gol_Fina_placar;15.190095325428434
prob_DC_placar;14.870290873976723
prob_binpo_log_placar;13.820229917944967
prob_binpo_p_placar;15.382301526425879
Defi_PB;131.44719592999996
RPS_PB;46.256656924999994
Defi_PD_gol;131.08286958000008
RPS_PD_gol;46.00226268000001
Defi_PD_gol_FinC_RB;131.30970854000003
RPS_PD_gol_FinC_RB;46.13941091000002
Defi_PD_gol_Fina_RB;131.01535757999997
RPS_PD_gol_Fina_RB;45.88552085499996
Defi_PD_gol_FinC;131.17887079000002
RPS_PD_gol_FinC;46.073769375
Defi_PD_gol_Fina;130.94424112
RPS_PD_gol_Fina;45.848406685
Defi_DC;132.16829057
RPS_DC;46.44791865499999
Defi_binpo_log;131.50681605000003
RPS_binpo_log;45.99534203000002
Defi_binpo_p;128.4543811800001
RPS_binpo_p;44.504514775000004
Defi_palp_br;124.52862379999985
RPS_palp_br;42.639488150000034
