Var;Média
Acertos_PD_gol_FinC;0.58
Acertos_PD_gol_FinC_RB;0.58
Acertos_PD_gol_Fina;0.62
Acertos_PD_gol_Fina_RB;0.62
Acertos_binpo_log;0.56
Acertos_binpo_p;0.52
Acertos_palp_br_binpo_p;0.58
Defi_DC;0.5648077798000001
Defi_PB;0.5286738190000001
Defi_PD_gol;0.5271990738
Defi_PD_gol_FinC;0.5275859359999999
Defi_PD_gol_FinC_RB;0.5286497835999999
Defi_PD_gol_Fina;0.5250570342
Defi_PD_gol_Fina_RB;0.5261905932
Defi_binpo_log;0.5433270045999999
Defi_binpo_p;0.5584206382000001
Defi_palp_br;0.5805820199999996
RPS_DC;0.18513539419999997
RPS_PB;0.16813557289999997
RPS_PD_gol;0.1681247868
RPS_PD_gol_FinC;0.16826534050000003
RPS_PD_gol_FinC_RB;0.168767437
RPS_PD_gol_Fina;0.1669583614
RPS_PD_gol_Fina_RB;0.1674962358000001
RPS_binpo_log;0.17652230430000004
RPS_binpo_p;0.18546129660000002
RPS_palp_br;0.19409088500000002
Rodada;36.0
prob_DC_placar;0.09422336701903693
prob_PB_placar;0.11945000000000004
prob_PD_gol_FinC_RB_placar;0.11563239007340503
prob_PD_gol_FinC_placar;0.11559699302100888
prob_PD_gol_Fina_RB_placar;0.11634498252558116
prob_PD_gol_Fina_placar;0.11629577078461951
prob_PD_gol_placar;0.11566728734669798
prob_binpo_log_placar;0.092045015480458
prob_binpo_p_placar;0.10709967889931554
