Var;média
Acerto_PD_gol_FinC;0.5526315789473685
Acerto_PD_gol_FinC_RB;0.5526315789473685
Acerto_PD_gol_Fina;0.5631578947368421
Acerto_PD_gol_Fina_RB;0.5631578947368421
Acerto_binpo_log;0.5368421052631579
Acerto_binpo_p;0.47368421052631576
Acertos_palp_br_binpo_p;0.5368421052631579
Defi_DC;0.6064995684210528
Defi_PB;0.5576415882105268
Defi_PD_gol;0.5594537603684209
Defi_PD_gol_FinC;0.5611204241578949
Defi_PD_gol_FinC_RB;0.5624512289473685
Defi_PD_gol_Fina;0.5560160030526314
Defi_PD_gol_Fina_RB;0.5575031940000003
Defi_binpo_log;0.5699825040526317
Defi_binpo_p;0.5972937952105263
Defi_palp_br;0.602285388421052
RPS_DC;0.19852616063157888
RPS_PB;0.17795562697368425
RPS_PD_gol;0.17766127415789468
RPS_PD_gol_FinC;0.17839311636842095
RPS_PD_gol_FinC_RB;0.17906471328947374
RPS_PD_gol_Fina;0.17614492910526322
RPS_PD_gol_Fina_RB;0.17692377347368426
RPS_binpo_log;0.17969437128947371
RPS_binpo_p;0.19361382307894737
RPS_palp_br;0.19532256921052657
Rodada;29.0
prob_DC_placar;0.08534159128611227
prob_PB_placar;0.10429421052631578
prob_PD_gol_FinC_RB_placar;0.1005632434485755
prob_PD_gol_FinC_placar;0.10052240335198277
prob_PD_gol_Fina_RB_placar;0.10113854312013824
prob_PD_gol_Fina_placar;0.10108143568811825
prob_PD_gol_placar;0.10061633197341081
prob_binpo_log_placar;0.08593539156874015
prob_binpo_p_placar;0.09444118600904744
