Var;média
Acerto_PD_gol_FinC;0.5210526315789473
Acerto_PD_gol_FinC_RB;0.5210526315789473
Acerto_PD_gol_Fina;0.5157894736842106
Acerto_PD_gol_Fina_RB;0.5210526315789473
Acerto_binpo_log;0.5368421052631579
Acerto_binpo_p;0.531578947368421
Acertos_palp_br_binpo_p;0.5578947368421052
Defi_DC;0.6101340974736842
Defi_PB;0.598775030263158
Defi_PD_gol;0.5873246467368418
Defi_PD_gol_FinC;0.589251374157895
Defi_PD_gol_FinC_RB;0.5889243842631581
Defi_PD_gol_Fina;0.5856018471578951
Defi_PD_gol_Fina_RB;0.5853556560526316
Defi_binpo_log;0.5916012466842103
Defi_binpo_p;0.6041042974210526
Defi_palp_br;0.5956022305263154
RPS_DC;0.22064031071052642
RPS_PB;0.21070642513157892
RPS_PD_gol;0.2069405336578948
RPS_PD_gol_FinC;0.2077955257105263
RPS_PD_gol_FinC_RB;0.2076666613157895
RPS_PD_gol_Fina;0.206250949
RPS_PD_gol_Fina_RB;0.20616606007894725
RPS_binpo_log;0.21029696618421057
RPS_binpo_p;0.2149861117631578
RPS_palp_br;0.21349941131578976
Rodada;29.0
prob_DC_placar;0.07959145610955769
prob_PB_placar;0.08870736842105262
prob_PD_gol_FinC_RB_placar;0.08938936496578379
prob_PD_gol_FinC_placar;0.08939888130462838
prob_PD_gol_Fina_RB_placar;0.0894777697499039
prob_PD_gol_Fina_placar;0.08950147663848547
prob_PD_gol_placar;0.08935334927776797
prob_binpo_log_placar;0.08061764871083774
prob_binpo_p_placar;0.0846654474228354
