Var;Sum
prob_PB;[92.8344 52.6589 44.3809]
prob_PD_gol;[93.6249 48.499  47.7639]
prob_PD_gol_FinC_RB;[91.5576 48.8424 49.4968]
prob_PD_gol_Fina_RB;[95.9014 47.7989 46.1655]
prob_PD_gol_FinC;[92.3705 48.7784 48.7473]
prob_PD_gol_Fina;[96.6654 47.7189 45.4817]
prob_DC;[88.4133 41.3908 60.0812]
prob_binpo_log;[98.5316 42.3789 48.7398]
prob_binpo_p;[88.8187 49.6695 51.4411]
prob_PB_placar;16.791700000000006
prob_PD_gol_placar;16.608336442089403
prob_PD_gol_FinC_placar;16.590785672648817
prob_PD_gol_Fina_placar;16.661252313071717
prob_DC_placar;15.74695677890153
prob_binpo_log_placar;14.528862245451608
prob_binpo_p_placar;16.503771908279294
Defi_PB;111.14277275999999
RPS_PB;37.74681007500001
Defi_PD_gol;110.99880832000004
RPS_PD_gol;37.941853800000025
Defi_PD_gol_FinC_RB;111.34672696000001
RPS_PD_gol_FinC_RB;38.16332056000002
Defi_PD_gol_Fina_RB;110.43908528000003
RPS_PD_gol_Fina_RB;37.701942555
Defi_PD_gol_FinC;111.20049202000001
RPS_PD_gol_FinC;38.05465571999998
Defi_PD_gol_Fina;110.40159453999998
RPS_PD_gol_Fina;37.642348715000026
Defi_DC;112.54943471
RPS_DC;38.715724965
Defi_binpo_log;113.02360351000002
RPS_binpo_log;38.97731067000001
Defi_binpo_p;111.21369717000006
RPS_binpo_p;38.205680019999974
Defi_palp_br;115.04802379999988
RPS_palp_br;40.06368815000006
