Var;Sum
prob_PB;[63.5555 39.4975 26.8424]
prob_PD_gol;[64.9202 34.6404 30.3591]
prob_PD_gol_FinC_RB;[63.9945 34.8861 31.0475]
prob_PD_gol_Fina_RB;[66.1023 34.2296 29.5754]
prob_PD_gol_FinC;[64.2148 34.8927 30.8202]
prob_PD_gol_Fina;[66.3897 34.204  29.3117]
prob_DC;[52.7724 34.0192 43.1299]
prob_binpo_log;[71.2377 29.1569 29.4195]
prob_binpo_p;[54.8674 37.2615 37.8458]
prob_PB_placar;12.871600000000006
prob_PD_gol_placar;12.380423538678077
prob_PD_gol_FinC_placar;12.370908202104628
prob_PD_gol_Fina_placar;12.39429171498817
prob_DC_placar;10.606477858837533
prob_binpo_log_placar;10.91630380335313
prob_binpo_p_placar;11.970876366738263
Defi_PB;75.92788385999998
RPS_PB;25.123564165000012
Defi_PD_gol;75.46405305000005
RPS_PD_gol;24.769233925000005
Defi_PD_gol_FinC_RB;75.85708955
RPS_PD_gol_FinC_RB;24.945020149999998
Defi_PD_gol_Fina_RB;75.64049577000004
RPS_PD_gol_Fina_RB;24.827010355
Defi_PD_gol_FinC;75.59589568999996
RPS_PD_gol_FinC;24.83383348999999
Defi_PD_gol_Fina;75.34949509999998
RPS_PD_gol_Fina;24.704683260000003
Defi_DC;80.07254061000003
RPS_DC;26.862882065000004
Defi_binpo_log;77.33829893000001
RPS_binpo_log;25.537833900000006
Defi_binpo_p;78.17220902999998
RPS_binpo_p;25.79573263
Defi_palp_br;79.95574259999997
RPS_palp_br;26.702255050000065
